dhthum0,dhttmp0,dp0,dp1,ec0,ec1,gstemp1,gstmp0,hum0,hum1,hum2,pre0,pre1,pretmp0,pretmp1,timestamp,tmp0,tmp1,tmp10,tmp11,tmp12,tmp2,tmp4,tmp5,tmp6,tmp7,tmp8,tmp9,volt0
24.1,19.7,8.8,7.27,465.0,324.0,12.4,11.6,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T22:46:16.233Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.1,10.6,8.71,7.26,459.0,309.0,12.0,9.2,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T21:48:31.979Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.75,10.2,8.73,7.28,456.0,310.0,12.3,9.5,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T20:50:48.978Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.9,10.2,8.72,7.31,456.0,311.0,12.7,10.0,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T19:53:05.872Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,10.8,8.77,7.35,454.0,311.0,13.2,10.4,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T18:55:23.026Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.15,11.0,8.8,7.32,455.0,311.0,13.7,10.9,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T17:57:39.663Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.6,11.2,8.81,7.34,453.0,312.0,14.2,11.6,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T16:59:56.980Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.45,11.85,8.84,7.38,453.0,312.0,14.7,12.2,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T16:02:13.905Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.65,12.6,8.88,7.39,454.0,313.0,15.2,12.9,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T15:04:30.978Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.55,13.2,9.07,7.43,461.0,312.0,15.6,15.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T14:06:47.865Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.4,13.7,9.07,7.42,461.0,312.0,16.1,15.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T13:09:23.512Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.95,14.2,9.07,7.41,461.0,315.0,16.4,15.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T12:11:59.208Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.1,13.4,9.07,7.39,461.0,316.0,17.0,15.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T11:14:35.123Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.5,14.4,9.07,7.41,461.0,315.0,17.5,15.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T10:17:10.694Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,15.45,9.17,7.4,462.0,315.0,18.1,16.7,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T09:19:27.661Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.3,16.2,9.23,7.36,468.0,317.0,18.6,17.9,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T08:21:44.718Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.35,17.55,9.37,7.38,474.0,315.0,19.0,19.4,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T07:24:01.597Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.6,20.8,9.47,7.37,485.0,320.0,19.1,20.9,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T06:26:16.899Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.9,25.4,9.49,7.34,493.0,320.0,18.9,21.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T05:28:34.175Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.6,30.4,9.5,7.3,499.0,324.0,18.3,22.6,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T04:30:50.986Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.5,35.5,9.49,7.3,500.0,323.0,17.1,22.5,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T03:33:08.158Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.3,32.6,9.42,7.34,499.0,326.0,16.2,22.4,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T02:35:24.865Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.65,31.55,9.25,7.31,494.0,329.0,14.7,20.7,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T01:37:50.965Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.5,29.0,9.04,7.27,495.0,331.0,13.0,17.2,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-23T00:40:06.991Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.05,23.0,8.68,7.28,484.0,328.0,11.3,8.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T23:42:24.026Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.05,15.2,8.68,7.29,484.0,318.0,10.2,8.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T22:44:59.003Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.55,8.8,8.68,7.31,484.0,311.0,10.1,8.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T21:47:32.784Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.3,7.8,8.68,7.31,484.0,308.0,10.5,8.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T20:50:08.451Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.4,8.0,8.68,7.28,484.0,307.0,11.0,8.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T19:52:43.916Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.45,8.3,8.68,7.22,484.0,307.0,11.5,8.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T18:55:19.507Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.65,8.7,8.69,7.22,484.0,308.0,12.0,9.0,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T17:57:36.763Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.4,9.0,8.69,7.25,484.0,310.0,12.6,9.0,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T17:00:12.160Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.1,9.0,8.92,7.29,482.0,309.0,13.2,12.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T16:02:29.112Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.5,9.3,8.92,7.26,482.0,311.0,14.0,12.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T15:05:04.656Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.5,9.4,8.92,7.28,482.0,310.0,14.6,12.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T14:07:40.375Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,10.1,8.92,7.32,482.0,309.0,15.6,12.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T13:10:00.086Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.15,10.6,8.92,7.35,482.0,312.0,16.4,12.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T12:12:36.146Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.4,12.3,9.01,7.34,486.0,313.0,17.2,14.0,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T11:14:53.154Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.75,13.35,9.06,7.37,490.0,318.0,18.0,15.2,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T10:17:10.352Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.5,14.6,9.19,7.36,494.0,314.0,18.8,16.5,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T09:19:26.217Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.1,15.8,9.35,7.38,497.0,316.0,19.4,18.0,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T08:21:43.375Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.9,17.7,9.47,7.34,503.0,321.0,20.0,20.0,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T07:24:00.789Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.55,25.3,9.57,7.3,517.0,325.0,20.0,21.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T06:26:17.912Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.6,32.0,9.57,7.29,526.0,326.0,19.5,21.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T05:28:35.213Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.2,34.3,9.53,7.32,535.0,321.0,18.8,21.5,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T04:30:52.210Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.45,33.4,9.54,7.28,533.0,322.0,18.1,22.3,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T03:33:09.158Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.8,32.2,9.54,7.29,538.0,326.0,17.4,22.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-22T02:35:26.144Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,33.6,10.11,7.26,637.0,333.0,20.2,25.5,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-21T01:40:42.699Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.8,32.2,9.84,7.24,641.0,332.0,19.0,22.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-21T00:42:58.966Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.1,27.25,9.58,7.24,646.0,329.0,17.7,18.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T23:45:14.889Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.6,21.1,9.4,7.25,650.0,323.0,16.9,16.2,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T22:47:30.595Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.6,16.9,9.38,7.28,649.0,316.0,16.7,15.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T21:49:47.955Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,16.2,9.35,7.26,648.0,315.0,16.9,15.3,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T20:52:03.467Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.4,16.4,9.43,7.3,651.0,317.0,17.1,15.9,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T19:54:19.748Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.6,16.7,9.43,7.29,651.0,317.0,17.3,15.9,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T18:56:38.691Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.6,16.7,9.46,7.29,653.0,316.0,17.6,16.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T17:58:56.016Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,17.15,9.49,7.32,658.0,314.0,17.8,16.3,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T17:01:12.966Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.1,17.3,9.5,7.26,656.0,317.0,18.0,16.5,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T16:03:30.051Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.2,17.4,9.53,7.31,657.0,319.0,18.2,16.7,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T15:05:47.317Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.2,17.6,9.54,7.32,659.0,320.0,18.4,16.9,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T14:08:04.348Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.25,17.65,9.58,7.3,660.0,318.0,18.7,17.2,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T13:10:21.238Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.15,18.0,9.65,7.28,668.0,320.0,18.8,17.5,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T12:12:38.375Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.35,18.3,9.64,7.28,667.0,317.0,19.1,17.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T11:14:55.428Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.55,18.75,9.71,7.31,673.0,316.0,19.4,18.2,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T10:17:12.252Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.5,18.8,9.76,7.29,678.0,319.0,19.6,18.6,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T09:19:29.201Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.4,19.4,9.85,7.27,681.0,320.0,19.8,19.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T08:21:46.538Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.9,20.1,9.91,7.25,690.0,322.0,19.9,19.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T07:24:04.023Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,21.2,9.99,7.3,697.0,321.0,20.0,20.4,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T06:26:20.967Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.05,22.2,10.05,7.27,711.0,320.0,19.9,20.9,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T05:28:38.018Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.15,23.35,10.09,7.29,718.0,322.0,19.6,21.2,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T04:30:55.080Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.7,25.3,10.08,7.25,731.0,325.0,19.0,21.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T03:33:12.052Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.05,25.8,9.99,7.25,738.0,326.0,18.1,20.3,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T02:35:28.967Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.3,24.8,9.94,7.27,741.0,323.0,17.4,19.5,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T01:51:02.173Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.7,22.5,9.81,7.25,746.0,321.0,16.6,18.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-20T00:53:19.363Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.1,22.05,9.73,7.19,745.0,325.0,15.9,17.3,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T23:55:36.156Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,22.4,9.53,7.19,752.0,322.0,14.9,14.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T22:57:52.750Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.25,15.4,9.4,7.2,747.0,317.0,14.2,12.5,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T22:00:09.817Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.5,13.5,9.37,7.27,744.0,314.0,14.2,12.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T21:02:26.846Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.85,12.9,9.38,7.22,742.0,314.0,14.5,12.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T20:04:43.724Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,13.0,9.4,7.26,743.0,314.0,14.9,12.2,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T19:07:01.032Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.5,12.5,9.41,7.27,743.0,314.0,15.3,12.4,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T18:09:18.217Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.3,12.5,9.48,7.3,742.0,313.0,15.8,12.7,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T17:11:35.442Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.6,12.9,9.51,7.29,742.0,314.0,16.4,13.3,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T16:13:52.740Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.6,13.4,9.59,7.34,746.0,314.0,17.0,13.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T15:16:09.918Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.45,13.75,9.62,7.32,749.0,313.0,17.5,14.5,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T14:18:27.243Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.85,14.45,9.72,7.32,748.0,315.0,18.2,15.2,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T13:20:43.905Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.7,15.4,9.81,7.32,753.0,314.0,18.7,16.0,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T12:23:00.845Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.6,15.75,9.93,7.33,759.0,315.0,19.4,16.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T11:25:17.473Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.9,16.6,10.04,7.33,766.0,317.0,19.9,17.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T10:27:34.594Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.6,17.3,10.21,7.36,777.0,317.0,20.7,19.0,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T09:29:51.475Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.25,18.35,10.4,7.3,789.0,318.0,21.4,20.3,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T08:32:08.211Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.5,19.65,10.62,7.37,798.0,316.0,21.9,22.0,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T07:34:24.705Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,22.3,10.83,7.28,817.0,321.0,22.1,23.8,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T06:36:41.761Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.4,31.3,10.4,7.29,941.0,328.0,15.4,19.4,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-19T00:22:32.279Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.3,26.15,10.01,7.18,960.0,327.0,13.7,15.0,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-18T23:24:48.701Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,18.3,9.71,7.25,969.0,321.0,12.3,10.5,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-18T22:27:05.290Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.45,10.5,9.69,7.3,956.0,311.0,12.2,9.2,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-18T21:29:22.787Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.15,9.8,9.72,7.31,957.0,310.0,12.6,9.3,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-18T20:31:39.120Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,9.95,9.76,7.29,958.0,309.0,13.0,9.6,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-18T19:33:51.207Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.6,10.2,9.77,7.25,960.0,309.0,13.5,10.1,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-18T18:36:07.159Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.6,10.4,9.86,7.26,963.0,308.0,14.1,10.5,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-18T17:38:22.967Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.8,10.4,9.89,7.27,967.0,308.0,14.5,11.0,0.0,0.0,0.0,6855.5,6855.5,-2273.7,-2273.7,2019-06-18T16:40:39.319Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
