dhthum0,dhttmp0,dp0,dp1,ec0,ec1,gstemp1,gstmp0,hum0,hum1,hum2,pre0,pre1,pretmp0,pretmp1,timestamp,tmp0,tmp1,tmp10,tmp11,tmp12,tmp2,tmp4,tmp5,tmp6,tmp7,tmp8,tmp9,volt0
45.1,16.4,11.58,7.49,1249.0,292.0,19.2,16.4,0.0,0.0,0.0,1039.2,1031.9,19.26,19.99,2019-05-18T14:08:35.271Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.1,17.2,11.67,7.47,1262.0,290.0,19.7,17.0,0.0,0.0,0.0,1040.3,1032.1,19.83,20.42,2019-05-18T13:10:52.419Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.85,18.0,11.78,7.46,1270.0,291.0,20.3,17.6,0.0,0.0,0.0,1041.7,1032.4,20.39,20.77,2019-05-18T12:13:09.312Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.1,18.25,11.89,7.47,1288.0,291.0,20.8,18.1,0.0,0.0,0.0,1042.4,1032.4,20.86,21.08,2019-05-18T11:15:26.235Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.55,18.9,12.01,7.48,1298.0,293.0,21.3,18.8,0.0,0.0,0.0,1043.4,1032.3,21.44,21.44,2019-05-18T10:17:43.349Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.65,19.9,12.15,7.48,1319.0,293.0,21.8,19.7,0.0,0.0,0.0,1043.3,1031.8,22.01,21.75,2019-05-18T09:20:00.359Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.65,20.9,12.29,7.45,1340.0,296.0,22.2,20.6,0.0,0.0,0.0,1043.2,1031.2,22.56,22.0,2019-05-18T08:22:17.403Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.65,21.35,12.42,7.43,1364.0,293.0,22.8,21.6,0.0,0.0,0.0,1043.1,1031.0,23.09,22.27,2019-05-18T07:24:34.406Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.15,23.9,12.57,7.43,1393.0,294.0,23.1,22.9,0.0,0.0,0.0,1042.5,1030.5,23.71,22.51,2019-05-18T06:26:51.451Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.7,25.3,12.67,7.38,1428.0,295.0,23.1,23.8,0.0,0.0,0.0,1041.5,1030.5,23.96,22.51,2019-05-18T05:29:08.430Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,26.1,12.72,7.4,1455.0,296.0,22.8,24.2,0.0,0.0,0.0,1040.0,1030.3,23.82,22.33,2019-05-18T04:31:25.354Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.65,26.1,12.77,7.38,1485.0,295.0,22.4,24.6,0.0,0.0,0.0,1038.3,1030.9,23.57,22.15,2019-05-18T03:33:42.295Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1,30.1,12.82,7.4,1535.0,300.0,21.9,25.5,0.0,0.0,0.0,1038.3,1031.3,23.54,22.04,2019-05-18T02:35:59.265Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.65,31.9,12.81,7.37,1558.0,299.0,21.2,24.7,0.0,0.0,0.0,1038.3,1031.8,22.73,21.56,2019-05-18T01:55:55.943Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.5,28.5,12.77,7.36,1571.0,298.0,20.1,23.5,0.0,0.0,0.0,1038.2,1032.8,21.62,20.99,2019-05-18T00:58:11.485Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.8,29.3,12.72,7.36,1593.0,301.0,19.0,22.2,0.0,0.0,0.0,1039.8,1033.1,20.65,20.55,2019-05-18T00:00:28.498Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.9,27.2,12.57,7.42,1601.0,300.0,17.8,19.3,0.0,0.0,0.0,1042.9,1033.4,19.18,19.64,2019-05-17T23:02:45.395Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6,19.6,12.37,7.48,1582.0,292.0,16.7,15.7,0.0,0.0,0.0,1042.2,1032.2,17.3,18.12,2019-05-17T22:05:02.440Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,15.9,12.37,7.53,1565.0,286.0,16.9,15.1,0.0,0.0,0.0,1038.7,1031.7,17.17,18.12,2019-05-17T19:54:24.280Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.5,16.1,12.41,7.55,1566.0,287.0,17.3,15.5,0.0,0.0,0.0,1038.6,1031.0,17.52,18.44,2019-05-17T18:56:41.374Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.85,16.4,12.44,7.6,1571.0,284.0,17.6,15.7,0.0,0.0,0.0,1038.6,1031.0,17.8,18.71,2019-05-17T17:58:58.351Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.05,16.8,12.45,7.59,1565.0,285.0,17.8,16.1,0.0,0.0,0.0,1038.8,1031.0,18.1,18.98,2019-05-17T17:01:15.414Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.7,16.7,12.45,7.6,1552.0,283.0,18.3,16.5,0.0,0.0,0.0,1039.1,1031.2,18.47,19.29,2019-05-17T16:03:32.295Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.45,17.4,12.44,7.61,1540.0,286.0,18.7,17.0,0.0,0.0,0.0,1040.0,1031.5,18.93,19.63,2019-05-17T15:05:49.344Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,17.9,12.43,7.55,1542.0,284.0,19.1,17.2,0.0,0.0,0.0,1041.0,1032.1,19.34,19.87,2019-05-17T14:08:06.340Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.35,17.9,12.42,7.6,1529.0,286.0,19.3,17.4,0.0,0.0,0.0,1041.2,1032.5,19.6,20.09,2019-05-17T13:10:22.861Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.7,17.4,12.41,7.56,1511.0,288.0,19.8,17.9,0.0,0.0,0.0,1041.7,1032.4,19.96,20.36,2019-05-17T12:12:39.814Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.9,17.7,12.38,7.62,1493.0,287.0,20.3,18.5,0.0,0.0,0.0,1042.0,1032.0,20.42,20.68,2019-05-17T11:14:56.503Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.9,18.4,12.37,7.59,1482.0,289.0,20.7,19.2,0.0,0.0,0.0,1041.9,1031.9,20.89,20.96,2019-05-17T10:17:13.005Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.8,18.2,12.35,7.55,1457.0,286.0,21.2,19.9,0.0,0.0,0.0,1041.5,1031.2,21.27,21.21,2019-05-17T09:19:29.593Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.3,18.6,12.38,7.51,1432.0,287.0,21.8,21.1,0.0,0.0,0.0,1041.4,1030.4,21.84,21.58,2019-05-17T08:21:46.198Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.1,19.6,12.43,7.5,1411.0,287.0,22.5,22.5,0.0,0.0,0.0,1040.7,1029.8,22.44,22.02,2019-05-17T07:24:02.525Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.5,24.9,12.52,7.37,1437.0,294.0,23.0,24.2,0.0,0.0,0.0,1042.8,1029.3,23.66,22.48,2019-05-17T06:26:18.262Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,31.3,12.58,7.36,1476.0,293.0,22.5,24.7,0.0,0.0,0.0,1041.9,1029.2,23.57,22.35,2019-05-17T05:28:34.569Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,31.9,12.55,7.38,1480.0,290.0,22.0,24.4,0.0,0.0,0.0,1040.6,1029.2,23.08,22.05,2019-05-17T04:30:50.969Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.2,27.7,12.27,7.37,1411.0,294.0,21.5,24.5,0.0,0.0,0.0,1040.6,1029.7,22.69,21.78,2019-05-17T03:33:06.956Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.1,25.4,11.77,7.43,1261.0,291.0,20.9,24.3,0.0,0.0,0.0,1039.8,1029.9,21.97,21.5,2019-05-17T02:35:23.590Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.4,18.2,9.25,7.55,401.0,282.0,19.8,18.3,0.0,0.0,0.0,1035.2,1029.7,19.9,21.09,2019-05-16T16:03:38.921Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.3,18.5,9.32,7.58,383.0,284.0,20.4,18.8,0.0,0.0,0.0,1036.3,1030.0,20.45,21.5,2019-05-16T15:05:56.044Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.75,19.3,9.37,7.53,381.0,285.0,21.1,19.4,0.0,0.0,0.0,1037.7,1030.3,21.15,21.94,2019-05-16T14:08:13.216Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.1,19.6,9.4,7.42,377.0,286.0,21.4,19.9,0.0,0.0,0.0,1038.4,1030.5,21.59,22.24,2019-05-16T13:10:27.444Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.85,19.45,9.44,7.41,377.0,286.0,22.0,20.3,0.0,0.0,0.0,1039.2,1031.0,21.99,22.58,2019-05-16T12:12:44.710Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.65,20.1,9.51,7.42,378.0,287.0,22.4,20.9,0.0,0.0,0.0,1040.5,1030.7,22.59,22.93,2019-05-16T11:15:01.931Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.8,21.4,9.53,7.42,381.0,289.0,22.9,21.5,0.0,0.0,0.0,1040.7,1030.5,23.1,23.23,2019-05-16T10:17:19.113Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.45,21.2,9.63,7.42,380.0,289.0,23.4,22.0,0.0,0.0,0.0,1040.3,1029.9,23.46,23.46,2019-05-16T09:19:36.321Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.2,21.1,9.74,7.41,381.0,289.0,23.9,23.1,0.0,0.0,0.0,1040.1,1029.5,24.04,23.81,2019-05-16T08:21:53.535Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.3,22.65,9.88,7.4,384.0,292.0,24.6,24.6,0.0,0.0,0.0,1040.4,1028.5,24.8,24.23,2019-05-16T07:24:09.687Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,25.4,9.96,7.4,395.0,293.0,24.9,26.0,0.0,0.0,0.0,1040.6,1028.5,25.46,24.54,2019-05-16T06:26:26.493Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.65,28.45,9.97,7.38,404.0,293.0,24.8,26.3,0.0,0.0,0.0,1038.7,1027.9,25.6,24.53,2019-05-16T05:28:43.307Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.75,30.0,9.99,7.35,407.0,295.0,24.6,26.7,0.0,0.0,0.0,1037.5,1028.2,25.62,24.48,2019-05-16T04:31:00.476Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.4,30.5,10.03,7.38,408.0,295.0,24.3,27.0,0.0,0.0,0.0,1036.5,1028.4,25.46,24.33,2019-05-16T03:33:17.381Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.45,30.4,10.04,7.37,407.0,292.0,23.8,27.7,0.0,0.0,0.0,1036.2,1029.2,25.2,24.19,2019-05-16T02:35:34.422Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.75,33.0,10.02,7.38,417.0,300.0,23.4,28.0,0.0,0.0,0.0,1036.6,1029.6,25.07,24.07,2019-05-16T02:00:34.838Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.2,31.1,9.82,7.37,413.0,297.0,22.2,25.9,0.0,0.0,0.0,1036.3,1030.4,23.72,23.37,2019-05-16T01:02:50.609Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.75,28.8,9.68,7.4,404.0,298.0,21.3,24.6,0.0,0.0,0.0,1037.9,1031.1,22.91,22.97,2019-05-16T00:05:07.595Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.9,29.6,9.43,7.42,408.0,300.0,20.1,21.7,0.0,0.0,0.0,1040.7,1031.1,21.53,22.07,2019-05-15T23:07:24.822Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1,22.2,9.23,7.42,397.0,291.0,19.0,18.0,0.0,0.0,0.0,1040.9,1030.4,19.7,20.62,2019-05-15T22:09:41.998Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.5,19.5,9.38,7.46,383.0,282.0,20.9,19.4,0.0,0.0,0.0,1041.0,1029.3,21.18,21.79,2019-05-15T17:01:12.539Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.85,20.4,9.41,7.46,386.0,284.0,21.2,19.8,0.0,0.0,0.0,1041.8,1029.8,21.52,22.03,2019-05-15T16:03:29.734Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.9,20.7,9.44,7.44,384.0,288.0,21.5,20.1,0.0,0.0,0.0,1042.1,1030.1,21.78,22.23,2019-05-15T15:05:47.017Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,20.95,9.44,7.43,387.0,288.0,21.8,20.4,0.0,0.0,0.0,1042.5,1030.3,22.07,22.44,2019-05-15T14:08:04.293Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,21.3,9.51,7.44,387.0,287.0,22.0,20.8,0.0,0.0,0.0,1043.4,1031.2,22.34,22.62,2019-05-15T13:10:20.531Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.85,21.5,9.55,7.43,388.0,288.0,22.3,21.1,0.0,0.0,0.0,1043.9,1031.4,22.65,22.82,2019-05-15T12:12:37.824Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.15,21.55,9.55,7.43,389.0,290.0,22.7,21.4,0.0,0.0,0.0,1043.9,1031.5,22.93,22.99,2019-05-15T11:14:55.083Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.5,21.8,9.61,7.4,390.0,290.0,23.0,21.9,0.0,0.0,0.0,1043.8,1031.5,23.27,23.18,2019-05-15T10:17:12.337Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.1,22.3,9.69,7.42,390.0,289.0,23.4,22.5,0.0,0.0,0.0,1043.7,1031.1,23.64,23.38,2019-05-15T09:19:29.631Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,22.8,9.78,7.43,392.0,290.0,23.8,23.3,0.0,0.0,0.0,1043.3,1030.9,24.13,23.62,2019-05-15T08:21:46.785Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.9,23.6,9.85,7.42,397.0,291.0,24.2,24.4,0.0,0.0,0.0,1042.9,1030.3,24.64,23.84,2019-05-15T07:24:04.081Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.3,25.0,9.97,7.43,402.0,289.0,24.5,25.6,0.0,0.0,0.0,1042.4,1030.1,25.18,24.07,2019-05-15T06:26:21.314Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.75,27.6,10.03,7.38,410.0,293.0,24.5,26.3,0.0,0.0,0.0,1041.1,1029.6,25.47,24.11,2019-05-15T05:28:38.575Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.8,27.8,10.02,7.42,414.0,296.0,24.1,26.4,0.0,0.0,0.0,1039.5,1029.6,25.21,23.85,2019-05-15T04:30:55.407Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.2,28.2,9.98,7.38,412.0,293.0,23.6,26.2,0.0,0.0,0.0,1038.0,1029.8,24.69,23.49,2019-05-15T03:33:12.258Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,28.3,10.04,7.41,415.0,294.0,23.2,27.2,0.0,0.0,0.0,1037.1,1030.5,24.6,23.4,2019-05-15T02:35:29.184Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.8,31.9,9.99,7.37,423.0,297.0,22.6,27.5,0.0,0.0,0.0,1037.1,1030.7,24.3,23.19,2019-05-15T01:56:04.387Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.4,33.6,9.82,7.4,422.0,299.0,21.2,26.3,0.0,0.0,0.0,1038.7,1031.3,23.08,22.44,2019-05-15T00:58:21.503Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.6,31.6,9.55,7.39,416.0,298.0,19.6,22.8,0.0,0.0,0.0,1041.5,1031.7,21.24,21.32,2019-05-15T00:00:38.564Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.6,23.4,9.21,7.47,403.0,287.0,18.3,18.1,0.0,0.0,0.0,1041.8,1031.0,19.08,19.72,2019-05-14T23:02:55.495Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.4,17.45,9.14,7.51,388.0,277.0,18.6,17.0,0.0,0.0,0.0,1038.1,1030.2,18.84,19.79,2019-05-14T19:53:36.768Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.2,18.2,9.15,7.47,385.0,281.0,18.9,17.2,0.0,0.0,0.0,1038.0,1030.4,19.15,20.07,2019-05-14T18:55:54.026Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.4,18.0,9.24,7.52,384.0,282.0,19.2,17.7,0.0,0.0,0.0,1037.7,1030.0,19.4,20.32,2019-05-14T17:58:11.180Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.8,18.0,9.24,7.5,384.0,282.0,19.5,17.7,0.0,0.0,0.0,1037.4,1029.3,19.69,20.59,2019-05-14T17:00:46.868Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.2,18.8,9.26,7.48,383.0,281.0,19.9,18.1,0.0,0.0,0.0,1037.9,1029.9,20.09,20.92,2019-05-14T16:03:04.048Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.35,18.8,9.27,7.46,382.0,283.0,20.1,18.5,0.0,0.0,0.0,1038.9,1030.5,20.38,21.18,2019-05-14T15:05:21.365Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.1,19.1,9.27,7.45,382.0,284.0,20.5,18.5,0.0,0.0,0.0,1039.2,1030.9,20.71,21.43,2019-05-14T14:07:56.750Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.3,18.9,9.34,7.46,384.0,284.0,20.9,18.7,0.0,0.0,0.0,1039.7,1031.0,21.01,21.67,2019-05-14T13:10:14.152Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.15,18.7,9.4,7.45,381.0,285.0,21.3,19.1,0.0,0.0,0.0,1040.7,1031.1,21.36,21.96,2019-05-14T12:12:31.367Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.85,18.8,9.46,7.45,381.0,282.0,21.9,19.9,0.0,0.0,0.0,1042.0,1031.6,21.97,22.38,2019-05-14T11:14:48.666Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.8,20.15,9.56,7.44,383.0,284.0,22.5,20.8,0.0,0.0,0.0,1042.8,1031.4,22.57,22.75,2019-05-14T10:17:05.851Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.1,20.95,9.63,7.45,387.0,287.0,23.0,21.7,0.0,0.0,0.0,1043.5,1031.3,23.13,23.07,2019-05-14T09:19:22.995Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.8,21.7,9.73,7.45,389.0,286.0,23.5,22.8,0.0,0.0,0.0,1043.5,1030.2,23.75,23.4,2019-05-14T08:21:40.224Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.2,23.3,9.84,7.4,396.0,289.0,23.9,23.9,0.0,0.0,0.0,1043.6,1030.2,24.36,23.68,2019-05-14T07:23:57.500Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,24.6,9.91,7.42,401.0,290.0,24.1,24.7,0.0,0.0,0.0,1042.6,1029.6,24.75,23.82,2019-05-14T06:26:14.666Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6,25.5,9.94,7.43,405.0,291.0,24.1,25.3,0.0,0.0,0.0,1041.5,1029.4,24.88,23.81,2019-05-14T05:28:31.834Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.6,26.2,10.02,7.39,407.0,289.0,24.0,26.2,0.0,0.0,0.0,1039.7,1029.2,24.97,23.79,2019-05-14T04:30:49.091Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.85,30.4,10.03,7.38,413.0,292.0,23.7,27.0,0.0,0.0,0.0,1038.8,1029.2,24.95,23.68,2019-05-14T03:33:06.095Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.45,31.35,9.97,7.41,415.0,295.0,22.9,26.8,0.0,0.0,0.0,1038.5,1030.1,24.3,23.21,2019-05-14T02:35:22.925Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.1,31.1,9.92,7.38,415.0,294.0,22.2,26.8,0.0,0.0,0.0,1038.9,1031.5,23.72,22.9,2019-05-14T01:41:10.413Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.05,34.2,9.79,7.4,421.0,296.0,21.1,25.6,0.0,0.0,0.0,1040.7,1032.2,22.65,22.27,2019-05-14T00:43:27.538Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.2,28.0,9.52,7.48,405.0,295.0,19.6,22.1,0.0,0.0,0.0,1042.7,1032.6,21.01,21.18,2019-05-13T23:45:44.369Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,21.9,9.27,7.47,396.0,285.0,18.5,18.4,0.0,0.0,0.0,1042.6,1032.2,19.39,19.99,2019-05-13T22:48:01.607Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.35,19.1,9.16,7.52,392.0,283.0,18.2,17.0,0.0,0.0,0.0,1041.0,1031.9,18.69,19.53,2019-05-13T21:50:18.795Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.2,17.2,9.16,7.53,387.0,280.0,18.3,16.6,0.0,0.0,0.0,1039.4,1031.1,18.5,19.45,2019-05-13T20:52:34.922Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.05,17.45,9.17,7.51,385.0,279.0,18.6,17.2,0.0,0.0,0.0,1039.0,1030.9,18.88,19.8,2019-05-13T19:54:52.147Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.3,18.0,9.25,7.51,387.0,281.0,19.0,17.6,0.0,0.0,0.0,1039.0,1030.0,19.18,20.09,2019-05-13T18:57:09.383Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.7,18.4,9.23,7.52,384.0,281.0,19.3,17.9,0.0,0.0,0.0,1038.8,1029.8,19.47,20.35,2019-05-13T17:59:26.232Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
