dhthum0,dhttmp0,dp0,dp1,ec0,ec1,gstemp1,gstmp0,hum0,hum1,hum2,pre0,pre1,pretmp0,pretmp1,date_time,tmp0,tmp1,tmp10,tmp11,tmp12,tmp2,tmp4,tmp5,tmp6,tmp7,tmp8,tmp9,volt0
46.2,27.9,12.87,44.88,783.0,4504.0,28.3,28.2,0.1,94.09,0.0,1020.85,1082.95,28.68,27.43,2018-03-25T06:43:37.114Z,28.32,28.63,0.0,0.0,0.0,0.0,99.9,30.1,99.9,40.85,0.0,0.0,0.0
42.7,31.7,12.91,45.04,786.0,4535.0,28.4,29.4,0.1,94.55,0.0,1020.2,1083.95,28.96,27.6,2018-03-25T05:29:05.561Z,29.48,29.1,0.0,0.0,0.0,0.0,99.9,31.5,99.9,41.85,0.0,0.0,0.0
41.7,33.8,12.96,44.73,802.0,4534.0,28.1,30.6,0.1,94.9,0.0,1020.6,1086.0,28.83,27.68,2018-03-25T04:14:34.209Z,30.26,29.28,0.0,0.0,0.0,0.0,99.9,32.6,99.9,42.5,0.0,0.0,0.0
35.3,38.4,12.99,44.4,826.0,4578.0,27.2,30.2,0.1,95.44,0.0,1020.5,1084.5,27.81,27.19,2018-03-25T03:00:02.763Z,30.14,28.7,0.0,0.0,0.0,0.0,99.9,32.5,99.9,41.6,0.0,0.0,0.0
38.3,34.2,13.0,43.61,830.0,4574.0,25.8,28.4,0.1,96.13,0.0,1021.65,1083.0,26.25,26.25,2018-03-25T01:45:31.205Z,28.01,26.8,0.0,0.0,0.0,0.0,99.9,30.35,99.9,39.05,0.0,0.0,0.0
37.6,33.8,13.02,42.98,844.0,4596.0,24.8,28.4,0.1,96.08,0.0,1022.05,1083.3,25.32,26.03,2018-03-25T00:30:59.773Z,27.0,25.89,0.0,0.0,0.0,0.0,99.9,29.5,99.9,37.75,0.0,0.0,0.0
34.3,34.6,12.99,42.38,877.0,4601.0,23.4,26.2,0.1,96.99,0.0,1022.1,1079.85,23.86,25.47,2018-03-24T23:16:28.300Z,25.32,24.53,0.0,0.0,0.0,0.0,99.9,27.1,99.9,35.75,0.0,0.0,0.0
40.4,27.0,12.9,41.46,852.0,4565.0,22.2,21.5,0.1,97.41,0.0,1022.8,1075.7,22.35,23.81,2018-03-24T22:01:56.843Z,21.47,22.27,0.0,0.0,0.0,0.0,99.9,23.1,99.9,32.0,0.0,0.0,0.0
42.25,22.2,12.85,41.24,815.0,4513.0,22.0,19.5,0.1,97.11,0.0,1021.95,1073.65,21.91,22.86,2018-03-24T20:47:25.498Z,19.81,21.33,0.0,0.0,0.0,0.0,99.9,21.4,99.9,30.15,0.0,0.0,0.0
43.0,21.3,12.84,41.81,807.0,4524.0,22.4,19.5,0.1,96.88,0.0,1021.85,1074.2,22.32,23.18,2018-03-24T19:32:54.266Z,19.87,21.72,0.0,0.0,0.0,0.0,99.9,21.3,99.9,30.7,0.0,0.0,0.0
43.5,21.25,12.84,42.06,795.0,4506.0,23.0,19.9,0.1,96.63,0.0,1021.8,1075.15,22.89,23.64,2018-03-24T18:18:23.012Z,20.27,22.32,0.0,0.0,0.0,0.0,99.9,21.55,99.9,31.65,0.0,0.0,0.0
43.6,21.5,12.86,42.23,797.0,4519.0,23.6,20.5,0.1,96.34,0.0,1022.6,1076.6,23.58,24.17,2018-03-24T17:03:51.874Z,20.89,23.02,0.0,0.0,0.0,0.0,99.9,22.2,99.9,32.9,0.0,0.0,0.0
43.9,21.9,12.86,42.49,794.0,4539.0,24.4,21.2,0.1,96.0,0.0,1023.8,1077.95,24.31,24.71,2018-03-24T15:49:20.740Z,21.59,23.78,0.0,0.0,0.0,0.0,99.9,22.8,99.9,34.4,0.0,0.0,0.0
44.0,22.4,12.87,43.16,789.0,4511.0,25.1,22.0,0.1,95.58,0.0,1025.1,1079.6,25.09,25.25,2018-03-24T14:34:49.392Z,22.4,24.61,0.0,0.0,0.0,0.0,99.9,23.6,99.9,37.5,0.0,0.0,0.0
44.8,23.9,12.91,44.29,787.0,4526.0,26.9,24.2,0.1,94.25,0.0,1027.65,1083.3,27.15,26.56,2018-03-24T11:43:39.569Z,24.78,26.79,0.0,0.0,0.0,0.0,99.9,25.9,99.9,50.4,0.0,0.0,0.0
45.6,24.8,12.93,44.71,788.0,4519.0,27.8,25.4,0.1,93.49,0.0,1028.3,1084.7,28.07,27.07,2018-03-24T10:29:08.328Z,26.01,27.82,0.0,0.0,0.0,0.0,99.9,27.15,99.9,54.45,0.0,0.0,0.0
46.9,25.8,12.95,45.0,788.0,4525.0,28.7,27.1,0.1,92.78,0.0,1028.5,1086.8,29.05,27.59,2018-03-24T09:14:36.774Z,27.49,28.92,0.0,0.0,0.0,0.0,99.9,28.8,99.9,57.65,0.0,0.0,0.0
46.8,28.4,13.0,45.52,798.0,4562.0,29.5,29.3,0.1,92.41,0.0,1028.05,1089.0,29.99,28.11,2018-03-24T08:00:05.319Z,29.36,30.02,0.0,0.0,0.0,0.0,99.9,31.1,99.9,58.85,0.0,0.0,0.0
42.6,34.0,13.04,45.9,807.0,4575.0,29.8,31.1,0.1,92.37,0.0,1026.95,1090.2,30.52,28.37,2018-03-24T06:45:33.969Z,31.05,30.81,0.0,0.0,0.0,0.0,99.9,33.2,99.9,57.65,0.0,0.0,0.0
37.8,38.5,13.09,45.69,831.0,4567.0,29.5,31.4,0.1,91.83,0.0,1025.85,1090.45,30.27,28.21,2018-03-24T05:31:02.419Z,31.56,30.86,0.0,0.0,0.0,0.0,99.9,33.7,99.9,54.55,0.0,0.0,0.0
32.2,41.7,13.14,45.08,858.0,4585.0,28.5,30.5,0.1,92.23,0.0,1025.3,1089.2,29.32,27.84,2018-03-24T04:16:30.758Z,31.28,30.2,0.0,0.0,0.0,0.0,99.9,33.3,99.9,51.05,0.0,0.0,0.0
35.0,37.8,13.19,44.12,877.0,4615.0,27.3,29.6,0.1,92.74,0.0,1026.05,1088.7,27.93,27.08,2018-03-24T03:01:59.199Z,29.66,28.64,0.0,0.0,0.0,0.0,99.9,31.75,99.9,47.0,0.0,0.0,0.0
36.85,35.6,13.24,43.69,902.0,4601.0,26.1,28.7,0.1,93.01,0.0,1026.4,1087.85,26.67,26.37,2018-03-24T01:47:27.336Z,28.46,27.38,0.0,0.0,0.0,0.0,99.9,30.6,99.9,41.8,0.0,0.0,0.0
34.5,36.8,13.27,42.89,929.0,4642.0,24.7,27.6,0.1,93.45,0.0,1026.4,1085.65,25.21,25.68,2018-03-24T00:32:55.590Z,27.34,26.08,0.0,0.0,0.0,0.0,99.9,29.4,99.9,38.25,0.0,0.0,0.0
35.4,33.65,13.24,42.19,947.0,4621.0,23.4,25.1,0.1,93.99,0.0,1026.75,1082.45,23.66,24.78,2018-03-23T23:18:23.911Z,24.88,24.19,0.0,0.0,0.0,0.0,99.9,26.7,99.9,35.25,0.0,0.0,0.0
43.3,22.7,13.17,41.38,899.0,4575.0,22.3,20.3,0.1,94.12,0.0,1026.35,1077.9,22.27,22.93,2018-03-23T20:46:50.609Z,20.52,21.8,0.0,0.0,0.0,0.0,99.9,22.05,99.9,34.35,0.0,0.0,0.0
42.9,23.0,13.17,41.6,897.0,4560.0,22.7,20.6,0.1,93.98,0.0,1025.95,1077.8,22.65,23.24,2018-03-23T19:32:19.360Z,20.85,22.17,0.0,0.0,0.0,0.0,99.9,22.4,99.9,35.3,0.0,0.0,0.0
43.05,22.85,13.17,42.11,892.0,4557.0,22.9,20.7,0.1,93.83,0.0,1025.6,1078.05,23.02,23.52,2018-03-23T18:17:48.218Z,21.04,22.54,0.0,0.0,0.0,0.0,99.9,22.55,99.9,36.0,0.0,0.0,0.0
43.7,22.6,13.18,42.28,891.0,4577.0,23.5,21.2,0.1,93.66,0.0,1025.5,1079.1,23.52,23.91,2018-03-23T17:03:16.977Z,21.4,23.04,0.0,0.0,0.0,0.0,99.9,22.9,99.9,36.9,0.0,0.0,0.0
43.65,23.1,13.18,42.39,894.0,4566.0,24.0,21.7,0.1,93.48,0.0,1026.25,1080.05,24.06,24.31,2018-03-23T15:48:45.840Z,21.92,23.6,0.0,0.0,0.0,0.0,99.9,23.4,99.9,37.6,0.0,0.0,0.0
43.6,23.4,13.19,42.21,891.0,4588.0,24.6,22.2,0.1,93.3,0.0,1027.0,1081.05,24.62,24.68,2018-03-23T14:34:14.752Z,22.47,24.17,0.0,0.0,0.0,0.0,99.9,23.9,99.9,38.45,0.0,0.0,0.0
43.75,24.15,13.2,43.29,888.0,4621.0,25.2,23.0,0.1,93.0,0.0,1027.6,1082.35,25.42,25.19,2018-03-23T12:55:41.971Z,23.34,25.04,0.0,0.0,0.0,0.0,99.9,24.7,99.9,40.1,0.0,0.0,0.0
44.5,24.2,13.21,43.15,888.0,4590.0,25.9,23.6,0.1,92.81,0.0,1028.35,1083.4,26.06,25.56,2018-03-23T11:41:10.823Z,23.99,25.76,0.0,0.0,0.0,0.0,99.9,25.3,99.9,36.4,0.0,0.0,0.0
45.6,24.8,13.23,44.11,884.0,4634.0,26.5,24.7,0.1,92.58,0.0,1029.0,1084.9,26.77,25.98,2018-03-23T10:26:39.171Z,24.95,26.58,0.0,0.0,0.0,0.0,99.9,26.3,99.9,37.4,0.0,0.0,0.0
46.3,26.1,13.26,43.98,890.0,4651.0,27.2,25.9,0.1,92.36,0.0,1029.1,1086.4,27.51,26.36,2018-03-23T09:12:07.815Z,26.12,27.4,0.0,0.0,0.0,0.0,99.9,27.55,99.9,38.7,0.0,0.0,0.0
45.9,28.4,13.31,44.68,890.0,4612.0,27.8,27.5,0.1,91.99,0.0,1029.35,1088.4,28.21,26.76,2018-03-23T07:57:36.365Z,27.57,28.22,0.0,0.0,0.0,0.0,99.9,29.3,99.9,40.25,0.0,0.0,0.0
39.5,34.3,13.4,44.79,914.0,4657.0,27.9,28.8,0.1,91.97,0.0,1027.85,1088.7,28.53,26.89,2018-03-23T06:43:05.019Z,28.81,28.74,0.0,0.0,0.0,0.0,99.9,30.8,99.9,41.7,0.0,0.0,0.0
35.1,38.3,13.51,44.59,953.0,4662.0,27.6,29.0,0.1,92.13,0.0,1027.2,1088.35,28.25,26.73,2018-03-23T05:28:33.677Z,29.28,28.74,0.0,0.0,0.0,0.0,99.9,31.2,99.9,41.9,0.0,0.0,0.0
35.75,36.9,13.61,43.79,993.0,4666.0,26.7,28.6,0.1,92.32,0.0,1026.6,1088.4,27.41,26.39,2018-03-23T04:14:02.017Z,28.76,27.98,0.0,0.0,0.0,0.0,99.9,30.8,99.9,40.75,0.0,0.0,0.0
34.5,37.4,13.65,43.2,1030.0,4734.0,25.5,27.5,0.1,93.01,0.0,1026.35,1086.5,26.14,25.73,2018-03-23T02:59:30.565Z,27.59,26.82,0.0,0.0,0.0,0.0,99.9,29.55,99.9,39.5,0.0,0.0,0.0
36.05,35.2,13.55,42.7,1038.0,4750.0,24.3,26.5,0.1,93.31,0.0,1026.75,1083.9,24.68,24.71,2018-03-23T01:44:58.801Z,26.1,25.08,0.0,0.0,0.0,0.0,99.9,28.25,99.9,37.6,0.0,0.0,0.0
39.6,30.7,13.56,41.94,1060.0,4658.0,23.1,25.2,0.1,93.32,0.0,1027.45,1083.15,23.51,24.11,2018-03-23T00:30:27.247Z,24.4,23.81,0.0,0.0,0.0,0.0,99.9,26.65,99.9,34.7,0.0,0.0,0.0
36.55,31.35,13.54,41.31,1089.0,4679.0,22.2,23.9,0.1,93.79,0.0,1026.85,1080.7,22.49,23.78,2018-03-22T23:15:55.797Z,23.15,22.92,0.0,0.0,0.0,0.0,99.9,24.95,99.9,33.5,0.0,0.0,0.0
40.8,26.1,13.48,40.78,1077.0,4703.0,21.3,20.9,0.1,94.18,0.0,1026.5,1077.35,21.48,22.74,2018-03-22T22:01:24.350Z,20.66,21.4,0.0,0.0,0.0,0.0,99.9,22.25,99.9,31.3,0.0,0.0,0.0
42.7,22.0,13.47,40.64,1052.0,4619.0,21.0,19.3,0.1,93.99,0.0,1025.4,1075.0,21.05,21.9,2018-03-22T20:46:53.008Z,19.4,20.56,0.0,0.0,0.0,0.0,99.9,21.0,99.9,29.8,0.0,0.0,0.0
43.45,21.6,13.48,40.65,1051.0,4619.0,21.3,19.5,0.1,93.86,0.0,1025.05,1074.8,21.33,22.16,2018-03-22T19:32:21.764Z,19.52,20.84,0.0,0.0,0.0,0.0,99.9,21.05,99.9,30.15,0.0,0.0,0.0
43.25,21.7,13.5,40.64,1060.0,4600.0,21.7,19.8,0.1,93.75,0.0,1024.2,1075.15,21.7,22.5,2018-03-22T18:17:50.518Z,19.85,21.22,0.0,0.0,0.0,0.0,99.9,21.35,99.9,30.65,0.0,0.0,0.0
42.85,22.3,13.53,41.06,1076.0,4638.0,22.1,20.2,0.1,93.64,0.0,1024.25,1075.75,22.14,22.89,2018-03-22T17:03:19.077Z,20.33,21.66,0.0,0.0,0.0,0.0,99.9,21.85,99.9,31.25,0.0,0.0,0.0
43.3,22.3,13.55,41.32,1090.0,4578.0,22.5,20.6,0.1,93.48,0.0,1024.25,1076.2,22.58,23.27,2018-03-22T15:48:47.720Z,20.68,22.11,0.0,0.0,0.0,0.0,99.9,22.15,99.9,31.9,0.0,0.0,0.0
43.3,22.4,13.57,41.83,1097.0,4618.0,23.0,21.1,0.1,93.3,0.0,1025.15,1076.95,23.07,23.65,2018-03-22T14:34:16.486Z,21.13,22.62,0.0,0.0,0.0,0.0,99.9,22.55,99.9,32.7,0.0,0.0,0.0
40.3,28.9,13.75,41.65,1161.0,4850.0,22.1,23.8,0.1,92.29,0.0,1024.75,1077.5,22.59,23.6,2018-03-21T23:16:07.807Z,22.7,22.52,0.0,0.0,0.0,0.0,99.9,24.65,99.9,34.3,0.0,0.0,0.0
42.0,26.2,13.71,41.08,1200.0,4789.0,21.4,21.2,0.1,92.43,0.0,1023.35,1073.0,21.62,22.58,2018-03-21T22:01:36.375Z,20.96,21.35,0.0,0.0,0.0,0.0,99.9,22.6,99.9,32.25,0.0,0.0,0.0
43.3,23.1,13.6,41.09,1146.0,4763.0,21.4,20.2,0.1,92.26,0.0,1021.95,1071.6,21.36,22.16,2018-03-21T20:47:05.014Z,20.18,20.88,0.0,0.0,0.0,0.0,99.9,21.75,99.9,31.05,0.0,0.0,0.0
43.8,22.7,13.61,41.05,1146.0,4703.0,21.5,20.3,0.1,92.16,0.0,1021.15,1071.0,21.56,22.36,2018-03-21T19:32:33.778Z,20.3,21.07,0.0,0.0,0.0,0.0,99.9,21.8,99.9,31.15,0.0,0.0,0.0
43.45,22.9,13.6,41.28,1152.0,4708.0,21.9,20.6,0.1,92.12,0.0,1020.6,1070.35,21.89,22.62,2018-03-21T18:18:02.429Z,20.56,21.35,0.0,0.0,0.0,0.0,99.9,22.05,99.9,31.45,0.0,0.0,0.0
43.55,22.8,13.67,41.06,1175.0,4628.0,22.4,20.9,0.1,91.97,0.0,1019.3,1070.25,22.27,22.92,2018-03-21T17:03:30.976Z,20.85,21.67,0.0,0.0,0.0,0.0,99.9,22.3,99.9,31.95,0.0,0.0,0.0
44.0,23.4,13.78,39.58,1251.0,4066.0,22.6,21.4,0.1,91.87,0.0,1018.6,1070.55,22.72,23.3,2018-03-21T15:48:59.530Z,21.32,22.12,0.0,0.0,0.0,0.0,99.9,22.8,99.9,32.6,0.0,0.0,0.0
43.4,23.5,13.54,39.35,1168.0,3895.0,23.1,21.7,0.1,91.84,0.0,1018.4,1070.75,23.13,23.6,2018-03-21T14:34:27.963Z,21.62,22.5,0.0,0.0,0.0,0.0,99.9,23.0,99.9,33.15,0.0,0.0,0.0
43.7,24.2,13.33,40.05,1102.0,3885.0,23.8,22.3,0.1,91.75,0.0,1019.35,1072.75,23.9,24.14,2018-03-21T12:55:35.072Z,22.3,23.26,0.0,0.0,0.0,0.0,99.9,23.6,99.9,34.45,0.0,0.0,0.0
43.95,25.0,13.27,39.85,1052.0,3911.0,24.3,22.8,0.1,91.6,0.0,1019.45,1073.2,24.41,24.52,2018-03-21T11:41:03.981Z,23.04,23.9,0.0,0.0,0.0,0.0,99.9,24.3,99.9,35.35,0.0,0.0,0.0
44.3,25.5,13.3,39.86,1063.0,3904.0,24.5,23.4,0.1,91.48,0.0,1019.35,1073.35,24.7,24.75,2018-03-21T10:26:32.808Z,23.56,24.3,0.0,0.0,0.0,0.0,99.9,24.9,99.9,35.9,0.0,0.0,0.0
44.65,26.0,13.32,40.08,1079.0,3907.0,24.8,23.9,0.1,91.46,0.0,1019.05,1072.95,24.86,24.91,2018-03-21T09:12:01.564Z,24.1,24.57,0.0,0.0,0.0,0.0,99.9,25.5,99.9,36.6,0.0,0.0,0.0
44.9,26.5,13.38,39.9,1092.0,3904.0,25.1,24.9,0.1,90.27,0.0,1018.3,1073.95,25.24,25.22,2018-03-21T07:57:30.333Z,24.69,24.94,0.0,0.0,0.0,0.0,99.9,26.2,99.9,37.4,0.0,0.0,0.0
42.5,28.7,13.44,40.6,1128.0,3932.0,25.0,25.6,0.1,89.73,0.0,1017.45,1073.65,25.45,25.44,2018-03-21T06:42:59.075Z,25.53,25.49,0.0,0.0,0.0,0.0,99.9,27.25,99.9,38.3,0.0,0.0,0.0
41.5,29.9,13.52,39.95,1166.0,3918.0,24.7,25.7,0.1,89.89,0.0,1016.65,1072.85,25.16,25.36,2018-03-21T05:28:27.812Z,25.46,25.23,0.0,0.0,0.0,0.0,99.9,27.4,99.9,38.3,0.0,0.0,0.0
41.85,29.2,13.6,39.56,1212.0,3848.0,24.4,25.0,0.1,91.46,0.0,1015.9,1071.2,24.64,25.0,2018-03-21T04:13:55.503Z,25.13,24.46,0.0,0.0,0.0,0.0,99.9,26.6,99.9,37.25,0.0,0.0,0.0
43.9,26.5,13.65,39.72,1277.0,3790.0,24.6,25.3,0.1,89.36,0.0,1016.95,1072.8,24.72,25.19,2018-03-21T02:59:24.340Z,24.74,24.37,0.0,0.0,0.0,0.0,99.9,26.2,99.9,37.0,0.0,0.0,0.0
41.2,28.95,13.29,39.33,1121.0,3787.0,24.8,25.8,0.1,79.43,0.0,1017.2,1073.55,25.0,25.53,2018-03-21T01:44:53.149Z,25.31,24.8,0.0,0.0,0.0,0.0,99.9,26.8,99.9,37.9,0.0,0.0,0.0
43.6,27.3,13.23,39.45,1075.0,3766.0,24.7,26.1,0.1,77.68,0.0,1018.35,1074.9,25.02,25.71,2018-03-21T00:30:21.979Z,24.91,24.72,0.0,0.0,0.0,0.0,99.9,26.4,99.9,37.25,0.0,0.0,0.0
37.0,31.5,13.22,39.14,1113.0,3772.0,24.1,24.8,0.1,87.61,0.0,1017.65,1071.25,24.64,25.55,2018-03-20T23:15:50.790Z,25.11,24.57,0.0,0.0,0.0,0.0,99.9,26.15,99.9,36.95,0.0,0.0,0.0
38.75,27.95,13.23,38.74,1140.0,3784.0,23.4,22.5,0.1,94.52,0.0,1017.3,1068.25,23.75,24.9,2018-03-20T22:01:19.435Z,23.29,23.23,0.0,0.0,0.0,0.0,99.9,23.95,99.9,35.0,0.0,0.0,0.0
41.3,23.3,13.25,38.7,1123.0,3720.0,23.2,21.2,0.1,94.39,0.0,1016.25,1066.75,23.17,24.36,2018-03-20T20:46:48.236Z,21.97,22.33,0.0,0.0,0.0,0.0,99.9,22.6,99.9,33.35,0.0,0.0,0.0
41.5,23.5,13.31,38.81,1162.0,3748.0,23.8,21.7,0.1,94.31,0.0,1016.0,1066.85,23.68,24.78,2018-03-20T19:32:17.096Z,22.44,22.84,0.0,0.0,0.0,0.0,99.9,23.1,99.9,33.95,0.0,0.0,0.0
41.85,23.7,12.88,39.37,1125.0,3764.0,24.4,22.1,0.1,94.22,0.0,1016.0,1067.75,24.29,25.23,2018-03-20T18:17:45.934Z,22.88,23.36,0.0,0.0,0.0,0.0,99.9,23.45,99.9,34.7,0.0,0.0,0.0
41.65,23.95,12.24,39.8,981.0,3737.0,25.3,22.6,0.1,94.1,0.0,1015.95,1069.6,25.15,25.86,2018-03-20T17:03:14.807Z,23.48,24.16,0.0,0.0,0.0,0.0,99.9,23.95,99.9,35.6,0.0,0.0,0.0
40.75,24.2,12.05,40.03,802.0,3784.0,26.0,23.0,0.1,94.14,0.0,1016.9,1070.45,25.98,26.47,2018-03-20T15:48:43.758Z,24.04,24.95,0.0,0.0,0.0,0.0,99.9,24.35,99.9,36.75,0.0,0.0,0.0
41.8,24.2,12.09,40.72,798.0,3764.0,26.8,23.8,0.1,94.02,0.0,1018.0,1072.4,26.8,27.07,2018-03-20T14:34:12.742Z,25.04,25.76,0.0,0.0,0.0,0.0,99.9,25.0,99.9,37.9,0.0,0.0,0.0
41.7,24.6,12.11,41.09,804.0,3772.0,27.4,24.4,0.1,93.88,0.0,1018.4,1073.1,27.45,27.5,2018-03-20T13:37:33.014Z,25.67,26.41,0.0,0.0,0.0,0.0,99.9,25.6,99.9,38.85,0.0,0.0,0.0
42.2,25.1,12.16,41.47,801.0,3778.0,28.3,25.4,0.1,93.61,0.0,1019.4,1074.5,28.38,28.08,2018-03-20T12:23:01.877Z,26.64,27.38,0.0,0.0,0.0,0.0,99.9,26.6,99.9,40.3,0.0,0.0,0.0
42.3,25.7,12.21,41.81,806.0,3789.0,29.1,26.5,0.1,93.23,0.0,1020.1,1075.5,29.31,28.63,2018-03-20T11:08:30.524Z,27.36,28.4,0.0,0.0,0.0,0.0,99.9,27.6,99.9,41.75,0.0,0.0,0.0
43.2,26.3,12.28,42.33,810.0,3798.0,30.2,28.0,0.1,92.84,0.0,1020.2,1077.1,30.32,29.21,2018-03-20T09:53:59.076Z,28.34,29.52,0.0,0.0,0.0,0.0,99.9,29.0,99.9,43.55,0.0,0.0,0.0
44.7,27.4,12.38,43.11,813.0,3802.0,31.3,30.2,0.1,92.41,0.0,1019.8,1079.65,31.53,29.88,2018-03-20T08:39:27.628Z,30.07,30.87,0.0,0.0,0.0,0.0,99.9,31.05,99.9,45.7,0.0,0.0,0.0
39.3,34.0,12.49,43.77,833.0,3840.0,32.4,32.9,0.1,91.68,0.0,1018.95,1082.3,32.77,30.57,2018-03-20T07:24:56.174Z,32.47,32.46,0.0,0.0,0.0,0.0,99.9,34.0,99.9,48.65,0.0,0.0,0.0
36.2,38.7,12.56,43.72,857.0,3873.0,32.9,34.6,0.1,89.82,0.0,1018.35,1084.2,33.59,30.95,2018-03-20T06:10:24.725Z,33.91,33.75,0.0,0.0,0.0,0.0,99.9,35.75,99.9,52.15,0.0,0.0,0.0
32.1,42.7,12.59,43.84,874.0,3859.0,32.6,34.4,0.1,45.32,0.0,1017.55,1083.7,33.48,30.88,2018-03-20T04:55:53.178Z,34.43,34.17,0.0,0.0,0.0,0.0,99.9,36.1,99.9,53.9,0.0,0.0,0.0
32.85,42.45,12.62,43.35,887.0,3875.0,32.0,34.3,0.1,44.46,0.0,1017.45,1084.2,32.93,30.67,2018-03-20T03:41:21.408Z,33.97,33.62,0.0,0.0,0.0,0.0,99.9,35.85,99.9,53.45,0.0,0.0,0.0
31.7,42.55,12.61,43.04,894.0,3878.0,30.8,33.8,0.1,45.08,0.0,1017.6,1082.85,31.6,30.0,2018-03-20T02:26:49.645Z,32.59,32.14,0.0,0.0,0.0,0.0,99.9,34.4,99.9,51.6,0.0,0.0,0.0
31.75,40.45,12.58,42.02,903.0,3875.0,28.6,31.5,0.1,69.83,0.0,1017.8,1080.3,29.42,29.09,2018-03-20T01:12:17.992Z,30.8,30.27,0.0,0.0,0.0,0.0,99.9,32.35,99.9,48.4,0.0,0.0,0.0
34.3,36.9,12.55,40.93,909.0,3877.0,27.0,29.2,0.1,79.81,0.0,1018.6,1078.55,27.87,28.44,2018-03-19T23:57:46.433Z,28.69,28.31,0.0,0.0,0.0,0.0,99.9,30.1,99.9,43.7,0.0,0.0,0.0
36.45,32.95,12.48,40.58,913.0,3865.0,25.9,26.5,0.1,91.21,0.0,1018.3,1075.45,26.71,27.74,2018-03-19T22:43:14.988Z,26.02,26.5,0.0,0.0,0.0,0.0,99.9,27.2,99.9,40.1,0.0,0.0,0.0
42.45,26.3,12.33,39.68,884.0,3851.0,24.9,22.8,0.1,95.49,0.0,1018.5,1070.65,25.14,26.17,2018-03-19T21:28:43.534Z,23.07,24.3,0.0,0.0,0.0,0.0,99.9,24.05,99.9,36.75,0.0,0.0,0.0
42.9,23.5,12.32,40.04,851.0,3833.0,25.2,22.3,0.1,94.57,0.0,1017.55,1070.6,25.18,25.97,2018-03-19T20:14:12.291Z,22.63,24.1,0.0,0.0,0.0,0.0,99.9,23.6,99.9,35.85,0.0,0.0,0.0
43.1,23.9,12.34,40.37,853.0,3828.0,25.8,22.9,0.1,94.39,0.0,1017.75,1071.0,25.78,26.48,2018-03-19T18:59:41.048Z,22.63,24.7,0.0,0.0,0.0,0.0,99.9,24.25,99.9,36.65,0.0,0.0,0.0
43.6,24.3,12.37,40.87,852.0,3824.0,26.4,23.6,0.1,94.19,0.0,1017.65,1071.8,26.45,27.03,2018-03-19T17:45:09.807Z,23.27,25.37,0.0,0.0,0.0,0.0,99.9,24.8,99.9,37.35,0.0,0.0,0.0
43.95,25.65,12.41,41.67,849.0,3826.0,28.3,25.6,0.1,93.66,0.0,1018.85,1074.7,28.39,28.47,2018-03-19T14:34:16.163Z,25.28,27.39,0.0,0.0,0.0,0.0,99.9,26.8,99.9,40.4,0.0,0.0,0.0
44.4,26.5,12.46,42.27,853.0,3833.0,29.4,27.0,0.1,93.29,0.0,1020.35,1076.7,29.52,29.23,2018-03-19T12:55:42.691Z,26.3,28.54,0.0,0.0,0.0,0.0,99.9,28.2,99.9,42.15,0.0,0.0,0.0
44.2,27.5,12.5,42.85,855.0,3845.0,30.4,28.2,0.1,92.55,0.0,1021.25,1078.3,30.58,29.84,2018-03-19T11:41:11.396Z,27.69,29.66,0.0,0.0,0.0,0.0,99.9,29.3,99.9,43.4,0.0,0.0,0.0
45.0,28.0,12.56,43.22,860.0,3814.0,31.5,29.7,0.1,92.76,0.0,1021.4,1079.8,31.72,30.44,2018-03-19T10:26:40.218Z,29.12,30.98,0.0,0.0,0.0,0.0,99.9,30.8,99.9,45.2,0.0,0.0,0.0
46.0,29.1,12.63,43.91,865.0,3871.0,32.5,31.6,0.1,92.53,0.0,1020.85,1082.25,32.87,31.04,2018-03-19T09:12:08.758Z,30.98,32.28,0.0,0.0,0.0,0.0,99.9,32.6,99.9,47.0,0.0,0.0,0.0
46.0,32.1,12.69,44.45,875.0,3867.0,33.5,34.1,0.1,91.94,0.0,1020.3,1085.2,34.04,31.69,2018-03-19T07:57:37.414Z,33.17,33.76,0.0,0.0,0.0,0.0,99.9,35.3,99.9,49.45,0.0,0.0,0.0
37.3,40.5,12.75,44.59,901.0,3882.0,34.0,35.7,0.1,91.55,0.0,1018.8,1085.3,34.68,31.97,2018-03-19T06:43:05.856Z,35.04,34.93,0.0,0.0,0.0,0.0,99.9,37.4,99.9,52.6,0.0,0.0,0.0
37.2,41.9,12.79,44.59,916.0,3889.0,33.8,36.4,0.1,89.29,0.0,1018.2,1086.8,34.75,31.96,2018-03-19T05:28:34.199Z,35.82,35.46,0.0,0.0,0.0,0.0,99.9,38.2,99.9,53.7,0.0,0.0,0.0
31.05,46.7,12.82,44.16,934.0,3913.0,33.0,36.2,0.1,68.32,0.0,1017.4,1086.2,34.11,31.71,2018-03-19T04:14:02.644Z,36.11,35.42,0.0,0.0,0.0,0.0,99.9,38.6,99.9,53.8,0.0,0.0,0.0
32.3,44.6,12.82,43.54,945.0,3947.0,31.7,35.5,0.1,62.98,0.0,1017.25,1085.5,32.54,30.93,2018-03-19T02:59:30.980Z,34.52,33.73,0.0,0.0,0.0,0.0,99.9,37.05,99.9,51.8,0.0,0.0,0.0
