dhthum0,dhttmp0,dp0,dp1,ec0,ec1,gstemp1,gstmp0,hum0,hum1,hum2,pre0,pre1,pretmp0,pretmp1,date_time,tmp0,tmp1,tmp10,tmp11,tmp12,tmp2,tmp4,tmp5,tmp6,tmp7,tmp8,tmp9,volt0
31.9,50.5,9.17,35.98,308.0,2084.0,37.1,41.4,0.1,92.67,0.0,1013.85,1081.95,37.99,34.82,2018-03-04T04:18:13.656Z,40.44,39.21,0.0,0.0,0.0,0.0,99.9,41.7,99.9,42.8,0.0,0.0,0.0
33.2,47.4,9.09,35.75,301.0,2108.0,35.4,40.2,0.1,90.01,0.0,1014.45,1081.5,36.17,33.69,2018-03-04T03:03:41.888Z,38.38,37.15,0.0,0.0,0.0,0.0,99.9,39.5,99.9,41.05,0.0,0.0,0.0
33.0,46.1,9.01,35.21,292.0,2112.0,33.3,39.0,0.1,90.76,0.0,1014.5,1079.55,34.1,32.49,2018-03-04T01:49:10.338Z,36.91,35.42,0.0,0.0,0.0,0.0,99.9,37.9,99.9,40.25,0.0,0.0,0.0
34.05,43.1,8.88,34.6,290.0,2094.0,30.5,36.4,0.1,93.5,0.0,1015.1,1077.35,31.66,31.13,2018-03-04T00:34:38.677Z,35.15,33.5,0.0,0.0,0.0,0.0,99.9,35.6,99.9,37.9,0.0,0.0,0.0
36.25,37.9,8.55,34.52,289.0,2101.0,27.8,30.6,0.1,93.94,0.0,1015.2,1071.6,28.58,29.38,2018-03-03T23:00:18.081Z,31.12,29.41,0.0,0.0,0.0,0.0,99.9,30.6,99.9,32.9,0.0,0.0,0.0
40.65,31.75,8.25,33.96,277.0,2083.0,26.4,25.7,0.1,98.37,0.0,1015.05,1066.7,26.75,27.62,2018-03-03T21:45:46.422Z,26.87,26.69,0.0,0.0,0.0,0.0,99.9,26.4,99.9,30.0,0.0,0.0,0.0
43.3,26.8,8.28,34.11,253.0,2052.0,26.3,24.6,0.1,97.23,0.0,1015.35,1065.4,26.34,26.89,2018-03-03T20:31:15.070Z,24.9,25.69,0.0,0.0,0.0,0.0,99.9,24.8,99.9,29.05,0.0,0.0,0.0
44.05,26.5,8.33,34.09,250.0,2051.0,26.6,24.9,0.1,97.05,0.0,1014.75,1066.1,26.69,27.17,2018-03-03T19:16:43.836Z,25.21,26.02,0.0,0.0,0.0,0.0,99.9,25.1,99.9,29.35,0.0,0.0,0.0
44.4,26.6,8.32,34.36,247.0,2056.0,26.9,25.3,0.1,96.87,0.0,1014.7,1066.55,27.06,27.48,2018-03-03T18:02:12.585Z,25.58,26.39,0.0,0.0,0.0,0.0,99.9,25.5,99.9,29.75,0.0,0.0,0.0
44.9,27.1,8.36,34.17,246.0,2049.0,27.4,25.8,0.1,96.66,0.0,1014.75,1067.15,27.46,27.79,2018-03-03T16:47:41.342Z,26.06,26.8,0.0,0.0,0.0,0.0,99.9,25.9,99.9,30.15,0.0,0.0,0.0
44.85,27.6,8.39,34.2,243.0,2043.0,27.8,26.3,0.1,96.35,0.0,1015.5,1067.75,27.88,28.09,2018-03-03T15:33:10.331Z,26.53,27.22,0.0,0.0,0.0,0.0,99.9,26.3,99.9,30.45,0.0,0.0,0.0
45.4,28.0,8.4,34.31,241.0,2058.0,28.2,26.7,0.1,95.94,0.0,1016.05,1068.75,28.32,28.38,2018-03-03T14:18:39.062Z,27.01,27.68,0.0,0.0,0.0,0.0,99.9,26.8,99.9,30.95,0.0,0.0,0.0
46.35,28.1,8.43,34.33,238.0,2051.0,28.7,27.2,0.1,95.34,0.0,1016.8,1069.4,28.82,28.69,2018-03-03T13:04:07.724Z,27.46,28.18,0.0,0.0,0.0,0.0,99.9,27.2,99.9,31.45,0.0,0.0,0.0
46.6,28.6,8.45,34.42,235.0,2052.0,29.3,27.8,0.1,94.78,0.0,1017.1,1069.85,29.44,29.05,2018-03-03T11:49:36.476Z,28.14,28.84,0.0,0.0,0.0,0.0,99.9,27.8,99.9,32.25,0.0,0.0,0.0
45.15,28.65,8.5,34.58,231.0,2056.0,29.9,28.8,0.1,94.04,0.0,1017.35,1070.85,30.14,29.41,2018-03-03T10:35:05.130Z,28.93,29.59,0.0,0.0,0.0,0.0,99.9,28.6,99.9,33.2,0.0,0.0,0.0
45.45,28.85,8.61,34.74,230.0,2041.0,30.6,30.2,0.1,93.17,0.0,1016.9,1072.15,30.92,29.76,2018-03-03T09:20:33.783Z,30.09,30.48,0.0,0.0,0.0,0.0,99.9,29.85,99.9,34.0,0.0,0.0,0.0
45.8,30.5,8.79,34.68,228.0,2063.0,31.5,32.3,0.1,91.53,0.0,1016.25,1074.6,31.82,30.25,2018-03-03T08:06:02.538Z,31.54,31.57,0.0,0.0,0.0,0.0,99.9,31.9,99.9,35.3,0.0,0.0,0.0
39.05,36.6,8.81,34.72,229.0,2064.0,31.9,33.7,0.1,90.33,0.0,1014.75,1075.6,32.39,30.58,2018-03-03T06:51:31.194Z,32.98,32.49,0.0,0.0,0.0,0.0,99.9,33.9,99.9,36.5,0.0,0.0,0.0
38.55,38.3,8.87,34.86,229.0,2057.0,31.7,34.4,0.1,89.48,0.0,1014.0,1076.85,32.4,30.62,2018-03-03T05:36:59.520Z,33.77,32.96,0.0,0.0,0.0,0.0,99.9,34.7,99.9,37.1,0.0,0.0,0.0
36.5,34.5,8.36,34.3,69.0,2012.0,28.3,28.3,0.1,96.46,0.0,1019.75,1071.2,28.63,29.19,2018-03-01T22:54:53.217Z,28.93,28.74,0.0,0.0,0.0,0.0,99.9,28.5,99.9,33.5,0.0,0.0,0.0
38.3,31.7,8.31,34.05,64.0,2010.0,27.8,26.3,0.1,95.53,0.0,1019.25,1068.4,28.0,28.7,2018-03-01T21:40:22.049Z,27.32,27.74,0.0,0.0,0.0,0.0,99.9,26.6,99.9,33.6,0.0,0.0,0.0
41.3,27.5,8.28,34.06,56.0,1985.0,27.9,25.6,6.92,93.11,0.0,1019.55,1067.2,27.96,28.47,2018-03-01T20:25:50.949Z,26.21,27.33,0.0,0.0,0.0,0.0,99.9,25.4,99.9,33.5,0.0,0.0,0.0
41.55,27.4,8.29,34.15,54.0,1972.0,28.4,25.9,11.86,92.18,0.0,1019.15,1067.1,28.45,28.9,2018-03-01T19:11:20.062Z,26.58,27.85,0.0,0.0,0.0,0.0,99.9,25.7,99.9,34.35,0.0,0.0,0.0
41.75,27.6,8.3,34.16,51.0,1958.0,29.1,26.4,25.96,91.15,0.0,1018.8,1067.5,29.08,29.39,2018-03-01T17:56:49.194Z,27.05,28.49,0.0,0.0,0.0,0.0,99.9,26.1,99.9,36.0,0.0,0.0,0.0
42.05,27.9,8.28,34.24,47.0,1943.0,29.7,27.0,31.47,90.03,0.0,1019.15,1068.15,29.79,29.9,2018-03-01T16:42:18.270Z,27.65,29.23,0.0,0.0,0.0,0.0,99.9,26.7,99.9,103.45,0.0,0.0,0.0
42.7,28.0,8.34,34.27,45.0,1934.0,30.6,27.6,31.38,88.98,0.0,1019.8,1069.05,30.63,30.47,2018-03-01T15:27:47.343Z,28.3,30.11,0.0,0.0,0.0,0.0,99.9,27.2,99.9,108.1,0.0,0.0,0.0
42.6,28.1,8.36,34.7,42.0,1927.0,31.6,28.7,32.37,89.06,0.0,1020.8,1070.7,31.68,31.15,2018-03-01T14:13:16.396Z,29.26,31.24,0.0,0.0,0.0,0.0,99.9,28.1,99.9,114.05,0.0,0.0,0.0
42.1,29.1,8.39,34.64,40.0,1921.0,32.6,29.8,27.2,89.75,0.0,1021.8,1072.05,32.86,31.83,2018-03-01T12:58:45.419Z,30.51,32.5,0.0,0.0,0.0,0.0,99.9,29.3,99.9,118.4,0.0,0.0,0.0
42.55,29.0,8.44,34.91,39.0,1923.0,33.9,31.2,35.9,90.45,0.0,1022.15,1074.0,34.19,32.56,2018-03-01T11:44:14.446Z,31.92,33.93,0.0,0.0,0.0,0.0,99.9,30.55,99.9,121.85,0.0,0.0,0.0
43.5,29.5,8.56,35.2,37.0,1902.0,35.2,33.3,38.67,91.02,0.0,1021.9,1076.3,35.63,33.26,2018-03-01T10:29:43.498Z,33.76,35.5,0.0,0.0,0.0,0.0,99.9,32.4,99.9,124.5,0.0,0.0,0.0
44.2,31.2,8.63,35.16,36.0,1885.0,36.6,36.1,18.63,90.45,0.0,1021.1,1079.25,37.12,33.97,2018-03-01T09:15:12.334Z,36.04,37.21,0.0,0.0,0.0,0.0,99.9,35.0,99.9,124.5,0.0,0.0,0.0
42.3,35.8,8.74,35.37,35.0,1878.0,37.9,39.6,27.29,87.38,0.0,1019.8,1082.55,38.55,34.69,2018-03-01T08:00:41.272Z,38.97,38.9,0.0,0.0,0.0,0.0,99.75,38.7,99.9,42.25,0.0,0.0,0.0
35.9,41.7,8.84,35.43,35.0,1924.0,38.4,42.8,47.5,89.17,0.0,1018.35,1084.95,39.48,35.12,2018-03-01T06:46:10.049Z,41.74,40.1,0.0,0.0,0.0,0.0,96.35,42.3,99.9,124.5,0.0,0.0,0.0
36.2,34.8,8.02,33.71,21.0,1817.0,25.0,28.3,0.1,91.27,0.0,1017.9,1077.75,25.45,27.01,2018-02-28T22:55:39.712Z,28.07,26.16,0.0,0.0,0.0,0.0,98.0,30.5,99.9,81.3,0.0,0.0,0.0
40.05,29.2,7.86,33.43,21.0,1809.0,23.8,23.2,0.1,90.32,0.0,1018.45,1073.25,23.95,25.38,2018-02-28T21:41:08.469Z,23.76,23.97,0.0,0.0,0.0,0.0,99.9,23.4,99.9,70.4,0.0,0.0,0.0
43.5,22.9,7.68,33.21,20.0,1770.0,23.8,19.9,0.1,85.5,0.0,1018.0,1071.7,23.59,24.5,2018-02-28T20:26:36.912Z,21.13,22.99,0.0,0.0,0.0,0.0,99.9,20.1,99.9,67.0,0.0,0.0,0.0
44.1,22.5,7.64,33.4,20.0,1762.0,24.3,19.9,0.1,84.82,0.0,1018.35,1072.55,24.19,24.97,2018-02-28T19:12:05.879Z,21.54,23.56,0.0,0.0,0.0,0.0,99.9,20.3,99.9,68.4,0.0,0.0,0.0
44.1,22.9,7.61,33.64,20.0,1753.0,25.0,20.3,0.1,84.59,0.0,1018.6,1073.4,24.9,25.5,2018-02-28T17:57:34.960Z,22.2,24.21,0.0,0.0,0.0,0.0,99.9,20.75,99.9,68.9,0.0,0.0,0.0
44.4,23.3,7.66,33.7,21.0,1753.0,25.7,20.7,0.1,84.21,0.0,1019.4,1074.4,25.58,26.03,2018-02-28T16:43:03.810Z,22.88,24.88,0.0,0.0,0.0,0.0,99.9,21.3,99.9,70.15,0.0,0.0,0.0
44.65,24.15,7.66,33.57,21.0,1709.0,26.3,21.4,0.1,83.62,0.0,1019.6,1075.35,26.3,26.54,2018-02-28T15:28:32.881Z,23.66,25.61,0.0,0.0,0.0,0.0,99.9,22.1,99.9,71.7,0.0,0.0,0.0
44.85,24.8,7.74,33.72,21.0,1687.0,27.0,22.2,0.1,82.47,0.0,1021.35,1076.55,27.07,27.03,2018-02-28T14:14:01.952Z,24.4,26.42,0.0,0.0,0.0,0.0,99.9,22.75,99.9,72.3,0.0,0.0,0.0
45.0,25.2,7.69,33.75,22.0,1682.0,27.9,22.8,0.1,81.74,0.0,1022.7,1077.7,27.91,27.57,2018-02-28T12:59:30.625Z,25.14,27.34,0.0,0.0,0.0,0.0,99.9,23.3,99.9,74.05,0.0,0.0,0.0
44.85,25.9,7.81,34.02,21.0,1621.0,28.8,23.5,0.1,80.79,0.0,1022.35,1078.75,28.88,28.12,2018-02-28T11:44:59.527Z,26.05,28.4,0.0,0.0,0.0,0.0,99.9,24.2,99.9,75.05,0.0,0.0,0.0
45.3,26.4,7.88,33.92,22.0,1597.0,29.8,24.5,0.1,82.03,0.0,1023.2,1080.35,29.93,28.63,2018-02-28T10:30:28.009Z,27.14,29.54,0.0,0.0,0.0,0.0,99.9,25.0,99.9,71.5,0.0,0.0,0.0
46.55,27.2,7.95,34.19,23.0,1571.0,30.9,25.8,12.39,83.48,0.0,1023.0,1082.85,31.14,29.15,2018-02-28T09:15:56.799Z,28.71,30.83,0.0,0.0,0.0,0.0,99.2,26.4,99.9,66.9,0.0,0.0,0.0
45.7,30.6,8.08,34.17,25.0,1548.0,32.0,28.9,2.09,80.77,0.0,1023.2,1086.2,32.34,29.77,2018-02-28T08:01:25.534Z,31.15,32.19,0.0,0.0,0.0,0.0,94.8,29.35,99.9,58.45,0.0,0.0,0.0
37.45,38.3,8.31,34.65,28.0,1572.0,32.4,34.3,45.14,77.94,0.0,1022.85,1088.2,33.01,30.05,2018-02-28T06:46:54.190Z,33.52,33.05,0.0,0.0,0.0,0.0,90.6,32.5,99.9,56.65,0.0,0.0,0.0
37.2,39.7,8.4,34.44,29.0,1492.0,32.3,37.7,51.1,78.84,0.0,1023.7,1090.3,32.76,29.97,2018-02-28T05:32:22.740Z,34.09,32.98,0.0,0.0,0.0,0.0,87.9,33.6,99.9,51.7,0.0,0.0,0.0
32.8,44.05,8.75,34.64,33.0,1316.0,31.3,41.2,54.92,83.95,0.0,1024.75,1090.95,31.86,29.72,2018-02-28T04:17:51.403Z,33.84,32.43,0.0,0.0,0.0,0.0,77.95,35.5,99.9,43.1,0.0,0.0,0.0
33.05,42.85,9.26,34.76,37.0,1165.0,30.0,35.2,58.08,88.69,0.0,1026.65,1087.9,30.47,28.89,2018-02-28T03:03:19.944Z,33.62,31.03,0.0,0.0,0.0,0.0,69.9,33.8,99.9,34.35,0.0,0.0,0.0
33.55,41.1,2.27,39.01,1.0,358.0,28.1,44.2,25.04,74.62,0.0,1018.2,1081.95,28.69,27.48,2018-02-28T01:48:48.602Z,45.5,36.4,0.0,0.0,0.0,0.0,18.95,49.4,92.9,37.85,0.0,0.0,0.0
36.1,36.8,1.99,38.76,1.0,346.0,25.6,35.6,34.45,78.56,0.0,1019.4,1082.3,26.34,26.57,2018-02-28T00:34:17.360Z,37.07,32.72,0.0,0.0,0.0,0.0,24.9,39.7,93.5,33.7,0.0,0.0,0.0
36.95,33.4,1.91,38.89,1.0,341.0,22.6,34.0,41.18,75.54,0.0,1019.65,1076.5,22.97,24.96,2018-02-27T22:55:30.736Z,35.4,37.2,98.8,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.15,25.9,1.65,38.76,1.0,343.0,21.0,24.3,60.65,12.33,0.0,1019.8,1071.45,21.08,23.05,2018-02-27T21:40:59.591Z,79.1,23.8,99.9,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.85,21.3,1.51,38.97,1.0,335.0,20.8,18.5,16.66,16.96,0.0,1018.35,1070.1,20.69,22.68,2018-02-27T20:26:28.786Z,91.4,17.9,99.9,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.7,20.9,1.51,38.9,1.0,333.0,21.2,18.2,26.26,53.01,0.0,1017.7,1070.2,21.08,23.11,2018-02-27T19:11:58.050Z,90.55,17.7,99.9,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.05,21.1,1.55,38.66,1.0,331.0,21.7,18.4,41.97,69.76,0.0,1017.55,1070.6,21.58,23.61,2018-02-27T17:57:27.330Z,89.2,17.9,99.9,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.45,21.7,1.55,38.77,1.0,330.0,22.3,18.8,57.9,82.59,0.0,1017.9,1071.7,22.13,24.14,2018-02-27T16:42:56.503Z,85.9,18.4,99.9,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.55,22.6,1.56,38.68,1.0,331.0,22.8,19.7,64.88,92.88,0.0,1019.15,1072.6,22.69,24.66,2018-02-27T15:28:25.686Z,82.1,19.3,96.2,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.7,23.55,1.56,38.77,1.0,329.0,23.3,20.8,65.87,98.22,0.0,1020.15,1073.5,23.22,25.12,2018-02-27T14:13:54.642Z,79.3,20.3,95.8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.85,25.1,1.63,38.68,1.0,326.0,23.7,22.2,65.14,99.46,0.0,1021.2,1073.25,23.62,25.51,2018-02-27T12:59:23.626Z,75.25,21.9,95.8,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.15,25.1,1.64,38.78,1.0,325.0,24.3,22.2,64.49,99.63,0.0,1021.25,1073.8,24.15,25.95,2018-02-27T11:44:52.692Z,72.2,22.0,95.4,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.05,26.5,1.66,38.65,1.0,323.0,24.9,23.7,62.28,99.33,0.0,1021.15,1073.3,24.79,26.37,2018-02-27T10:30:21.965Z,68.9,23.4,95.5,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.7,26.9,1.68,38.82,1.0,319.0,25.5,24.1,62.34,98.84,0.0,1019.95,1073.4,25.32,26.71,2018-02-27T09:15:51.041Z,68.65,23.85,95.3,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.65,27.95,1.7,38.9,1.0,322.0,26.2,25.1,59.53,97.43,0.0,1019.1,1073.9,26.06,27.08,2018-02-27T08:01:20.118Z,62.9,25.0,95.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.55,29.4,1.74,38.73,1.0,325.0,27.1,27.2,54.85,95.62,0.0,1018.7,1075.0,27.04,27.4,2018-02-27T06:46:49.286Z,54.2,26.9,94.4,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.5,32.1,1.77,39.28,1.0,323.0,27.7,28.9,51.39,93.9,0.0,1018.05,1075.6,27.92,27.65,2018-02-27T05:32:18.366Z,48.3,29.7,95.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.3,36.4,1.96,39.32,1.0,315.0,27.6,34.3,41.85,84.72,0.0,1017.45,1074.5,28.08,27.45,2018-02-27T04:17:47.235Z,37.05,34.65,95.1,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,37.8,2.08,39.45,1.0,303.0,26.1,39.6,38.33,92.03,0.0,1017.95,1068.75,26.52,26.54,2018-02-27T03:03:16.193Z,36.0,38.2,96.25,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.7,31.7,1.75,39.5,1.0,300.0,25.1,28.9,55.82,63.86,0.0,1019.15,1068.6,25.39,25.75,2018-02-27T01:48:45.177Z,62.35,28.6,97.95,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.1,31.2,1.75,39.61,1.0,290.0,24.2,28.8,58.41,62.67,0.0,1019.3,1067.2,24.46,25.29,2018-02-27T00:34:14.231Z,72.1,28.4,99.9,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.9,27.9,1.7,39.47,1.0,285.0,23.2,24.9,48.14,48.45,48.45,1019.0,1063.15,23.39,24.87,2018-02-26T22:53:23.219Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.7,26.7,1.63,39.32,1.0,280.0,22.9,23.3,11.54,11.99,11.99,1017.9,1061.1,22.98,24.83,2018-02-26T21:39:01.048Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.15,25.0,1.6,39.5,1.0,278.0,22.9,21.4,2.07,2.04,2.04,1016.85,1059.5,22.85,24.96,2018-02-26T20:24:38.792Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.75,24.7,1.64,39.28,1.0,276.0,23.1,20.9,1.13,1.1,1.1,1015.95,1057.0,23.0,25.34,2018-02-26T19:10:16.739Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.9,24.5,1.63,39.37,1.0,273.0,23.3,20.9,2.76,2.69,2.69,1015.2,1056.4,23.27,25.81,2018-02-26T17:55:54.482Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.3,24.2,1.66,39.3,1.0,267.0,23.7,20.9,0.64,0.6,0.6,1015.1,1056.25,23.61,26.36,2018-02-26T16:41:32.442Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.8,24.2,1.63,39.38,1.0,264.0,24.2,20.9,0.1,0.1,0.1,1015.1,1056.3,24.17,27.06,2018-02-26T15:27:10.273Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.5,24.6,1.71,39.37,1.0,263.0,24.9,21.6,0.1,0.1,0.1,1016.0,1056.4,24.8,27.89,2018-02-26T14:12:47.910Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.7,24.8,1.7,39.41,1.0,264.0,25.7,22.2,0.1,0.1,0.1,1016.45,1055.1,25.33,28.69,2018-02-26T12:58:25.340Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.4,25.4,1.74,39.43,1.0,266.0,26.3,22.9,5.11,4.96,4.96,1016.0,1053.85,25.86,29.44,2018-02-26T11:44:03.182Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.45,25.5,1.78,39.29,1.0,268.0,26.8,22.8,0.11,0.1,0.1,1015.7,1054.55,27.05,30.67,2018-02-26T10:29:41.131Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.4,30.4,1.77,39.14,1.0,415.0,30.3,27.9,62.47,62.45,62.45,1010.35,1055.25,30.19,32.36,2018-02-26T09:15:18.771Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.9,29.1,1.83,38.85,1.0,408.0,31.8,29.8,60.28,60.32,60.32,1009.0,1057.35,31.71,33.05,2018-02-26T08:00:56.299Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,40.5,1.96,39.09,1.0,406.0,33.0,36.0,52.19,0.1,58.1,1007.15,1060.9,33.11,33.45,2018-02-26T06:46:34.145Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.7,42.7,2.2,39.04,1.0,396.0,34.0,42.2,46.45,0.1,45.93,1007.1,1060.0,34.23,33.55,2018-02-26T05:32:07.923Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,44.6,2.34,39.3,1.0,396.0,35.1,46.1,37.05,0.1,39.29,1007.5,1057.85,35.34,33.42,2018-02-26T04:17:41.673Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.05,46.9,2.46,39.7,0.0,379.0,34.7,50.8,29.32,0.1,38.42,1008.2,1056.9,35.46,32.7,2018-02-26T03:03:15.151Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.75,44.5,2.33,40.05,1.0,365.0,32.1,47.1,30.63,0.1,39.26,1008.9,1058.6,33.28,31.42,2018-02-26T01:48:48.920Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.1,43.3,2.86,40.35,1.0,344.0,30.1,41.5,39.17,0.1,41.86,1009.4,1063.0,31.23,30.43,2018-02-26T00:34:22.600Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.6,37.0,2.05,40.69,1.0,324.0,26.8,37.6,43.29,0.1,50.59,1009.55,1070.1,27.43,28.44,2018-02-25T22:53:59.030Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.05,31.5,1.8,40.51,1.0,319.0,24.9,29.3,53.57,0.1,86.48,1009.65,1064.9,25.3,26.95,2018-02-25T21:39:32.912Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.15,25.8,1.67,40.68,1.0,317.0,24.5,23.2,5.51,0.1,89.76,1009.0,1062.35,24.47,25.95,2018-02-25T20:25:07.021Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.3,25.5,1.64,40.56,1.0,308.0,24.7,22.8,11.77,0.1,90.04,1009.0,1060.85,24.7,26.23,2018-02-25T19:10:41.288Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.5,25.4,1.67,40.58,1.0,305.0,25.0,22.8,26.42,0.1,90.47,1009.05,1059.85,24.98,26.61,2018-02-25T17:56:15.476Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.95,25.75,1.64,40.7,1.0,303.0,25.3,23.1,35.83,0.1,90.92,1008.8,1058.3,25.32,26.98,2018-02-25T16:41:49.661Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.5,26.2,1.63,40.58,1.0,299.0,25.6,23.5,48.07,0.1,91.4,1009.9,1057.55,25.69,27.37,2018-02-25T15:27:23.769Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.3,26.85,1.68,40.75,1.0,292.0,26.0,24.1,58.8,0.1,91.46,1010.35,1054.8,26.07,27.77,2018-02-25T14:12:57.727Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.4,27.4,1.69,40.77,1.0,288.0,26.4,24.7,61.97,0.1,91.27,1010.7,1052.3,26.51,28.18,2018-02-25T12:58:31.916Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.15,28.0,1.71,40.92,1.0,280.0,26.9,25.2,64.68,0.1,90.29,1011.5,1048.75,26.98,28.59,2018-02-25T11:44:06.209Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.05,28.4,1.71,41.08,1.0,276.0,27.4,25.7,65.51,0.1,90.05,1011.3,1042.05,27.48,28.98,2018-02-25T10:29:40.296Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.9,29.1,1.74,41.04,1.0,269.0,28.1,26.4,66.55,0.1,88.74,1010.6,1040.5,28.14,29.4,2018-02-25T09:15:14.381Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.7,30.0,1.76,40.96,1.0,264.0,28.8,27.2,66.7,0.1,85.55,1009.9,1043.5,28.9,29.77,2018-02-25T08:00:48.464Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.3,30.9,1.69,41.01,1.0,260.0,29.6,28.0,65.8,0.1,80.53,1009.8,1047.8,29.73,30.11,2018-02-25T06:46:22.660Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.5,36.3,1.96,41.11,1.0,251.0,30.6,34.7,54.6,0.1,60.73,1008.7,1044.1,30.95,30.37,2018-02-25T05:31:56.424Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
