aet,batt,dlyrainmm,ip,ir_down,ir_up,lt,mo_soil,p,pet,rainmm,rh,rh_box_6,rh_box_7,tc,temp_soil,date_time,tp_box_6,tp_box_7,uv_down,uv_up,vis_down,vis_up,wddir,wddiravg2m,wdgstdir,wdgstdir10m,wdgstkph,wdgstkph10m,wdspdkph,wdspdkphavg2m
0.0,4.19,5.59,0.0,1299.29,442.14,0.19,0.0,101186.5,0.0,5.59,73.4,22.2,21.1,22.5,0.0,2017-10-08T22:25:24.429Z,24.1,24.4,75.0,12.57,396.43,280.86,0.0,13.0,225.0,225.0,2.0,2.0,0.8,0.5
0.0,4.16,5.59,0.0,2025.14,567.71,0.19,0.0,101199.25,0.0,5.59,72.0,22.3,21.1,22.4,0.0,2017-10-08T21:45:27.025Z,23.0,23.4,120.0,19.14,481.0,292.86,0.0,15.0,225.0,225.0,2.0,2.0,0.4,0.5
0.0,4.13,5.59,0.0,656.86,312.43,0.15,0.0,101206.25,0.0,5.59,74.1,22.0,21.1,22.1,0.0,2017-10-08T21:05:29.800Z,22.5,22.5,31.0,5.14,315.14,266.43,270.0,16.0,225.0,225.0,2.0,2.0,1.8,0.5
0.0,4.08,5.59,0.0,346.43,268.71,0.05,0.0,101187.5,0.0,5.59,79.8,21.9,21.0,21.2,0.0,2017-10-08T20:25:32.599Z,22.6,22.7,9.86,2.71,274.43,261.71,23.0,18.0,225.0,225.0,2.0,2.0,2.0,0.4
0.0,4.06,5.59,0.0,256.29,253.57,0.0,0.0,101171.25,0.0,5.59,77.1,21.8,21.0,21.6,0.0,2017-10-08T19:45:35.291Z,22.6,22.8,1.86,2.0,260.71,260.57,315.0,16.0,225.0,225.0,2.0,2.0,1.7,0.4
0.0,4.17,5.59,0.0,253.29,252.86,0.0,0.0,101127.0,0.0,5.59,77.6,21.9,20.9,21.5,0.0,2017-10-08T19:05:38.087Z,22.6,22.7,1.86,2.0,261.0,261.0,90.0,17.0,225.0,225.0,2.0,2.0,0.9,0.4
0.0,4.17,5.59,0.0,253.14,252.86,0.0,0.0,101161.0,0.0,5.59,77.0,21.8,20.9,21.6,0.0,2017-10-08T18:25:40.780Z,22.5,22.6,1.86,2.0,260.43,260.14,0.0,18.0,225.0,225.0,2.0,2.0,1.3,0.4
0.0,4.03,5.59,0.0,253.0,252.57,0.0,0.0,101103.5,0.0,5.59,78.9,21.8,20.9,21.5,0.0,2017-10-08T17:45:43.580Z,22.3,22.5,1.86,2.14,259.86,260.43,0.0,24.0,225.0,225.0,2.0,2.0,1.9,0.4
0.0,4.06,5.59,0.0,253.43,252.71,0.0,0.0,101112.0,0.0,5.59,79.0,21.7,20.9,21.4,0.0,2017-10-08T17:05:46.376Z,22.2,22.4,2.14,2.0,260.71,260.29,0.0,25.0,225.0,225.0,2.0,2.0,1.4,0.3
0.0,4.17,5.59,0.0,253.43,253.0,0.0,0.0,101096.5,0.0,5.59,81.3,21.7,20.9,21.2,0.0,2017-10-08T16:25:49.069Z,22.1,22.2,2.0,1.86,260.29,261.0,45.0,30.0,225.0,225.0,2.0,2.0,0.0,0.3
0.0,4.09,5.59,0.0,252.86,253.29,0.0,0.0,101181.5,0.0,5.59,80.5,21.8,20.9,21.1,0.0,2017-10-08T15:45:51.866Z,21.8,21.9,2.14,1.57,260.14,260.57,315.0,29.0,225.0,225.0,2.0,2.0,1.7,0.3
0.0,4.17,5.59,0.0,252.86,253.14,0.0,0.0,101188.5,0.0,5.59,81.0,21.9,20.9,20.8,0.0,2017-10-08T15:05:54.665Z,21.8,22.0,1.57,2.0,260.71,261.14,45.0,32.0,225.0,225.0,2.0,2.0,0.7,0.3
0.0,4.17,5.59,0.0,253.0,253.29,0.0,0.0,101249.75,0.0,5.59,80.8,22.0,21.0,20.9,0.0,2017-10-08T14:25:57.462Z,21.8,22.0,1.86,1.86,261.0,260.14,0.0,34.0,225.0,225.0,2.0,2.0,0.7,0.3
0.0,4.17,5.59,0.0,253.29,252.71,0.0,0.0,101276.5,0.0,5.59,80.6,22.0,21.0,20.8,0.0,2017-10-08T13:46:00.157Z,21.8,22.0,1.71,2.43,260.71,260.57,45.0,37.0,225.0,225.0,2.0,2.0,1.6,0.3
0.0,4.06,5.59,0.0,252.57,252.71,0.0,0.0,101295.0,0.0,5.59,80.3,22.1,21.1,20.9,0.0,2017-10-08T13:06:02.946Z,22.0,22.2,2.14,1.86,260.43,259.57,45.0,41.0,225.0,225.0,2.0,2.0,1.7,0.3
0.0,4.04,5.59,0.0,253.57,253.43,0.0,0.0,101345.25,0.0,5.59,78.2,22.1,21.1,21.1,0.0,2017-10-08T12:26:05.755Z,22.3,22.4,2.0,1.71,260.0,261.0,0.0,30.0,225.0,225.0,2.0,2.0,1.6,0.3
0.0,4.17,5.59,0.0,252.86,253.57,0.0,0.0,101354.25,0.0,5.59,77.3,22.2,21.2,21.3,0.0,2017-10-08T11:46:08.546Z,22.5,22.7,2.0,2.0,260.0,260.0,135.0,43.0,225.0,225.0,2.0,2.0,1.0,0.3
0.0,4.17,5.59,0.0,253.29,253.43,0.0,0.0,101399.75,0.0,5.59,75.5,22.4,21.5,21.6,0.0,2017-10-08T11:06:11.342Z,23.1,23.3,2.0,1.71,260.71,260.43,45.0,43.0,225.0,225.0,2.0,2.0,1.3,0.3
0.0,4.08,5.59,0.0,253.14,253.29,0.0,0.0,101427.25,0.0,5.59,72.8,22.6,21.6,22.0,0.0,2017-10-08T10:26:14.041Z,23.4,23.6,1.86,1.71,260.29,260.57,270.0,350.0,225.0,225.0,2.0,2.0,0.1,0.3
0.0,4.17,5.59,0.0,253.14,253.0,0.0,0.0,101396.75,0.0,5.59,70.4,22.7,21.8,22.2,0.0,2017-10-08T09:46:16.834Z,23.8,23.8,2.0,2.0,260.29,259.86,45.0,347.0,225.0,225.0,2.0,2.0,0.6,0.3
0.0,4.17,5.59,0.0,253.0,253.57,0.0,0.0,101375.5,0.0,5.59,67.0,22.9,22.0,22.4,0.0,2017-10-08T09:06:19.524Z,24.2,24.3,2.29,1.86,260.14,260.0,0.0,345.0,225.0,225.0,2.0,2.0,0.3,0.3
0.0,4.17,5.59,0.0,277.43,257.57,0.0,0.0,101350.25,0.0,5.59,69.8,23.2,22.1,22.6,0.0,2017-10-08T08:26:22.259Z,24.9,25.0,3.86,2.14,265.14,261.57,0.0,350.0,225.0,225.0,2.0,2.0,0.8,0.3
0.0,4.17,5.59,0.0,1414.71,524.0,0.0,0.0,101307.5,0.0,5.59,65.5,23.1,22.1,23.1,0.0,2017-10-08T07:46:25.010Z,26.8,27.0,90.14,17.86,424.86,290.14,90.0,284.0,225.0,225.0,2.0,2.0,0.6,0.3
0.0,4.16,5.59,0.0,2116.14,593.71,0.18,0.0,101261.0,0.0,5.59,63.6,23.2,22.2,23.3,0.0,2017-10-08T07:06:27.704Z,27.7,27.9,128.14,20.71,496.71,295.29,0.0,278.0,225.0,225.0,2.0,2.0,1.1,0.3
0.0,4.16,5.59,0.0,3650.29,880.57,0.22,0.0,101262.5,0.0,5.59,55.7,23.2,22.2,24.1,0.0,2017-10-08T06:26:30.400Z,28.5,28.7,233.0,36.71,691.14,325.57,23.0,275.0,225.0,225.0,2.0,2.0,1.1,0.3
0.0,4.07,5.59,0.0,3655.43,865.14,0.39,0.0,101271.25,0.0,5.59,51.1,23.3,22.3,24.7,0.0,2017-10-08T05:46:33.222Z,28.9,29.1,234.29,35.86,693.71,323.57,90.0,277.0,225.0,225.0,2.0,2.0,1.6,0.3
0.0,4.16,5.59,0.0,4395.43,976.43,0.32,0.0,101301.0,0.0,5.59,48.8,23.3,22.3,25.0,0.0,2017-10-08T05:06:35.918Z,29.6,29.8,285.57,42.43,789.29,336.0,45.0,173.0,225.0,225.0,2.0,2.0,1.1,0.3
0.0,4.16,5.59,0.0,4005.71,933.86,0.35,0.0,101320.25,0.0,5.59,47.1,23.1,22.2,25.4,0.0,2017-10-08T04:26:38.445Z,31.1,31.2,258.71,40.0,739.14,331.71,90.0,144.0,225.0,225.0,2.0,2.0,0.8,0.3
0.0,4.05,5.59,0.0,6842.14,1429.57,0.33,0.0,101358.0,0.0,5.59,48.8,22.8,21.9,25.4,0.0,2017-10-08T03:46:41.313Z,32.2,32.4,456.86,67.86,1109.57,383.71,90.0,127.0,225.0,225.0,2.0,2.0,0.4,0.3
0.0,3.99,5.59,0.0,8310.29,1704.0,0.49,0.0,101385.0,0.0,5.59,48.3,23.2,21.9,25.8,0.0,2017-10-08T03:06:43.734Z,33.1,33.5,565.14,84.71,1312.29,415.29,90.0,132.0,225.0,225.0,2.0,2.0,0.8,0.2
0.0,4.17,5.59,0.0,8008.57,1613.86,1.4,0.0,101460.0,0.0,5.59,42.9,23.2,22.0,27.6,0.0,2017-10-08T02:26:46.439Z,31.7,32.1,536.14,78.57,1257.86,404.43,338.0,79.0,225.0,225.0,2.0,2.0,1.5,0.3
0.0,4.08,5.59,0.0,5475.0,1199.0,0.69,0.0,101514.25,0.0,5.59,44.8,22.7,21.7,25.6,0.0,2017-10-08T01:46:49.024Z,30.5,30.9,355.86,54.57,922.0,358.43,45.0,89.0,225.0,225.0,2.0,2.0,1.3,0.3
0.0,4.16,5.59,0.0,6649.71,1383.71,0.52,0.0,101593.0,0.0,5.59,48.3,22.9,21.8,26.2,0.0,2017-10-08T01:06:51.629Z,29.5,29.7,434.14,65.0,1067.71,377.71,135.0,96.0,225.0,225.0,2.0,2.0,0.4,0.3
0.0,4.16,5.59,0.0,13798.14,2893.43,0.64,0.0,101628.0,0.0,5.59,51.1,22.5,21.4,24.9,0.0,2017-10-08T00:26:54.304Z,28.9,29.1,851.14,136.14,1850.0,511.29,225.0,105.0,225.0,225.0,2.0,2.0,2.0,0.3
0.0,4.16,5.59,0.0,4158.14,964.57,0.43,0.0,101676.25,0.0,5.59,51.6,23.0,21.8,24.4,0.0,2017-10-07T23:46:57.104Z,28.3,28.6,285.14,45.14,790.29,340.86,0.0,60.0,45.0,45.0,2.0,2.0,1.9,0.3
0.0,4.05,5.59,0.0,3312.57,781.0,1.01,0.0,101713.75,0.0,5.59,58.2,22.7,21.5,23.4,0.0,2017-10-07T23:06:59.711Z,27.0,27.3,226.14,34.57,677.86,321.57,135.0,120.0,45.0,45.0,2.0,2.0,0.8,0.3
0.0,4.03,5.59,0.0,10022.71,1796.43,1.0,0.0,101750.5,0.0,5.59,63.9,22.8,21.5,22.4,0.0,2017-10-07T22:27:02.595Z,26.0,26.4,588.29,84.0,1355.71,414.14,315.0,119.0,45.0,45.0,2.0,2.0,0.1,0.3
0.0,4.16,5.59,0.0,6650.57,1395.71,0.79,0.0,101738.25,0.0,5.59,65.2,22.9,21.4,22.4,0.0,2017-10-07T21:47:05.090Z,24.2,24.7,379.43,62.86,965.86,373.86,135.0,123.0,45.0,45.0,2.0,2.0,1.7,0.3
0.0,4.17,5.59,0.0,1227.43,425.86,0.49,0.0,101743.5,0.0,5.59,67.4,21.9,20.7,22.2,0.0,2017-10-07T21:07:07.904Z,21.4,21.6,68.43,11.43,384.71,278.71,225.0,69.0,45.0,45.0,2.0,2.0,0.9,0.3
0.0,4.01,5.59,0.0,473.29,291.14,0.28,0.0,101728.75,0.0,5.59,75.0,21.5,20.5,21.0,0.0,2017-10-07T20:27:10.688Z,21.0,21.2,17.0,3.71,288.29,264.14,0.0,54.0,45.0,45.0,2.0,2.0,0.1,0.3
0.0,4.17,5.59,0.0,255.43,253.43,0.03,0.0,101694.0,0.0,5.59,79.2,21.5,20.5,20.4,0.0,2017-10-07T19:47:13.386Z,20.9,21.1,2.14,1.86,260.43,260.71,90.0,59.0,45.0,45.0,2.0,2.0,0.1,0.3
0.0,4.17,5.59,0.0,252.86,253.0,0.0,0.0,101663.5,0.0,5.59,79.6,21.4,20.5,20.4,0.0,2017-10-07T19:07:16.183Z,21.0,21.1,2.0,1.86,260.29,260.43,90.0,59.0,45.0,45.0,2.0,2.0,0.2,0.4
0.0,4.19,5.59,0.0,253.29,252.57,0.0,0.0,101612.5,0.0,5.59,79.2,21.6,20.6,20.3,0.0,2017-10-07T18:27:18.986Z,21.0,21.2,2.0,2.0,260.57,260.29,90.0,63.0,45.0,45.0,2.0,2.0,0.7,0.4
0.0,4.17,5.59,0.0,252.86,252.57,0.0,0.0,101589.5,0.0,5.59,78.2,21.7,20.6,20.4,0.0,2017-10-07T17:47:21.998Z,21.2,21.4,2.0,1.71,260.43,260.71,270.0,64.0,45.0,45.0,2.0,2.0,0.8,0.4
0.0,4.17,5.59,0.0,253.14,252.71,0.0,0.0,101608.5,0.0,5.59,78.9,21.7,20.7,20.3,0.0,2017-10-07T17:07:24.693Z,21.3,21.5,2.14,2.14,260.29,260.43,135.0,64.0,45.0,45.0,2.0,2.0,0.6,0.5
0.0,4.17,5.59,0.0,253.14,253.43,0.0,0.0,101598.0,0.0,5.59,79.5,21.6,20.6,20.2,0.0,2017-10-07T16:27:27.489Z,21.5,21.6,2.0,1.86,260.29,260.43,315.0,63.0,45.0,45.0,2.0,2.0,1.1,0.5
0.0,4.06,5.59,0.0,253.57,252.86,0.0,0.0,101643.5,0.0,5.59,79.9,21.7,20.7,20.3,0.0,2017-10-07T15:47:30.194Z,21.6,21.8,1.86,1.86,260.86,260.29,135.0,56.0,45.0,45.0,2.0,2.0,0.0,0.5
0.0,4.17,5.59,0.0,252.71,252.86,0.0,0.0,101697.25,0.0,5.59,79.5,21.7,20.7,20.3,0.0,2017-10-07T15:07:32.997Z,21.8,22.0,1.86,2.14,260.71,260.86,315.0,55.0,45.0,45.0,2.0,2.0,0.0,0.5
0.0,4.17,5.59,0.0,252.71,253.43,0.0,0.0,101705.75,0.0,5.59,77.3,21.8,20.9,20.5,0.0,2017-10-07T14:27:35.785Z,22.2,22.4,2.0,1.86,260.71,260.57,135.0,52.0,45.0,45.0,2.0,2.0,0.9,0.5
0.0,4.05,5.59,0.0,253.0,253.14,0.0,0.0,101740.0,0.0,5.59,73.8,21.8,20.9,21.1,0.0,2017-10-07T13:47:38.588Z,22.3,22.5,2.14,2.0,260.43,259.86,203.0,53.0,45.0,45.0,2.0,2.0,0.7,0.5
0.0,4.06,5.59,0.0,253.43,252.86,0.0,0.0,101714.5,0.0,5.59,71.4,21.9,20.9,21.4,0.0,2017-10-07T13:07:41.396Z,22.3,22.5,1.71,2.0,260.14,261.0,45.0,150.0,45.0,45.0,2.0,2.0,0.1,0.5
0.0,4.17,5.59,0.0,253.29,253.0,0.0,0.0,101720.5,0.0,5.59,71.6,21.9,20.9,21.4,0.0,2017-10-07T12:27:44.399Z,22.4,22.5,1.86,1.86,260.0,260.43,180.0,34.0,45.0,45.0,2.0,2.0,0.6,0.5
0.0,4.08,5.59,0.0,253.0,252.86,0.0,0.0,101704.5,0.0,5.59,72.2,21.9,21.0,21.2,0.0,2017-10-07T11:47:46.950Z,22.4,22.5,2.0,2.0,260.29,261.0,135.0,31.0,45.0,45.0,2.0,2.0,1.2,0.5
0.0,4.17,5.59,0.0,253.0,253.43,0.0,0.0,101671.5,0.0,5.59,71.7,22.0,21.1,21.3,0.0,2017-10-07T11:07:49.753Z,22.4,22.5,2.0,1.86,260.71,260.43,90.0,279.0,45.0,45.0,2.0,2.0,1.7,0.5
0.0,4.17,5.59,0.0,253.29,252.71,0.0,0.0,101682.75,0.0,5.59,71.6,22.2,21.2,21.3,0.0,2017-10-07T10:27:52.551Z,22.4,22.6,1.71,2.29,259.71,261.0,0.0,314.0,45.0,45.0,2.0,2.0,1.6,0.5
0.0,4.17,5.59,0.0,252.86,252.71,0.0,0.0,101655.25,0.0,5.59,71.4,22.3,21.2,21.4,0.0,2017-10-07T09:47:55.346Z,22.4,22.7,2.14,2.29,260.71,260.0,135.0,316.0,45.0,45.0,2.0,2.0,1.0,0.5
0.0,4.06,5.59,0.0,253.14,253.14,0.0,0.0,101625.0,0.0,5.59,68.2,22.3,21.4,21.3,0.0,2017-10-07T09:07:58.042Z,22.8,23.0,2.14,1.57,260.43,260.71,135.0,319.0,45.0,45.0,2.0,2.0,1.2,0.4
0.0,4.08,5.59,0.0,285.43,259.29,0.0,0.0,101605.0,0.0,5.59,63.8,22.5,21.5,21.8,0.0,2017-10-07T08:28:00.838Z,23.3,23.6,2.86,2.14,262.43,260.29,135.0,319.0,45.0,45.0,2.0,2.0,0.2,0.4
0.0,4.17,5.59,0.0,372.14,274.43,0.0,0.0,101542.0,0.0,5.59,62.9,22.6,21.6,22.1,0.0,2017-10-07T07:48:03.536Z,23.9,24.1,10.0,3.43,276.14,262.29,225.0,320.0,45.0,45.0,2.0,2.0,1.7,0.5
0.0,4.17,5.59,0.0,1073.57,399.0,0.0,0.0,101624.0,0.0,5.59,59.3,22.8,21.8,22.4,0.0,2017-10-07T07:08:06.640Z,24.8,25.1,58.14,9.71,366.0,275.57,180.0,327.0,45.0,45.0,2.0,2.0,1.1,0.4
0.0,4.07,5.59,0.0,1299.71,439.14,0.05,0.0,101529.75,0.0,5.59,55.8,22.8,21.8,22.3,0.0,2017-10-07T06:28:09.020Z,25.4,25.7,75.0,12.29,396.86,280.0,90.0,331.0,45.0,45.0,2.0,2.0,0.4,0.5
0.0,4.17,5.59,0.0,3053.71,755.43,0.11,0.0,101540.75,0.0,5.59,55.2,22.8,21.7,22.9,0.0,2017-10-07T05:48:11.821Z,26.1,26.3,191.0,29.43,613.0,311.71,135.0,333.0,45.0,45.0,2.0,2.0,0.6,0.4
0.0,4.12,5.59,0.0,3799.43,880.43,0.25,0.0,101492.75,0.0,5.59,53.8,22.8,21.6,23.3,0.0,2017-10-07T05:08:14.506Z,26.6,26.8,249.0,37.43,721.0,326.71,90.0,334.0,45.0,45.0,2.0,2.0,1.6,0.4
0.0,4.17,5.59,0.0,2990.43,740.43,0.26,0.0,101555.0,0.0,5.59,49.2,22.6,21.5,23.8,0.0,2017-10-07T04:28:17.567Z,27.1,27.3,194.14,30.43,619.43,313.0,225.0,334.0,45.0,45.0,2.0,2.0,1.7,0.4
0.0,4.16,5.59,0.0,7164.43,1473.86,0.27,0.0,101529.75,0.0,5.59,49.4,22.7,21.5,23.8,0.0,2017-10-07T03:48:20.010Z,27.3,27.8,481.71,70.57,1155.57,388.71,225.0,264.0,45.0,45.0,2.0,2.0,0.3,0.4
0.0,4.12,5.59,0.0,3540.14,837.71,0.77,0.0,101528.75,0.0,5.59,48.8,22.7,21.5,24.2,0.0,2017-10-07T03:08:22.921Z,26.6,26.9,231.43,35.0,690.29,323.57,135.0,229.0,45.0,45.0,2.0,2.0,0.4,0.4
0.0,4.17,5.59,0.0,3494.57,833.14,0.41,0.0,101603.5,0.0,5.59,49.8,22.4,21.2,23.6,0.0,2017-10-07T02:28:25.721Z,26.5,26.7,229.29,35.0,684.57,322.43,90.0,196.0,45.0,45.0,2.0,2.0,1.9,0.4
0.0,4.07,5.59,0.0,4290.86,971.57,0.28,0.0,101652.25,0.0,5.59,49.9,22.4,21.2,24.1,0.0,2017-10-07T01:48:28.229Z,26.5,26.9,278.86,42.43,776.86,335.43,0.0,230.0,45.0,45.0,2.0,2.0,0.8,0.4
0.0,4.16,5.59,0.0,3591.29,842.86,0.37,0.0,101687.25,0.0,5.59,49.9,22.3,21.2,23.9,0.0,2017-10-07T01:08:31.070Z,26.0,26.3,232.86,35.0,690.43,322.29,0.0,121.0,45.0,45.0,2.0,2.0,1.6,0.4
0.0,4.17,5.59,0.0,5869.43,1235.29,0.35,0.0,101699.75,0.0,5.59,52.1,22.3,21.1,23.6,0.0,2017-10-07T00:28:33.501Z,25.0,25.2,380.57,56.14,967.43,361.71,180.0,115.0,45.0,45.0,2.0,2.0,0.6,0.4
0.0,4.06,5.59,0.0,2805.86,701.86,0.46,0.0,101691.0,0.0,5.59,53.8,22.2,21.1,22.6,0.0,2017-10-06T23:48:36.512Z,24.3,24.6,176.29,26.86,585.43,307.0,135.0,115.0,45.0,45.0,2.0,2.0,0.2,0.4
0.0,4.02,5.59,0.0,3744.71,870.29,0.3,0.0,101701.75,0.0,5.59,54.3,22.2,21.0,22.6,0.0,2017-10-06T23:08:39.003Z,23.8,24.1,237.14,35.86,699.71,324.29,180.0,116.0,45.0,45.0,2.0,2.0,1.9,0.4
0.0,4.01,5.59,0.0,2233.43,601.86,0.3,0.0,101654.25,0.0,5.59,55.3,22.0,20.9,22.1,0.0,2017-10-06T22:28:41.591Z,23.3,23.5,136.29,21.0,511.71,296.0,113.0,106.0,45.0,45.0,2.0,2.0,0.7,0.3
0.0,4.17,5.59,0.0,1423.0,455.86,0.17,0.0,101644.5,0.0,5.59,56.0,21.8,21.0,21.8,0.0,2017-10-06T21:48:44.611Z,22.9,23.0,81.86,13.43,410.14,281.29,225.0,130.0,45.0,45.0,2.0,2.0,1.0,0.3
0.0,4.17,5.59,0.0,948.0,374.43,0.07,0.0,101598.5,0.0,5.59,57.8,21.9,21.1,21.4,0.0,2017-10-06T21:08:47.301Z,22.7,22.8,49.29,8.71,349.57,272.86,180.0,147.0,45.0,45.0,2.0,2.0,1.1,0.3
0.0,4.16,5.59,0.0,302.0,261.0,0.04,0.0,101525.75,0.0,5.59,65.4,22.1,21.1,21.0,0.0,2017-10-06T20:28:49.899Z,22.5,22.7,5.29,2.29,267.71,261.29,0.0,85.0,45.0,45.0,2.0,2.0,0.5,0.3
0.0,4.17,5.59,0.0,253.57,253.0,0.0,0.0,101484.0,0.0,5.59,68.6,22.2,21.2,21.1,0.0,2017-10-06T19:48:53.016Z,22.7,22.9,2.29,2.0,260.43,260.14,203.0,162.0,45.0,45.0,2.0,2.0,1.4,0.3
0.0,4.17,5.59,0.0,253.0,253.71,0.0,0.0,101447.25,0.0,5.59,70.1,22.2,21.2,21.3,0.0,2017-10-06T19:08:55.617Z,22.9,23.1,1.71,2.14,260.43,260.43,180.0,162.0,45.0,45.0,2.0,2.0,1.1,0.3
0.0,4.06,5.59,0.0,252.86,253.29,0.0,0.0,101372.0,0.0,5.59,73.0,22.3,21.4,21.6,0.0,2017-10-06T18:28:58.208Z,23.1,23.3,2.0,1.71,260.71,260.86,225.0,161.0,45.0,45.0,2.0,2.0,0.6,0.3
0.0,4.17,5.59,0.0,252.71,253.43,0.0,0.0,101321.0,0.0,5.59,74.0,22.5,21.4,21.8,0.0,2017-10-06T17:49:01.016Z,23.2,23.4,2.14,1.86,260.29,260.14,180.0,127.0,45.0,45.0,2.0,2.0,0.4,0.3
0.0,4.17,5.59,0.0,253.57,253.29,0.0,0.0,101295.5,0.0,5.59,76.7,22.8,21.6,21.8,0.0,2017-10-06T17:09:03.928Z,23.8,24.0,1.86,2.29,260.57,260.57,180.0,182.0,45.0,45.0,2.0,2.0,1.2,0.4
0.0,4.17,5.59,0.0,253.14,253.14,0.0,0.0,101311.0,0.0,5.59,82.5,22.8,21.7,22.6,0.0,2017-10-06T16:29:06.402Z,23.8,24.2,1.86,2.0,260.29,260.29,180.0,92.0,45.0,45.0,2.0,2.0,1.1,0.3
0.0,4.03,5.59,0.0,253.43,253.29,0.0,0.0,101299.0,0.0,5.59,78.5,22.9,21.7,23.3,0.0,2017-10-06T15:49:09.106Z,24.0,24.4,2.14,2.0,260.14,259.57,90.0,125.0,45.0,45.0,2.0,2.0,1.4,0.3
0.0,4.17,5.59,0.0,253.14,253.0,0.0,0.0,101328.5,0.0,5.59,76.2,22.9,21.8,23.6,0.0,2017-10-06T15:09:12.009Z,24.2,24.5,2.29,1.71,260.71,260.29,248.0,152.0,45.0,45.0,2.0,2.0,1.0,0.4
0.0,4.16,5.59,0.0,252.71,253.71,0.0,0.0,101356.5,0.0,5.59,76.1,23.0,22.0,24.4,0.0,2017-10-06T14:29:14.600Z,24.3,24.6,1.86,1.57,260.71,260.14,135.0,152.0,45.0,45.0,2.0,2.0,0.3,0.4
0.0,4.17,5.59,0.0,253.57,253.29,0.0,0.0,101344.25,0.0,5.59,77.3,23.1,21.9,24.1,0.0,2017-10-06T13:49:17.506Z,24.3,24.6,1.86,2.14,260.43,260.71,270.0,207.0,45.0,45.0,2.0,2.0,1.2,0.4
0.0,4.04,5.59,0.0,253.29,253.14,0.0,0.0,101324.75,0.0,5.59,88.8,23.3,22.0,23.8,0.0,2017-10-06T13:09:19.895Z,24.4,24.7,2.0,2.0,260.14,260.71,90.0,135.0,45.0,45.0,2.0,2.0,1.3,0.4
0.0,4.16,5.59,0.0,253.29,253.0,0.0,0.0,101285.0,0.0,5.59,89.6,23.2,22.1,23.8,0.0,2017-10-06T12:29:22.594Z,24.5,24.8,2.0,1.71,260.57,260.0,45.0,235.0,45.0,45.0,2.0,2.0,1.2,0.4
0.0,4.12,5.59,0.0,253.14,253.43,0.0,0.0,101206.0,0.0,5.59,88.0,23.0,22.0,24.0,0.0,2017-10-06T11:49:25.186Z,25.0,25.2,2.0,2.14,260.43,260.57,225.0,116.0,45.0,45.0,2.0,2.0,1.3,0.4
0.0,4.07,5.59,0.0,252.86,253.14,0.0,0.0,101154.25,0.0,5.59,86.7,23.1,22.1,25.2,0.0,2017-10-06T11:09:28.316Z,25.3,25.4,2.0,1.86,260.14,260.86,0.0,73.0,45.0,45.0,2.0,2.0,1.9,0.4
0.0,4.19,5.59,0.0,252.71,253.29,0.0,0.0,101098.5,0.0,5.59,82.5,23.1,22.1,25.3,0.0,2017-10-06T10:29:30.689Z,25.4,25.6,2.14,2.0,260.0,260.71,315.0,57.0,45.0,45.0,2.0,2.0,0.0,0.4
0.0,4.17,5.59,0.0,252.71,253.14,0.0,0.0,101031.75,0.0,5.59,81.0,23.2,22.3,25.3,0.0,2017-10-06T09:49:33.279Z,26.0,26.1,2.14,2.0,260.14,260.14,315.0,41.0,45.0,45.0,2.0,2.0,1.8,0.5
0.0,4.08,5.59,0.0,253.43,253.0,0.0,0.0,101047.5,0.0,5.59,76.4,23.3,22.3,25.6,0.0,2017-10-06T09:09:35.871Z,26.3,26.5,2.0,1.86,260.29,260.71,45.0,41.0,45.0,45.0,2.0,2.0,1.8,0.5
0.0,4.07,5.59,0.0,308.14,262.43,0.0,0.0,100979.25,0.0,5.59,75.7,23.4,22.5,25.1,0.0,2017-10-06T08:29:39.221Z,26.6,26.6,6.71,2.57,270.14,262.0,0.0,35.0,45.0,45.0,2.0,2.0,1.6,0.5
0.0,4.12,5.59,0.0,468.29,291.29,0.0,0.0,100888.25,0.0,5.59,79.3,23.5,22.6,25.0,0.0,2017-10-06T07:49:41.480Z,27.1,27.1,27.86,5.43,309.29,267.43,45.0,80.0,45.0,45.0,2.0,2.0,1.4,0.4
0.0,4.16,5.31,0.0,2295.57,790.29,0.03,0.0,100861.0,0.0,5.31,77.9,23.9,22.7,24.9,0.0,2017-10-06T07:09:43.869Z,27.8,28.1,141.0,29.43,520.43,311.57,90.0,76.0,45.0,45.0,2.0,2.0,0.7,0.4
0.0,4.11,5.31,0.0,1673.0,440.71,0.66,0.0,100886.0,0.0,5.31,79.4,23.8,23.7,25.1,0.0,2017-10-06T06:29:46.563Z,29.9,29.3,106.14,13.0,454.43,281.0,135.0,151.0,315.0,315.0,2.0,2.0,1.2,0.4
0.0,4.11,5.31,0.0,1529.71,484.57,0.79,0.0,100911.5,0.0,5.31,85.9,23.2,22.4,24.2,0.0,2017-10-06T05:49:49.477Z,34.1,34.1,93.14,16.14,431.0,286.71,135.0,154.0,315.0,315.0,2.0,2.0,1.8,0.4
0.0,4.16,0.0,0.0,10659.29,2117.14,0.1,0.0,100794.75,0.0,0.0,56.0,23.1,21.7,28.9,0.0,2017-10-06T05:09:51.857Z,36.1,36.7,720.86,105.71,1602.14,452.86,0.0,143.0,315.0,315.0,2.0,2.0,1.0,0.4
