dhthum0,dhttmp0,dp0,ec0,gstmp0,hum0,hum1,hum2,hum3,pre0,pre1,pretmp0,pretmp1,timestamp,tmp0,tmp1,tmp10,tmp11,tmp12,tmp2,tmp3,tmp4,tmp5,tmp6,tmp7,tmp8,tmp9,volt0
29.1,20.1,6.7,48.0,18.1,0.0,0.1,0.0,0.0,1042.4,1066.2,20.49,20.76,2018-05-24T12:00:05.553Z,0.0,16.61,0.0,0.0,0.0,676.0,28.92,20.5,-999.0,-999.0,99.9,17.3,0.0,0.0
29.95,21.35,6.68,49.0,19.4,0.0,0.1,0.0,0.0,1043.2,1068.1,21.21,21.25,2018-05-24T10:32:09.635Z,0.0,17.84,0.0,0.0,0.0,678.0,28.94,21.2,-999.0,-999.0,99.9,18.4,0.0,0.0
31.25,22.55,6.67,48.0,20.8,0.0,70.01,0.0,0.0,1044.0,1070.7,21.89,21.66,2018-05-24T09:04:13.683Z,0.0,19.24,0.0,0.0,0.0,678.0,28.95,21.7,-999.0,-999.0,99.9,19.9,0.0,0.0
33.65,24.6,6.64,48.0,22.9,0.0,89.28,0.0,0.0,1045.3,1074.0,22.51,22.01,2018-05-24T07:36:17.110Z,0.0,20.98,0.0,0.0,0.0,679.0,29.0,22.1,-999.0,-999.0,99.9,22.25,0.0,0.0
31.6,31.3,6.6,52.0,24.9,0.0,95.49,0.0,0.0,1043.5,1070.0,22.69,21.97,2018-05-24T06:08:19.937Z,0.0,23.92,0.0,0.0,0.0,682.0,28.92,22.0,-999.0,-999.0,99.9,24.7,0.0,0.0
32.15,31.5,6.6,52.0,25.7,0.0,94.33,0.0,0.0,1042.3,1067.7,22.05,21.3,2018-05-24T04:40:22.385Z,0.0,25.32,0.0,0.0,0.0,674.0,29.01,21.3,-999.0,-999.0,99.9,25.6,0.0,0.0
30.45,35.5,6.65,55.0,26.5,0.0,92.58,0.0,0.0,1041.7,1065.0,21.18,20.43,2018-05-24T03:12:26.048Z,0.0,27.6,0.0,0.0,0.0,674.0,29.04,20.3,-999.0,-999.0,99.9,26.6,0.0,0.0
27.25,38.85,6.72,58.0,24.5,0.0,0.1,0.0,0.0,1038.2,1057.0,19.42,19.12,2018-05-24T01:44:29.512Z,0.0,28.04,0.0,0.0,0.0,671.0,29.08,18.6,-999.0,-999.0,99.9,25.05,0.0,0.0
26.45,34.4,6.87,56.0,19.2,0.0,0.1,0.0,0.0,1037.6,1055.9,17.26,17.88,2018-05-24T00:16:33.030Z,0.0,23.96,0.0,0.0,0.0,671.0,29.0,16.9,-999.0,-999.0,99.9,20.0,0.0,0.0
26.65,26.15,6.88,52.0,14.6,0.0,0.1,0.0,0.0,1036.8,1054.8,16.05,17.2,2018-05-23T22:48:36.813Z,0.0,16.46,0.0,0.0,0.0,670.0,28.96,16.1,-999.0,-999.0,99.9,15.2,0.0,0.0
26.3,16.8,6.89,50.0,13.6,0.0,0.1,0.0,0.0,1037.6,1058.8,16.17,17.37,2018-05-23T21:20:40.954Z,0.0,12.52,0.0,0.0,0.0,668.0,29.15,16.5,-999.0,-999.0,99.9,13.2,0.0,0.0
26.7,16.4,6.86,49.0,14.2,0.0,0.1,0.0,0.0,1038.0,1060.2,16.82,17.89,2018-05-23T19:52:45.137Z,0.0,12.86,0.0,0.0,0.0,669.0,29.05,17.1,-999.0,-999.0,99.9,13.6,0.0,0.0
27.0,17.0,6.8,49.0,14.9,0.0,0.1,0.0,0.0,1037.7,1060.6,17.48,18.48,2018-05-23T18:24:49.328Z,0.0,13.55,0.0,0.0,0.0,673.0,28.95,17.7,-999.0,-999.0,99.9,14.3,0.0,0.0
27.4,17.6,6.81,49.0,15.6,0.0,0.1,0.0,0.0,1038.5,1061.6,18.22,19.06,2018-05-23T16:56:53.493Z,0.0,14.24,0.0,0.0,0.0,672.0,28.96,18.4,-999.0,-999.0,99.9,14.9,0.0,0.0
27.9,18.45,6.77,49.0,16.4,0.0,0.1,0.0,0.0,1040.5,1063.8,18.95,19.66,2018-05-23T15:28:57.604Z,0.0,15.06,0.0,0.0,0.0,672.0,29.1,19.1,-999.0,-999.0,99.9,15.7,0.0,0.0
28.3,18.8,6.75,48.0,16.7,0.0,0.1,0.0,0.0,1040.6,1065.1,19.23,19.87,2018-05-23T14:56:06.240Z,0.0,15.38,0.0,0.0,0.0,676.0,29.09,19.3,-999.0,-999.0,99.9,16.0,0.0,0.0
28.55,20.2,6.74,49.0,17.5,0.0,0.1,0.0,0.0,1041.8,1065.6,19.91,20.4,2018-05-23T13:28:10.315Z,0.0,16.34,0.0,0.0,0.0,676.0,29.03,20.0,-999.0,-999.0,99.9,16.95,0.0,0.0
29.55,20.55,6.72,49.0,18.6,0.0,0.1,0.0,0.0,1044.0,1068.2,20.58,20.85,2018-05-23T12:00:14.435Z,0.0,17.1,0.0,0.0,0.0,678.0,28.99,20.6,-999.0,-999.0,99.9,18.05,0.0,0.0
30.3,21.6,6.69,49.0,19.8,0.0,0.1,0.0,0.0,1045.5,1071.0,21.21,21.26,2018-05-23T10:32:18.424Z,0.0,17.76,0.0,0.0,0.0,678.0,29.04,21.1,-999.0,-999.0,99.9,19.0,0.0,0.0
32.0,22.95,6.68,48.0,21.0,0.0,0.1,0.0,0.0,1047.4,1075.2,21.84,21.61,2018-05-23T09:04:22.454Z,0.0,18.94,0.0,0.0,0.0,678.0,29.2,21.6,-999.0,-999.0,99.9,20.4,0.0,0.0
34.4,25.3,6.66,49.0,22.7,0.0,0.1,0.0,0.0,1049.3,1079.0,22.41,21.84,2018-05-23T07:36:25.404Z,0.0,20.58,0.0,0.0,0.0,679.0,29.29,21.8,-999.0,-999.0,99.9,22.15,0.0,0.0
32.95,32.3,6.61,53.0,24.6,0.0,0.1,0.0,0.0,1047.0,1073.7,22.5,21.64,2018-05-23T06:08:27.166Z,0.0,22.92,0.0,0.0,0.0,681.0,29.35,21.5,-999.0,-999.0,99.9,24.35,0.0,0.0
30.1,36.6,6.59,54.0,26.0,0.0,0.1,0.0,0.0,1044.3,1069.3,21.75,20.76,2018-05-23T04:40:30.819Z,0.0,24.59,0.0,0.0,0.0,675.0,29.54,20.7,-999.0,-999.0,99.9,26.0,0.0,0.0
29.55,37.0,6.66,57.0,26.0,0.0,0.1,0.0,0.0,1041.8,1063.1,20.26,19.53,2018-05-23T03:12:34.295Z,0.0,26.7,0.0,0.0,0.0,673.0,29.42,19.3,-999.0,-999.0,99.9,26.3,0.0,0.0
26.4,39.6,6.78,60.0,23.4,0.0,0.1,0.0,0.0,1036.9,1056.1,18.24,18.03,2018-05-23T01:44:37.683Z,0.0,27.52,0.0,0.0,0.0,669.0,29.31,17.3,-999.0,-999.0,99.9,24.0,0.0,0.0
25.8,34.0,6.92,58.0,17.7,0.0,0.1,0.0,0.0,1036.5,1054.2,15.87,16.59,2018-05-23T00:16:40.128Z,0.0,23.07,0.0,0.0,0.0,669.0,29.41,15.5,-999.0,-999.0,99.9,18.6,0.0,0.0
25.6,25.55,6.97,54.0,12.5,0.0,0.1,0.0,0.0,1035.2,1053.3,14.48,15.8,2018-05-22T22:48:43.878Z,0.0,14.68,0.0,0.0,0.0,666.0,29.47,14.7,-999.0,-999.0,99.9,13.25,0.0,0.0
25.0,14.8,6.97,50.0,11.3,0.0,0.1,0.0,0.0,1036.6,1058.2,14.63,16.02,2018-05-22T21:20:48.025Z,0.0,10.4,0.0,0.0,0.0,669.0,29.42,15.0,-999.0,-999.0,99.9,11.0,0.0,0.0
25.5,14.5,6.96,52.0,11.9,0.0,0.1,0.0,0.0,1036.2,1059.0,15.3,16.64,2018-05-22T19:52:52.246Z,0.0,10.81,0.0,0.0,0.0,669.0,29.3,15.7,-999.0,-999.0,99.9,11.4,0.0,0.0
25.85,15.05,6.96,51.0,12.4,0.0,0.1,0.0,0.0,1035.5,1058.1,16.09,17.32,2018-05-22T18:24:56.457Z,0.0,11.43,0.0,0.0,0.0,672.0,29.35,16.5,-999.0,-999.0,99.9,11.9,0.0,0.0
26.2,15.6,6.91,52.0,13.1,0.0,0.1,0.0,0.0,1035.7,1058.6,16.9,18.03,2018-05-22T16:57:00.639Z,0.0,12.11,0.0,0.0,0.0,672.0,29.32,17.2,-999.0,-999.0,99.9,12.6,0.0,0.0
26.75,16.1,6.87,51.0,14.1,0.0,0.1,0.0,0.0,1037.1,1060.7,17.75,18.71,2018-05-22T15:29:04.830Z,0.0,12.83,0.0,0.0,0.0,676.0,29.41,18.0,-999.0,-999.0,99.9,13.4,0.0,0.0
27.05,16.2,6.88,51.0,14.5,0.0,0.1,0.0,0.0,1037.7,1061.7,18.08,18.98,2018-05-22T14:55:54.267Z,0.0,13.19,0.0,0.0,0.0,674.0,29.32,18.4,-999.0,-999.0,99.9,13.7,0.0,0.0
27.85,16.9,6.84,50.0,15.4,0.0,0.1,0.0,0.0,1039.3,1064.2,19.02,19.7,2018-05-22T13:27:58.434Z,0.0,14.09,0.0,0.0,0.0,676.0,29.29,19.2,-999.0,-999.0,99.9,14.4,0.0,0.0
28.6,18.3,6.81,49.0,16.5,0.0,0.1,0.0,0.0,1041.3,1066.3,19.94,20.38,2018-05-22T12:00:02.672Z,0.0,15.06,0.0,0.0,0.0,679.0,29.29,20.0,-999.0,-999.0,99.9,15.4,0.0,0.0
29.95,19.25,6.77,50.0,18.1,0.0,0.1,0.0,0.0,1043.5,1071.0,20.85,21.04,2018-05-22T10:32:06.800Z,0.0,16.27,0.0,0.0,0.0,677.0,29.28,20.8,-999.0,-999.0,99.9,16.7,0.0,0.0
32.0,21.3,6.72,50.0,19.9,0.0,0.1,0.0,0.0,1046.3,1076.5,21.77,21.59,2018-05-22T09:04:10.888Z,0.0,17.64,0.0,0.0,0.0,675.0,29.4,21.5,-999.0,-999.0,99.9,18.25,0.0,0.0
34.7,25.2,6.72,52.0,22.0,0.0,0.1,0.0,0.0,1046.3,1077.3,22.53,21.94,2018-05-22T07:36:14.881Z,0.0,19.75,0.0,0.0,0.0,678.0,29.53,21.8,-999.0,-999.0,99.9,20.7,0.0,0.0
31.45,34.55,6.7,55.0,22.9,0.0,0.1,0.0,0.0,1040.4,1066.8,22.49,21.63,2018-05-22T06:08:18.706Z,0.0,21.89,0.0,0.0,0.0,677.0,29.58,21.4,-999.0,-999.0,99.9,22.3,0.0,0.0
28.2,38.9,6.74,57.0,23.5,0.0,0.1,0.0,0.0,1034.5,1054.9,21.54,20.51,2018-05-22T04:40:22.221Z,0.0,21.68,0.0,0.0,0.0,672.0,29.62,20.4,-999.0,-999.0,99.9,22.5,0.0,0.0
27.6,38.4,6.82,60.0,23.3,0.0,0.1,0.0,0.0,1036.5,1057.1,19.89,19.18,2018-05-22T03:12:25.694Z,0.0,23.78,0.0,0.0,0.0,664.0,29.5,19.0,-999.0,-999.0,99.9,22.7,0.0,0.0
26.85,36.6,6.94,60.0,20.8,0.0,0.1,0.0,0.0,1034.2,1053.1,17.9,17.78,2018-05-22T01:44:29.183Z,0.0,24.33,0.0,0.0,0.0,669.0,29.35,17.1,-999.0,-999.0,99.9,20.9,0.0,0.0
26.4,32.7,7.07,60.0,16.4,0.0,0.1,0.0,0.0,1034.1,1052.1,15.74,16.52,2018-05-22T00:16:31.738Z,0.0,21.55,0.0,0.0,0.0,667.0,29.27,15.5,-999.0,-999.0,99.9,17.2,0.0,0.0
25.8,25.6,7.17,58.0,11.9,0.0,0.1,0.0,0.0,1033.9,1051.0,14.36,15.74,2018-05-21T22:48:35.546Z,0.0,14.34,0.0,0.0,0.0,668.0,29.09,14.6,-999.0,-999.0,99.9,12.8,0.0,0.0
24.9,13.9,7.17,55.0,10.8,0.0,0.1,0.0,0.0,1035.1,1057.7,14.57,15.98,2018-05-21T21:20:39.730Z,0.0,9.74,0.0,0.0,0.0,669.0,28.96,15.0,-999.0,-999.0,99.9,10.4,0.0,0.0
25.5,13.7,7.14,53.0,11.6,0.0,0.1,0.0,0.0,1035.7,1058.3,15.34,16.65,2018-05-21T19:52:43.988Z,0.0,10.35,0.0,0.0,0.0,668.0,29.04,15.7,-999.0,-999.0,99.9,11.1,0.0,0.0
25.9,14.3,7.1,54.0,12.3,0.0,0.1,0.0,0.0,1033.9,1056.9,16.13,17.38,2018-05-21T18:24:48.221Z,0.0,11.04,0.0,0.0,0.0,671.0,28.98,16.5,-999.0,-999.0,99.9,11.7,0.0,0.0
26.45,15.0,7.07,53.0,13.1,0.0,0.1,0.0,0.0,1035.3,1059.1,17.06,18.09,2018-05-21T16:56:51.366Z,0.0,11.88,0.0,0.0,0.0,672.0,28.95,17.4,-999.0,-999.0,99.9,12.4,0.0,0.0
27.05,15.7,7.05,53.0,14.3,0.0,0.1,0.0,0.0,1037.6,1061.9,18.02,18.88,2018-05-21T15:28:55.540Z,0.0,12.86,0.0,0.0,0.0,674.0,28.77,18.3,-999.0,-999.0,99.9,13.4,0.0,0.0
27.4,16.0,7.0,52.0,14.7,0.0,0.1,0.0,0.0,1038.4,1063.0,18.39,19.17,2018-05-21T14:56:06.626Z,0.0,13.35,0.0,0.0,0.0,674.0,28.89,18.6,-999.0,-999.0,99.9,13.9,0.0,0.0
28.3,17.3,6.97,52.0,16.0,0.0,0.1,0.0,0.0,1040.5,1065.7,19.4,19.95,2018-05-21T13:28:10.787Z,0.0,14.54,0.0,0.0,0.0,679.0,28.88,19.6,-999.0,-999.0,99.9,15.0,0.0,0.0
29.4,19.0,6.94,54.0,17.1,0.0,0.1,0.0,0.0,1042.5,1068.3,20.36,20.66,2018-05-21T12:00:14.886Z,0.0,16.25,0.0,0.0,0.0,676.0,28.97,20.4,-999.0,-999.0,99.9,16.4,0.0,0.0
30.3,21.0,6.92,54.0,18.1,0.0,0.1,0.0,0.0,1043.0,1069.8,21.15,21.17,2018-05-21T10:32:17.898Z,0.0,17.5,0.0,0.0,0.0,679.0,28.89,21.0,-999.0,-999.0,99.9,17.7,0.0,0.0
32.3,22.6,6.89,53.0,19.9,0.0,0.1,0.0,0.0,1046.8,1075.8,21.93,21.61,2018-05-21T09:04:21.937Z,0.0,18.87,0.0,0.0,0.0,678.0,28.98,21.6,-999.0,-999.0,99.9,19.2,0.0,0.0
35.5,25.4,6.88,54.0,22.6,0.0,0.1,0.0,0.0,1050.4,1080.5,22.67,21.92,2018-05-21T07:36:25.919Z,0.0,21.23,0.0,0.0,0.0,679.0,28.97,21.9,-999.0,-999.0,99.9,22.0,0.0,0.0
32.2,35.65,6.8,59.0,25.8,0.0,0.1,0.0,0.0,6855.5,1070.7,-2273.7,21.6,2018-05-21T06:08:29.744Z,0.0,23.86,0.0,0.0,0.0,676.0,29.04,21.5,-999.0,-999.0,99.9,25.5,0.0,0.0
28.2,41.5,6.82,61.0,26.3,0.0,0.1,0.0,0.0,1039.0,1061.3,21.76,20.57,2018-05-21T04:40:33.196Z,0.0,24.41,0.0,0.0,0.0,671.0,29.13,20.5,-999.0,-999.0,99.9,26.1,0.0,0.0
27.7,39.6,6.9,65.0,25.3,0.0,0.1,0.0,0.0,6855.5,1059.6,-2273.7,19.37,2018-05-21T03:12:36.605Z,0.0,26.14,0.0,0.0,0.0,669.0,29.13,19.2,-999.0,-999.0,99.9,25.1,0.0,0.0
26.65,37.65,7.05,66.0,22.4,0.0,0.1,0.0,0.0,6855.5,1054.5,-2273.7,17.96,2018-05-21T01:44:40.077Z,0.0,26.02,0.0,0.0,0.0,668.0,29.25,17.2,-999.0,-999.0,99.9,22.6,0.0,0.0
26.1,33.2,7.24,66.0,17.0,0.0,0.1,0.0,0.0,6855.5,1053.8,-2273.7,16.74,2018-05-21T00:16:43.665Z,0.0,22.21,0.0,0.0,0.0,668.0,29.21,15.7,-999.0,-999.0,99.9,17.85,0.0,0.0
25.6,25.7,7.35,63.0,12.1,0.0,0.1,0.0,0.0,6855.5,1051.9,-2273.7,15.98,2018-05-20T22:48:46.380Z,0.0,14.4,0.0,0.0,0.0,668.0,28.95,14.8,-999.0,-999.0,99.9,13.1,0.0,0.0
24.7,14.3,7.34,58.0,10.9,0.0,0.1,0.0,0.0,1033.9,1055.5,14.69,16.18,2018-05-20T21:20:50.579Z,0.0,9.69,0.0,0.0,0.0,668.0,28.95,15.1,-999.0,-999.0,99.9,10.65,0.0,0.0
25.3,13.4,7.3,57.0,11.3,0.0,0.1,0.0,0.0,1034.6,1058.3,15.52,16.93,2018-05-20T19:52:54.831Z,0.0,9.89,0.0,0.0,0.0,672.0,29.0,15.9,-999.0,-999.0,99.9,10.7,0.0,0.0
25.7,13.95,7.28,57.0,12.0,0.0,0.1,0.0,0.0,1034.6,1057.9,16.43,17.73,2018-05-20T18:24:59.096Z,0.0,10.54,0.0,0.0,0.0,671.0,29.01,16.9,-999.0,-999.0,99.9,11.25,0.0,0.0
26.3,14.7,7.27,57.0,12.7,0.0,0.1,0.0,0.0,1035.6,1059.6,17.47,18.53,2018-05-20T16:57:02.224Z,0.0,11.34,0.0,0.0,0.0,674.0,28.98,17.8,-999.0,-999.0,99.9,11.85,0.0,0.0
27.1,15.6,7.21,57.0,13.8,0.0,0.1,0.0,0.0,1037.1,1062.7,18.52,19.39,2018-05-20T15:29:06.233Z,0.0,12.16,0.0,0.0,0.0,676.0,28.79,18.8,-999.0,-999.0,99.9,12.7,0.0,0.0
27.45,16.3,7.2,57.0,14.3,0.0,0.1,0.0,0.0,1038.0,1063.3,18.93,19.73,2018-05-20T14:55:58.957Z,0.0,12.5,0.0,0.0,0.0,676.0,28.8,19.2,-999.0,-999.0,99.9,13.1,0.0,0.0
28.35,17.8,7.16,58.0,15.3,0.0,0.1,0.0,0.0,1040.4,1066.4,19.95,20.53,2018-05-20T13:28:03.097Z,0.0,13.48,0.0,0.0,0.0,678.0,28.89,20.1,-999.0,-999.0,99.9,14.1,0.0,0.0
29.3,19.85,7.13,57.0,16.5,0.0,0.1,0.0,0.0,1042.0,1069.3,20.92,21.21,2018-05-20T12:00:07.227Z,0.0,14.5,0.0,0.0,0.0,678.0,28.84,20.9,-999.0,-999.0,99.9,15.2,0.0,0.0
29.9,22.05,7.1,58.0,17.7,0.0,0.1,0.0,0.0,1043.6,1071.1,21.74,21.74,2018-05-20T10:32:11.350Z,0.0,15.42,0.0,0.0,0.0,679.0,28.76,21.6,-999.0,-999.0,99.9,16.1,0.0,0.0
31.8,23.5,7.08,58.0,19.7,0.0,0.1,0.0,0.0,1046.3,1075.2,22.47,22.13,2018-05-20T09:04:15.336Z,0.0,17.19,0.0,0.0,0.0,681.0,28.73,22.0,-999.0,-999.0,99.9,18.0,0.0,0.0
35.45,25.7,7.06,59.0,22.6,0.0,0.1,0.0,0.0,1051.4,1082.4,23.2,22.42,2018-05-20T07:36:19.317Z,0.0,20.47,0.0,0.0,0.0,681.0,28.76,22.4,-999.0,-999.0,99.9,21.3,0.0,0.0
32.55,34.75,7.04,61.0,24.8,0.0,0.1,0.0,0.0,1044.3,1072.1,23.25,22.15,2018-05-20T06:08:23.184Z,0.0,23.29,0.0,0.0,0.0,675.0,28.8,22.0,-999.0,-999.0,99.9,24.5,0.0,0.0
28.85,40.15,7.05,66.0,25.3,0.0,0.1,0.0,0.0,1039.6,1062.6,22.34,21.06,2018-05-20T04:40:26.673Z,0.0,23.24,0.0,0.0,0.0,672.0,28.86,21.1,-999.0,-999.0,99.9,24.3,0.0,0.0
28.5,39.4,7.14,70.0,24.8,0.0,0.1,0.0,0.0,1041.0,1064.1,20.71,19.74,2018-05-20T03:12:30.068Z,0.0,24.71,0.0,0.0,0.0,670.0,28.68,19.7,-999.0,-999.0,99.9,23.9,0.0,0.0
27.1,39.1,7.27,72.0,23.9,0.0,0.1,0.0,0.0,1034.5,1054.1,18.56,18.19,2018-05-20T01:44:33.525Z,0.0,27.6,0.0,0.0,0.0,668.0,28.47,17.7,-999.0,-999.0,99.9,24.15,0.0,0.0
26.6,34.0,7.45,71.0,18.0,0.0,0.1,0.0,0.0,1034.7,1053.6,16.29,16.94,2018-05-20T00:16:37.023Z,0.0,23.35,0.0,0.0,0.0,668.0,28.42,16.0,-999.0,-999.0,99.9,18.9,0.0,0.0
26.85,25.0,7.54,67.0,13.3,0.0,0.1,0.0,0.0,1033.5,1053.3,15.08,16.31,2018-05-19T22:48:40.817Z,0.0,14.89,0.0,0.0,0.0,668.0,28.45,15.2,-999.0,-999.0,99.9,13.8,0.0,0.0
26.0,15.3,7.56,62.0,12.4,0.0,0.1,0.0,0.0,1035.5,1057.5,15.27,16.53,2018-05-19T21:20:44.969Z,0.0,11.13,0.0,0.0,0.0,668.0,28.22,15.6,-999.0,-999.0,99.9,11.9,0.0,0.0
26.55,15.0,7.53,62.0,12.9,0.0,0.1,0.0,0.0,1036.1,1059.7,15.99,17.17,2018-05-19T19:52:49.168Z,0.0,11.62,0.0,0.0,0.0,670.0,28.31,16.3,-999.0,-999.0,99.9,12.35,0.0,0.0
26.9,15.6,7.51,63.0,13.9,0.0,0.1,0.0,0.0,1036.2,1059.9,16.75,17.8,2018-05-19T18:24:53.429Z,0.0,12.4,0.0,0.0,0.0,671.0,28.32,17.1,-999.0,-999.0,99.9,13.3,0.0,0.0
27.3,16.4,7.47,62.0,14.8,0.0,0.1,0.0,0.0,1036.5,1059.5,17.55,18.44,2018-05-19T16:56:56.564Z,0.0,13.18,0.0,0.0,0.0,674.0,28.38,17.8,-999.0,-999.0,99.9,14.15,0.0,0.0
27.8,17.1,7.44,62.0,15.7,0.0,0.1,0.0,0.0,1037.9,1062.9,18.33,19.11,2018-05-19T15:29:00.701Z,0.0,13.87,0.0,0.0,0.0,675.0,28.17,18.5,-999.0,-999.0,99.9,14.85,0.0,0.0
28.0,17.3,7.41,62.0,16.0,0.0,0.1,0.0,0.0,1039.0,1063.7,18.68,19.36,2018-05-19T14:56:06.850Z,0.0,14.18,0.0,0.0,0.0,677.0,28.15,18.8,-999.0,-999.0,99.9,15.1,0.0,0.0
28.7,18.2,7.37,61.0,16.7,0.0,0.1,0.0,0.0,1040.7,1065.3,19.54,20.01,2018-05-19T13:28:10.705Z,0.0,15.12,0.0,0.0,0.0,677.0,28.22,19.6,-999.0,-999.0,99.9,15.9,0.0,0.0
29.45,19.2,7.34,61.0,17.8,0.0,0.1,0.0,0.0,1042.8,1069.0,20.41,20.62,2018-05-19T12:00:14.795Z,0.0,16.18,0.0,0.0,0.0,678.0,28.34,20.4,-999.0,-999.0,99.9,16.85,0.0,0.0
30.7,20.4,7.29,61.0,19.1,0.0,0.1,0.0,0.0,6855.5,1073.7,-2273.7,21.22,2018-05-19T10:32:17.791Z,0.0,17.44,0.0,0.0,0.0,681.0,28.37,21.2,-999.0,-999.0,99.9,18.1,0.0,0.0
32.75,22.4,7.25,61.0,20.7,0.0,0.1,0.0,0.0,1049.2,1078.6,22.13,21.72,2018-05-19T09:04:20.794Z,0.0,19.37,0.0,0.0,0.0,684.0,28.36,21.7,-999.0,-999.0,99.9,19.9,0.0,0.0
35.6,25.2,7.23,63.0,22.9,0.0,0.1,0.0,0.0,1053.6,1084.8,22.87,22.05,2018-05-19T07:36:24.771Z,0.0,21.76,0.0,0.0,0.0,682.0,28.38,22.1,-999.0,-999.0,99.9,22.55,0.0,0.0
34.2,33.2,7.16,66.0,24.9,0.0,0.1,0.0,0.0,1049.8,1078.4,23.11,21.91,2018-05-19T06:08:28.578Z,0.0,24.45,0.0,0.0,0.0,676.0,28.41,22.0,-999.0,-999.0,99.9,25.5,0.0,0.0
28.75,42.1,7.19,72.0,27.6,0.0,0.1,0.0,0.0,1039.4,1061.7,22.29,20.87,2018-05-19T04:40:32.036Z,0.0,25.83,0.0,0.0,0.0,674.0,28.48,21.0,-999.0,-999.0,99.9,27.4,0.0,0.0
28.0,40.8,7.25,75.0,26.7,0.0,0.1,0.0,0.0,1041.4,1062.8,20.65,19.65,2018-05-19T03:12:35.434Z,0.0,27.67,0.0,0.0,0.0,671.0,28.42,19.6,-999.0,-999.0,99.9,26.7,0.0,0.0
27.15,38.85,7.44,77.0,23.1,0.0,0.1,0.0,0.0,1037.2,1058.6,18.61,18.31,2018-05-19T01:44:38.921Z,0.0,27.2,0.0,0.0,0.0,669.0,28.33,17.8,-999.0,-999.0,99.9,23.65,0.0,0.0
26.5,33.9,7.63,77.0,17.9,0.0,0.1,0.0,0.0,1035.9,1055.1,16.46,17.14,2018-05-19T00:16:42.384Z,0.0,23.24,0.0,0.0,0.0,669.0,28.31,16.2,-999.0,-999.0,99.9,18.8,0.0,0.0
27.05,24.85,7.73,73.0,13.2,0.0,0.1,0.0,0.0,1034.7,1054.3,15.24,16.51,2018-05-18T22:48:46.155Z,0.0,14.88,0.0,0.0,0.0,669.0,28.29,15.4,-999.0,-999.0,99.9,13.8,0.0,0.0
26.25,14.8,7.72,69.0,12.4,0.0,0.1,0.0,0.0,1035.9,1059.9,15.52,16.81,2018-05-18T21:20:50.300Z,0.0,11.11,0.0,0.0,0.0,670.0,28.21,15.9,-999.0,-999.0,99.9,11.9,0.0,0.0
26.8,14.9,7.7,68.0,13.2,0.0,0.1,0.0,0.0,1035.9,1060.4,16.32,17.49,2018-05-18T19:52:54.515Z,0.0,11.72,0.0,0.0,0.0,673.0,28.08,16.7,-999.0,-999.0,99.9,12.5,0.0,0.0
27.1,15.7,7.67,68.0,14.1,0.0,0.1,0.0,0.0,1035.6,1060.0,17.16,18.22,2018-05-18T18:24:58.700Z,0.0,12.59,0.0,0.0,0.0,676.0,28.17,17.5,-999.0,-999.0,99.9,13.4,0.0,0.0
27.7,16.4,7.63,68.0,15.0,0.0,0.1,0.0,0.0,1036.6,1061.1,18.02,18.93,2018-05-18T16:57:02.862Z,0.0,13.44,0.0,0.0,0.0,675.0,28.11,18.3,-999.0,-999.0,99.9,14.3,0.0,0.0
28.2,17.5,7.59,67.0,15.9,0.0,0.1,0.0,0.0,1037.8,1062.5,18.96,19.65,2018-05-18T15:29:07.017Z,0.0,14.34,0.0,0.0,0.0,678.0,28.07,19.1,-999.0,-999.0,99.9,15.1,0.0,0.0
28.5,17.9,7.57,67.0,16.3,0.0,0.1,0.0,0.0,1038.1,1062.9,19.27,19.9,2018-05-18T14:56:04.573Z,0.0,14.77,0.0,0.0,0.0,680.0,27.99,19.4,-999.0,-999.0,99.9,15.5,0.0,0.0
29.25,18.9,7.53,67.0,17.4,0.0,0.1,0.0,0.0,1040.1,1065.6,20.16,20.58,2018-05-18T13:28:08.730Z,0.0,15.84,0.0,0.0,0.0,679.0,28.05,20.2,-999.0,-999.0,99.9,16.5,0.0,0.0
30.0,19.9,7.5,67.0,18.4,0.0,0.1,0.0,0.0,1041.9,1068.8,20.99,21.19,2018-05-18T12:00:12.771Z,0.0,17.06,0.0,0.0,0.0,680.0,28.19,21.0,-999.0,-999.0,99.9,17.6,0.0,0.0
31.15,21.75,7.47,67.0,19.2,0.0,0.1,0.0,0.0,1043.9,1070.2,21.77,21.67,2018-05-18T10:32:16.812Z,0.0,18.48,0.0,0.0,0.0,680.0,28.16,21.6,-999.0,-999.0,99.9,18.9,0.0,0.0
32.9,23.0,7.43,67.0,20.5,0.0,0.1,0.0,0.0,1047.4,1076.4,22.51,22.08,2018-05-18T09:04:20.834Z,0.0,19.98,0.0,0.0,0.0,683.0,28.21,22.2,-999.0,-999.0,99.9,20.3,0.0,0.0
35.8,25.3,7.41,68.0,22.3,0.0,0.1,0.0,0.0,1052.7,1084.5,23.29,22.39,2018-05-18T07:36:24.800Z,0.0,22.08,0.0,0.0,0.0,680.0,28.27,22.6,-999.0,-999.0,99.9,22.4,0.0,0.0
34.9,33.3,7.37,72.0,25.7,0.0,0.1,0.0,0.0,1049.9,1079.0,23.65,22.26,2018-05-18T06:08:28.586Z,0.0,25.04,0.0,0.0,0.0,677.0,28.31,22.4,-999.0,-999.0,99.9,26.0,0.0,0.0
