,ts,rainfall,rainfall,wind
16980,2019-11-22 11:23:22.412,0,0,358
16981,2019-11-22 11:33:22.261,0,0,374
16982,2019-11-22 11:43:22.404,0,0,511
16983,2019-11-22 11:53:22.469,0,0,302
16984,2019-11-22 12:03:22.573,0,0,346
16985,2019-11-22 12:13:22.696,0,0,309
16986,2019-11-22 12:23:22.827,0,0,260
16987,2019-11-22 12:33:22.828,0,0,308
16988,2019-11-22 12:43:22.878,0,0,498
16989,2019-11-22 12:53:22.815,0,0,347
16990,2019-11-22 13:03:22.893,0,0,318
16991,2019-11-22 13:13:22.999,0,0,333
16992,2019-11-22 13:23:23.093,0,0,549
16993,2019-11-22 13:33:23.172,0,0,235
16994,2019-11-22 13:43:23.263,0,0,276
16995,2019-11-22 13:53:23.328,0,0,467
16996,2019-11-22 14:03:23.405,0,0,343
16997,2019-11-22 14:13:23.629,0,0,377
16998,2019-11-22 14:23:23.664,0,0,567
16999,2019-11-22 14:33:24.379,0,0,589
17000,2019-11-22 14:43:24.250,0,0,223
17001,2019-11-22 14:53:24.162,0,0,345
17002,2019-11-22 15:03:24.003,0,0,475
17003,2019-11-22 15:13:24.640,0,0,171
17004,2019-11-22 15:23:24.526,0,0,147
17005,2019-11-22 15:33:24.603,0,0,153
17006,2019-11-22 15:43:24.778,0,0,49
17007,2019-11-22 15:53:24.813,0,0,17
17008,2019-11-22 16:03:24.796,0,0,109
17009,2019-11-22 16:13:25.009,0,0,448
17010,2019-11-22 16:23:25.296,0,0,239
17011,2019-11-22 16:33:25.183,0,0,318
17012,2019-11-22 16:43:25.471,0,0,442
17013,2019-11-22 16:53:25.389,0,0,283
17014,2019-11-22 17:03:25.424,0,0,210
17015,2019-11-22 17:13:25.562,0,0,412
17016,2019-11-22 17:23:25.874,0,0,218
17017,2019-11-22 17:33:25.903,0,0,229
17018,2019-11-22 17:43:26.075,0,0,120
17019,2019-11-22 17:53:25.742,0,0,352
17020,2019-11-22 18:03:25.732,0,0,165
17021,2019-11-22 18:13:26.032,0,0,155
17022,2019-11-22 18:23:26.379,0,0,317
17023,2019-11-22 18:33:26.276,0,0,143
17024,2019-11-22 18:43:26.616,0,0,163
17025,2019-11-22 18:53:26.488,0,0,421
17026,2019-11-22 19:03:26.380,0,0,329
17027,2019-11-22 19:13:26.459,0,0,363
17028,2019-11-22 19:23:27.049,0,0,262
17029,2019-11-22 19:33:26.935,0,0,402
17030,2019-11-22 19:43:27.262,0,0,322
17031,2019-11-22 19:53:27.097,0,0,401
17032,2019-11-22 20:03:27.234,0,0,323
17033,2019-11-22 20:13:27.059,0,0,940
17034,2019-11-22 20:23:27.165,0,0,1868
17035,2019-11-22 20:33:27.554,0,0,2444
17036,2019-11-22 20:43:27.632,0,0,2701
17037,2019-11-22 20:53:27.677,1,1,1703
17038,2019-11-22 21:03:27.753,7,7,3141
17039,2019-11-22 21:13:27.576,1,1,2107
17040,2019-11-22 21:23:27.737,0,0,2688
17041,2019-11-22 21:33:28.144,0,0,3758
17042,2019-11-22 21:43:28.238,0,0,3824
17043,2019-11-22 21:53:28.343,0,0,4137
17044,2019-11-22 22:03:28.443,0,0,3367
17045,2019-11-22 22:13:28.537,0,0,3237
17046,2019-11-22 22:23:28.345,0,0,3623
17047,2019-11-22 22:33:28.735,0,0,3518
17048,2019-11-22 22:43:29.043,0,0,2888
17049,2019-11-22 22:53:29.099,0,0,2053
17050,2019-11-22 23:03:29.133,0,0,1934
17051,2019-11-22 23:13:29.244,0,0,1423
17052,2019-11-22 23:23:29.083,0,0,894
17053,2019-11-22 23:33:29.209,0,0,787
17054,2019-11-22 23:43:29.619,0,0,718
17055,2019-11-22 23:53:29.736,0,0,1118
17056,2019-11-23 00:03:29.800,0,0,1109
17057,2019-11-23 00:13:29.812,0,0,916
17058,2019-11-23 00:23:29.750,0,0,1391
17059,2019-11-23 00:33:29.430,0,0,1146
17060,2019-11-23 00:43:29.874,0,0,1231
17061,2019-11-23 00:53:30.010,0,0,1151
17062,2019-11-23 01:03:30.107,0,0,1135
17063,2019-11-23 01:13:30.221,0,0,1307
17064,2019-11-23 01:23:30.321,0,0,1954
17065,2019-11-23 01:33:30.432,0,0,2080
17066,2019-11-23 01:43:30.230,0,0,1843
17067,2019-11-23 01:53:30.643,0,0,1064
17068,2019-11-23 02:03:30.729,0,0,1332
17069,2019-11-23 02:13:30.816,0,0,926
17070,2019-11-23 02:23:31.073,0,0,2093
17071,2019-11-23 02:33:31.248,0,0,2250
17072,2019-11-23 02:43:31.060,0,0,2853
17073,2019-11-23 02:53:31.434,0,0,2600
17074,2019-11-23 03:03:31.496,0,0,1658
17075,2019-11-23 03:13:31.590,0,0,2128
17076,2019-11-23 03:23:31.677,0,0,2125
17077,2019-11-23 03:33:31.757,0,0,2132
17078,2019-11-23 03:43:31.878,0,0,1979
17079,2019-11-23 03:53:31.930,0,0,1973
17080,2019-11-23 04:03:32.043,0,0,1969
17081,2019-11-23 04:13:32.151,0,0,1954
17082,2019-11-23 04:23:32.259,0,0,1728
17083,2019-11-23 04:33:32.372,0,0,2295
17084,2019-11-23 04:43:32.420,0,0,1808
17085,2019-11-23 04:53:32.516,0,0,1798
17086,2019-11-23 05:03:32.584,0,0,1925
17087,2019-11-23 05:13:32.629,0,0,1699
17088,2019-11-23 05:23:32.669,0,0,1446
17089,2019-11-23 05:33:32.730,0,0,1184
17090,2019-11-23 05:43:32.783,0,0,1236
17091,2019-11-23 05:53:32.927,0,0,1133
17092,2019-11-23 06:03:33.062,0,0,982
17093,2019-11-23 06:13:33.136,0,0,1003
17094,2019-11-23 06:23:33.272,0,0,1125
17095,2019-11-23 06:33:33.357,0,0,1295
17096,2019-11-23 06:43:33.460,0,0,1012
17097,2019-11-23 06:53:33.603,0,0,879
17098,2019-11-23 07:03:33.809,0,0,780
17099,2019-11-23 07:13:33.963,0,0,591
17100,2019-11-23 07:23:34.070,0,0,371
17101,2019-11-23 07:33:34.170,0,0,478
17102,2019-11-23 07:43:34.213,0,0,486
17103,2019-11-23 07:53:34.325,0,0,702
17104,2019-11-23 08:03:34.854,0,0,820
17105,2019-11-23 08:13:34.275,0,0,258
17106,2019-11-23 08:23:34.406,0,0,160
17107,2019-11-23 08:33:34.500,0,0,33
17108,2019-11-23 08:43:34.598,0,0,107
17109,2019-11-23 08:53:34.666,0,0,341
17110,2019-11-23 09:03:34.740,0,0,165
17111,2019-11-23 09:13:34.912,0,0,102
17112,2019-11-23 09:23:35.013,0,0,222
17113,2019-11-23 09:33:35.384,0,0,271
17114,2019-11-23 09:43:35.340,0,0,89
17115,2019-11-23 09:53:35.099,0,0,73
17116,2019-11-23 10:03:35.636,0,0,271
17117,2019-11-23 10:13:35.488,0,0,47
17118,2019-11-23 10:23:35.558,0,0,45
17119,2019-11-23 10:33:35.832,0,0,137
17120,2019-11-23 10:43:35.943,0,0,78
17121,2019-11-23 10:53:36.004,0,0,123
17122,2019-11-23 11:03:35.811,0,0,167
17123,2019-11-23 11:13:36.018,0,0,200
17124,2019-11-23 11:23:36.125,0,0,148
17125,2019-11-23 11:33:36.037,0,0,133
17126,2019-11-23 11:43:36.059,0,0,584
17127,2019-11-23 11:53:36.284,0,0,1096
17128,2019-11-23 12:06:31.052,0,0,983
17129,2019-11-23 12:15:55.685,0,0,999
17130,2019-11-23 12:25:21.703,0,0,626
17131,2019-11-23 12:36:40.494,0,0,782
17132,2019-11-23 12:43:37.048,0,0,683
17133,2019-11-23 12:53:37.117,0,0,905
17134,2019-11-23 13:03:37.189,0,0,462
17135,2019-11-23 13:13:37.288,0,0,1221
17136,2019-11-23 13:23:37.396,0,0,1003
17137,2019-11-23 13:33:37.205,0,0,1111
17138,2019-11-23 13:43:37.302,0,0,1199
17139,2019-11-23 13:53:38.275,0,0,1104
17140,2019-11-23 14:03:37.807,0,0,1079
17141,2019-11-23 14:13:37.921,0,0,763
17142,2019-11-23 14:23:37.988,0,0,1254
17143,2019-11-23 14:33:37.805,0,0,1161
17144,2019-11-23 14:43:37.842,0,0,911
17145,2019-11-23 14:53:38.061,0,0,1150
17146,2019-11-23 15:03:37.962,0,0,805
17147,2019-11-23 15:13:38.413,0,0,904
17148,2019-11-23 15:23:38.523,0,0,1045
17149,2019-11-23 15:33:38.448,0,0,1225
17150,2019-11-23 15:43:38.456,0,0,1283
17151,2019-11-23 15:53:38.394,0,0,1307
17152,2019-11-23 16:03:38.739,0,0,786
17153,2019-11-23 16:13:39.033,0,0,1196
17154,2019-11-23 16:23:39.126,0,0,875
17155,2019-11-23 16:33:39.238,0,0,640
17156,2019-11-23 16:43:38.830,0,0,884
17157,2019-11-23 16:53:39.101,0,0,665
17158,2019-11-23 17:03:39.248,0,0,703
17159,2019-11-23 17:13:39.404,0,0,731
17160,2019-11-23 17:23:39.604,0,0,752
17161,2019-11-23 17:33:39.507,0,0,771
17162,2019-11-23 17:43:40.047,0,0,650
17163,2019-11-23 17:53:39.655,0,0,863
17164,2019-11-23 18:03:39.881,0,0,700
17165,2019-11-23 18:13:40.000,0,0,599
17166,2019-11-23 18:23:40.284,0,0,852
17167,2019-11-23 18:33:40.177,0,0,747
17168,2019-11-23 18:43:40.450,0,0,904
17169,2019-11-23 18:53:40.365,0,0,1046
17170,2019-11-23 19:03:40.188,0,0,890
17171,2019-11-23 19:13:40.617,0,0,873
17172,2019-11-23 19:23:40.688,0,0,1016
17173,2019-11-23 19:33:40.747,0,0,1231
17174,2019-11-23 19:43:40.923,0,0,1103
17175,2019-11-23 19:53:41.028,0,0,896
17176,2019-11-23 20:03:40.839,0,0,588
17177,2019-11-23 20:13:41.215,0,0,996
17178,2019-11-23 20:23:41.312,0,0,668
17179,2019-11-23 20:33:41.489,0,0,514
17180,2019-11-23 20:43:41.630,0,0,533
17181,2019-11-23 20:53:41.751,0,0,488
17182,2019-11-23 21:03:41.869,0,0,470
17183,2019-11-23 21:13:41.982,0,0,608
17184,2019-11-23 21:23:42.080,0,0,535
17185,2019-11-23 21:33:42.058,0,0,518
17186,2019-11-23 21:43:42.200,0,0,317
17187,2019-11-23 21:53:42.296,0,0,526
17188,2019-11-23 22:03:42.178,0,0,949
17189,2019-11-23 22:13:42.350,0,0,1353
17190,2019-11-23 22:23:42.459,0,0,792
17191,2019-11-23 22:33:42.703,0,0,968
17192,2019-11-23 22:43:42.837,0,0,1052
17193,2019-11-23 22:53:42.872,0,0,1052
17194,2019-11-23 23:03:42.941,0,0,1026
17195,2019-11-23 23:13:42.929,0,0,1155
17196,2019-11-23 23:23:42.977,0,0,1167
17197,2019-11-23 23:33:43.114,0,0,1277
17198,2019-11-23 23:43:42.898,0,0,1332
17199,2019-11-23 23:53:43.134,0,0,1415
17200,2019-11-24 00:03:43.328,0,0,1522
17201,2019-11-24 00:13:43.568,0,0,1427
17202,2019-11-24 00:23:43.531,0,0,1460
17203,2019-11-24 00:33:43.627,0,0,1440
17204,2019-11-24 00:43:43.477,0,0,1470
17205,2019-11-24 00:53:43.729,0,0,1430
17206,2019-11-24 01:03:43.906,0,0,1281
17207,2019-11-24 01:13:43.928,0,0,1236
17208,2019-11-24 01:23:43.981,0,0,1338
17209,2019-11-24 01:33:44.052,0,0,1491
17210,2019-11-24 01:43:44.032,0,0,1172
17211,2019-11-24 01:53:44.067,0,0,1058
17212,2019-11-24 02:03:44.130,0,0,1050
17213,2019-11-24 02:13:44.198,0,0,849
17214,2019-11-24 02:23:44.533,0,0,737
17215,2019-11-24 02:33:44.611,0,0,568
17216,2019-11-24 02:43:44.545,0,0,393
17217,2019-11-24 02:53:44.859,0,0,1023
17218,2019-11-24 03:03:44.899,0,0,1243
17219,2019-11-24 03:13:44.856,0,0,1433
17220,2019-11-24 03:23:45.096,0,0,2022
17221,2019-11-24 03:33:45.348,0,0,1293
17222,2019-11-24 03:43:45.309,0,0,1527
17223,2019-11-24 03:53:45.398,0,0,1991
17224,2019-11-24 04:03:45.662,0,0,1559
17225,2019-11-24 04:13:45.709,0,0,1512
17226,2019-11-24 04:23:45.907,0,0,1594
17227,2019-11-24 04:33:46.138,0,0,1580
17228,2019-11-24 04:43:45.863,0,0,1275
17229,2019-11-24 04:53:45.871,0,0,1126
17230,2019-11-24 05:03:46.240,0,0,1125
17231,2019-11-24 05:13:46.368,0,0,539
17232,2019-11-24 05:23:46.440,0,0,576
17233,2019-11-24 05:33:46.669,0,0,829
17234,2019-11-24 05:43:46.621,0,0,421
17235,2019-11-24 05:53:46.412,0,0,492
17236,2019-11-24 06:03:46.478,0,0,1102
17237,2019-11-24 06:13:46.883,0,0,522
17238,2019-11-24 06:23:46.981,0,0,998
17239,2019-11-24 06:33:47.030,0,0,824
17240,2019-11-24 06:43:47.435,0,0,1046
17241,2019-11-24 06:53:47.118,0,0,1481
17242,2019-11-24 07:03:47.141,0,0,1704
17243,2019-11-24 07:13:47.723,0,0,1660
17244,2019-11-24 07:23:47.730,0,0,1472
17245,2019-11-24 07:33:47.534,0,0,1477
17246,2019-11-24 07:43:47.914,0,0,1235
17247,2019-11-24 07:53:47.989,0,0,1008
17248,2019-11-24 08:03:47.902,1,1,956
17249,2019-11-24 08:13:47.897,0,0,892
17250,2019-11-24 08:23:48.253,0,0,877
17251,2019-11-24 08:33:48.421,0,0,910
17252,2019-11-24 08:43:48.404,0,0,742
17253,2019-11-24 08:53:48.630,0,0,912
17254,2019-11-24 09:03:48.440,0,0,627
17255,2019-11-24 09:13:48.374,0,0,636
17256,2019-11-24 09:23:48.994,0,0,1025
17257,2019-11-24 09:33:48.865,0,0,845
17258,2019-11-24 09:43:48.667,0,0,1092
17259,2019-11-24 09:53:49.265,0,0,1110
17260,2019-11-24 10:03:48.986,0,0,1364
17261,2019-11-24 10:13:48.896,0,0,1412
17262,2019-11-24 10:23:49.538,0,0,1334
17263,2019-11-24 10:33:49.465,0,0,1683
17264,2019-11-24 10:43:49.680,0,0,1212
17265,2019-11-24 10:53:49.767,0,0,1205
17266,2019-11-24 11:03:49.865,0,0,638
17267,2019-11-24 11:13:49.670,0,0,628
17268,2019-11-24 11:23:49.750,0,0,540
17269,2019-11-24 11:33:50.165,0,0,40
17270,2019-11-24 11:43:50.112,0,0,226
17271,2019-11-24 11:53:50.145,0,0,83
17272,2019-11-24 12:03:50.427,0,0,121
17273,2019-11-24 12:13:50.511,0,0,370
17274,2019-11-24 12:23:50.323,0,0,442
17275,2019-11-24 12:33:50.713,0,0,599
17276,2019-11-24 12:43:50.820,0,0,257
17277,2019-11-24 12:53:50.629,0,0,837
17278,2019-11-24 13:03:50.980,0,0,623
17279,2019-11-24 13:13:51.100,0,0,220
17280,2019-11-24 13:23:50.921,0,0,757
17281,2019-11-24 13:33:51.286,0,0,302
17282,2019-11-24 13:43:51.420,0,0,618
17283,2019-11-24 13:53:51.520,0,0,373
17284,2019-11-24 14:03:51.607,0,0,832
17285,2019-11-24 14:13:51.719,0,0,289
17286,2019-11-24 14:23:51.794,0,0,517
17287,2019-11-24 14:33:51.613,0,0,596
17288,2019-11-24 14:43:51.990,0,0,691
17289,2019-11-24 14:53:52.089,0,0,910
17290,2019-11-24 15:03:52.167,0,0,952
17291,2019-11-24 15:13:52.249,0,0,560
17292,2019-11-24 15:23:52.205,0,0,307
17293,2019-11-24 15:33:52.468,0,0,294
17294,2019-11-24 15:43:52.551,0,0,335
17295,2019-11-24 15:53:52.498,0,0,161
17296,2019-11-24 16:03:52.661,0,0,486
17297,2019-11-24 16:13:52.936,0,0,639
17298,2019-11-24 16:23:52.809,0,0,384
17299,2019-11-24 16:33:53.033,0,0,609
17300,2019-11-24 16:43:52.863,0,0,651
17301,2019-11-24 16:53:53.248,0,0,515
17302,2019-11-24 17:03:53.283,0,0,683
17303,2019-11-24 17:13:53.201,0,0,1000
17304,2019-11-24 17:23:53.530,0,0,936
17305,2019-11-24 17:33:53.688,0,0,619
17306,2019-11-24 17:43:53.596,0,0,1115
17307,2019-11-24 17:53:53.848,0,0,335
17308,2019-11-24 18:03:53.960,0,0,690
17309,2019-11-24 18:13:54.070,0,0,464
17310,2019-11-24 18:23:54.174,0,0,656
17311,2019-11-24 18:33:54.298,0,0,731
17312,2019-11-24 18:43:54.418,0,0,760
17313,2019-11-24 18:53:53.927,0,0,715
17314,2019-11-24 19:03:54.426,0,0,832
17315,2019-11-24 19:13:54.331,0,0,702
17316,2019-11-24 19:23:54.647,0,0,769
17317,2019-11-24 19:33:54.716,0,0,563
17318,2019-11-24 19:43:54.498,0,0,505
17319,2019-11-24 19:53:55.091,0,0,453
17320,2019-11-24 20:03:55.062,0,0,122
17321,2019-11-24 20:13:55.151,0,0,906
17322,2019-11-24 20:23:55.249,0,0,1326
17323,2019-11-24 20:33:55.347,0,0,1180
17324,2019-11-24 20:43:55.428,0,0,786
17325,2019-11-24 20:53:55.532,0,0,657
17326,2019-11-24 21:03:55.635,0,0,723
17327,2019-11-24 21:13:55.715,0,0,816
17328,2019-11-24 21:23:55.818,0,0,729
17329,2019-11-24 21:33:55.623,0,0,565
17330,2019-11-24 21:43:56.039,0,0,698
17331,2019-11-24 21:53:56.154,0,0,324
17332,2019-11-24 22:03:56.235,0,0,161
17333,2019-11-24 22:13:56.034,0,0,842
17334,2019-11-24 22:23:56.395,0,0,670
17335,2019-11-24 22:33:56.507,0,0,740
17336,2019-11-24 22:43:56.620,0,0,783
17337,2019-11-24 22:53:56.690,0,0,487
17338,2019-11-24 23:03:56.786,0,0,208
17339,2019-11-24 23:13:56.611,0,0,142
17340,2019-11-24 23:23:56.687,0,0,523
17341,2019-11-24 23:33:56.798,0,0,399
17342,2019-11-24 23:43:56.911,0,0,127
17343,2019-11-24 23:53:56.985,0,0,536
17344,2019-11-25 00:03:57.390,0,0,437
17345,2019-11-25 00:13:57.177,0,0,98
17346,2019-11-25 00:22:33.411,0,0,0
17347,2019-11-25 00:32:33.634,0,0,344
17348,2019-11-25 00:42:33.696,0,0,504
17349,2019-11-25 00:52:34.005,0,0,467
17350,2019-11-25 01:02:33.721,0,0,413
17351,2019-11-25 01:12:34.297,0,0,169
17352,2019-11-25 01:22:34.097,0,0,429
17353,2019-11-25 01:32:34.348,0,0,369
17354,2019-11-25 01:42:34.262,0,0,484
17355,2019-11-25 01:52:34.286,0,0,660
17356,2019-11-25 02:02:34.337,0,0,393
17357,2019-11-25 02:12:34.503,0,0,109
17358,2019-11-25 02:22:34.446,0,0,156
17359,2019-11-25 02:32:34.713,0,0,625
17360,2019-11-25 02:42:35.017,0,0,653
17361,2019-11-25 02:52:34.630,0,0,563
17362,2019-11-25 03:02:35.978,0,0,497
17363,2019-11-25 03:12:34.968,0,0,1201
17364,2019-11-25 03:22:35.199,0,0,568
17365,2019-11-25 03:32:35.330,0,0,1695
17366,2019-11-25 03:42:35.610,0,0,2507
17367,2019-11-25 03:52:35.239,0,0,2726
17368,2019-11-25 04:02:35.815,0,0,2262
17369,2019-11-25 04:12:35.587,0,0,1123
17370,2019-11-25 04:22:35.617,0,0,505
17371,2019-11-25 04:32:35.937,0,0,598
17372,2019-11-25 04:42:36.009,0,0,135
17373,2019-11-25 04:52:36.109,0,0,15
17374,2019-11-25 05:02:36.236,0,0,1
17375,2019-11-25 05:12:36.038,0,0,503
17376,2019-11-25 05:22:36.256,0,0,291
17377,2019-11-25 05:32:36.714,0,0,642
17378,2019-11-25 05:42:36.853,0,0,15
17379,2019-11-25 05:52:36.942,0,0,0
17380,2019-11-25 06:02:37.091,0,0,78
17381,2019-11-25 06:12:37.220,0,0,17
17382,2019-11-25 06:22:37.068,0,0,276
17383,2019-11-25 06:32:37.189,0,0,772
17384,2019-11-25 06:42:37.389,0,0,656
17385,2019-11-25 06:52:37.291,0,0,420
17386,2019-11-25 07:02:37.581,0,0,848
17387,2019-11-25 07:12:37.493,0,0,724
17388,2019-11-25 07:22:37.304,0,0,801
17389,2019-11-25 07:32:37.586,0,0,581
17390,2019-11-25 07:42:37.613,0,0,953
17391,2019-11-25 07:52:37.821,0,0,2245
17392,2019-11-25 08:02:37.937,0,0,1145
17393,2019-11-25 08:12:38.075,0,0,1645
17394,2019-11-25 08:22:38.071,0,0,1689
17395,2019-11-25 08:32:38.216,0,0,1483
17396,2019-11-25 08:42:38.512,12,12,229
17397,2019-11-25 08:52:38.361,7,7,1300
17398,2019-11-25 09:02:38.574,3,3,1365
17399,2019-11-25 09:12:38.867,0,0,751
17400,2019-11-25 09:22:38.715,1,1,201
17401,2019-11-25 09:32:38.586,0,0,823
17402,2019-11-25 09:42:38.790,0,0,524
17403,2019-11-25 09:52:39.281,1,1,1813
17404,2019-11-25 10:02:39.292,13,13,665
17405,2019-11-25 10:12:39.400,3,3,2080
17406,2019-11-25 10:22:39.276,1,1,1843
17407,2019-11-25 10:32:40.151,0,0,1867
17408,2019-11-25 10:42:39.392,0,0,2355
17409,2019-11-25 10:52:39.567,0,0,2270
17410,2019-11-25 11:02:39.840,1,1,2335
17411,2019-11-25 11:12:39.993,1,1,2483
17412,2019-11-25 11:22:39.818,1,1,2664
17413,2019-11-25 11:32:40.170,0,0,2487
17414,2019-11-25 11:42:39.772,0,0,1188
17415,2019-11-25 11:52:40.203,0,0,1137
17416,2019-11-25 12:02:40.286,0,0,995
17417,2019-11-25 12:12:41.193,0,0,805
17418,2019-11-25 12:22:40.015,0,0,761
17419,2019-11-25 12:32:40.177,0,0,738
17420,2019-11-25 12:42:40.280,0,0,694
17421,2019-11-25 12:52:40.398,0,0,1004
17422,2019-11-25 13:02:40.498,0,0,1386
17423,2019-11-25 13:12:40.597,0,0,1277
17424,2019-11-25 13:22:40.782,0,0,1528
17425,2019-11-25 13:32:40.934,0,0,1238
17426,2019-11-25 13:42:41.043,0,0,1269
17427,2019-11-25 13:52:41.156,0,0,1039
17428,2019-11-25 14:02:41.252,0,0,922
17429,2019-11-25 14:12:41.349,0,0,927
17430,2019-11-25 14:22:41.451,0,0,740
17431,2019-11-25 14:32:41.553,0,0,1097
17432,2019-11-25 14:42:41.652,0,0,814
17433,2019-11-25 14:52:41.730,0,0,557
17434,2019-11-25 15:02:41.716,0,0,391
17435,2019-11-25 15:12:41.698,0,0,365
17436,2019-11-25 15:22:41.768,0,0,228
17437,2019-11-25 15:32:41.828,0,0,295
17438,2019-11-25 15:42:42.174,0,0,297
17439,2019-11-25 15:52:42.236,0,0,81
17440,2019-11-25 16:02:42.298,0,0,143
17441,2019-11-25 16:12:42.314,0,0,616
17442,2019-11-25 16:22:42.195,0,0,168
17443,2019-11-25 16:32:42.578,0,0,258
17444,2019-11-25 16:42:42.145,0,0,525
17445,2019-11-25 16:52:42.492,0,0,574
17446,2019-11-25 17:02:42.674,0,0,1118
17447,2019-11-25 17:12:42.738,0,0,1149
17448,2019-11-25 17:22:42.841,0,0,1263
17449,2019-11-25 17:32:42.992,0,0,1559
17450,2019-11-25 17:42:43.071,0,0,1172
17451,2019-11-25 17:52:43.188,0,0,1582
17452,2019-11-25 18:02:43.264,0,0,1398
17453,2019-11-25 18:12:43.362,0,0,1482
17454,2019-11-25 18:22:43.496,0,0,1572
17455,2019-11-25 18:32:43.608,0,0,1901
17456,2019-11-25 18:42:43.683,0,0,893
17457,2019-11-25 18:52:43.777,0,0,959
17458,2019-11-25 19:02:43.844,0,0,1283
17459,2019-11-25 19:12:43.947,0,0,946
17460,2019-11-25 19:22:44.041,0,0,0
17461,2019-11-25 19:32:44.175,0,0,0
17462,2019-11-25 19:42:44.293,0,0,0
17463,2019-11-25 19:52:44.363,0,0,1
17464,2019-11-25 20:02:44.581,0,0,0
17465,2019-11-25 20:12:44.742,0,0,0
17466,2019-11-25 20:22:44.875,0,0,0
17467,2019-11-25 20:32:44.998,0,0,10
17468,2019-11-25 20:42:45.063,0,0,86
17469,2019-11-25 20:52:45.177,0,0,640
17470,2019-11-25 21:02:45.282,0,0,665
17471,2019-11-25 21:12:45.360,0,0,89
17472,2019-11-25 21:22:45.446,0,0,19
17473,2019-11-25 21:32:46.049,0,0,21
17474,2019-11-25 21:42:45.447,0,0,84
17475,2019-11-25 21:52:45.427,0,0,165
17476,2019-11-25 22:02:45.589,0,0,1
17477,2019-11-25 22:12:45.680,0,0,155
17478,2019-11-25 22:22:45.794,0,0,304
17479,2019-11-25 22:32:45.890,0,0,346
17480,2019-11-25 22:42:45.985,0,0,330
17481,2019-11-25 22:52:46.085,0,0,403
17482,2019-11-25 23:02:46.163,0,0,431
17483,2019-11-25 23:12:46.232,0,0,424
17484,2019-11-25 23:22:46.319,0,0,583
17485,2019-11-25 23:32:46.386,0,0,431
17486,2019-11-25 23:42:46.505,0,0,536
17487,2019-11-25 23:52:46.681,0,0,654
17488,2019-11-26 00:02:46.689,0,0,369
17489,2019-11-26 00:12:46.856,0,0,287
17490,2019-11-26 00:22:47.114,0,0,241
17491,2019-11-26 00:32:47.254,0,0,521
17492,2019-11-26 00:42:47.237,0,0,628
17493,2019-11-26 00:52:47.126,0,0,555
17494,2019-11-26 01:02:47.160,0,0,499
17495,2019-11-26 01:12:47.543,0,0,334
17496,2019-11-26 01:22:47.617,0,0,619
17497,2019-11-26 01:32:47.683,0,0,903
17498,2019-11-26 01:42:47.607,0,0,430
17499,2019-11-26 01:52:47.934,0,0,270
17500,2019-11-26 02:02:48.006,0,0,406
17501,2019-11-26 02:12:47.939,0,0,373
17502,2019-11-26 02:22:48.084,0,0,744
17503,2019-11-26 02:32:48.118,0,0,385
17504,2019-11-26 02:42:48.328,0,0,282
17505,2019-11-26 02:52:48.358,0,0,242
17506,2019-11-26 03:02:48.648,0,0,260
17507,2019-11-26 03:12:48.617,0,0,266
17508,2019-11-26 03:22:48.474,0,0,158
17509,2019-11-26 03:32:48.459,0,0,203
17510,2019-11-26 03:42:48.431,0,0,243
17511,2019-11-26 03:52:48.222,0,0,379
17512,2019-11-26 04:02:48.636,0,0,290
17513,2019-11-26 04:12:48.735,0,0,125
17514,2019-11-26 04:22:48.961,0,0,0
17515,2019-11-26 04:32:49.116,0,0,0
17516,2019-11-26 04:42:49.204,0,0,0
17517,2019-11-26 04:52:49.310,0,0,0
17518,2019-11-26 05:02:49.415,0,0,142
17519,2019-11-26 05:12:49.528,0,0,180
17520,2019-11-26 05:22:49.637,0,0,61
17521,2019-11-26 05:32:49.778,0,0,175
17522,2019-11-26 05:42:49.872,0,0,1123
17523,2019-11-26 05:52:50.010,0,0,1091
17524,2019-11-26 06:02:49.752,0,0,1072
17525,2019-11-26 06:12:50.054,0,0,1092
17526,2019-11-26 06:22:49.916,0,0,583
17527,2019-11-26 06:32:50.038,0,0,283
17528,2019-11-26 06:42:50.121,0,0,570
17529,2019-11-26 06:52:50.478,0,0,418
17530,2019-11-26 07:02:50.309,0,0,196
17531,2019-11-26 07:12:50.574,0,0,264
17532,2019-11-26 07:22:50.196,0,0,328
17533,2019-11-26 07:32:50.614,0,0,416
17534,2019-11-26 07:42:50.953,0,0,385
17535,2019-11-26 07:52:51.066,0,0,310
17536,2019-11-26 08:02:51.091,0,0,179
17537,2019-11-26 08:12:50.942,0,0,103
17538,2019-11-26 08:22:51.419,0,0,54
17539,2019-11-26 08:32:51.372,0,0,33
17540,2019-11-26 08:42:51.220,0,0,17
17541,2019-11-26 08:52:51.551,0,0,45
17542,2019-11-26 09:02:51.169,0,0,42
17543,2019-11-26 09:12:51.621,0,0,30
17544,2019-11-26 09:22:51.641,0,0,18
17545,2019-11-26 09:32:51.721,0,0,71
17546,2019-11-26 09:42:51.811,0,0,327
17547,2019-11-26 09:52:51.922,0,0,5
17548,2019-11-26 10:02:52.036,0,0,149
17549,2019-11-26 10:12:52.113,0,0,332
17550,2019-11-26 10:22:52.560,0,0,479
17551,2019-11-26 10:32:52.353,0,0,295
17552,2019-11-26 10:42:52.447,0,0,173
17553,2019-11-26 10:52:52.596,0,0,33
17554,2019-11-26 11:02:52.752,0,0,30
