dhthum0,dhttmp0,dp0,ec0,gstmp0,hum0,hum1,hum2,hum3,pre0,pre1,pretmp0,pretmp1,timestamp,tmp0,tmp1,tmp10,tmp11,tmp12,tmp2,tmp3,tmp4,tmp5,tmp6,tmp7,tmp8,tmp9,volt0
40.9,30.5,1.68,1.0,30.3,0.0,53.42,0.0,0.0,0.0,1009.2,0.0,25.37,2019-03-03T23:59:08.268Z,0.0,29.71,0.0,0.0,0.0,1.0,1.68,30.4,0.0,0.0,0.0,0.0,0.0,0.0
41.7,29.2,1.63,1.0,29.3,0.0,60.11,0.0,0.0,0.0,1006.9,0.0,24.46,2019-03-03T22:45:07.298Z,0.0,28.78,0.0,0.0,0.0,1.0,1.66,29.4,0.0,0.0,0.0,0.0,0.0,0.0
42.65,24.4,1.53,1.0,24.1,0.0,84.44,0.0,0.0,0.0,1003.2,0.0,23.09,2019-03-03T21:31:06.432Z,0.0,23.49,0.0,0.0,0.0,1.0,1.57,24.1,0.0,0.0,0.0,0.0,0.0,0.0
42.85,20.7,1.52,1.0,19.2,0.0,90.3,0.0,0.0,0.0,1001.8,0.0,23.0,2019-03-03T20:17:05.331Z,0.0,19.02,0.0,0.0,0.0,1.0,1.51,19.2,0.0,0.0,0.0,0.0,0.0,0.0
42.55,20.85,1.47,1.0,19.4,0.0,90.36,0.0,0.0,0.0,1003.1,0.0,23.41,2019-03-03T19:03:04.799Z,0.0,19.21,0.0,0.0,0.0,1.0,1.49,19.4,0.0,0.0,0.0,0.0,0.0,0.0
42.4,21.2,1.53,1.0,19.8,0.0,89.3,0.0,0.0,0.0,1004.6,0.0,23.82,2019-03-03T17:49:04.068Z,0.0,19.62,0.0,0.0,0.0,1.0,1.53,19.8,0.0,0.0,0.0,0.0,0.0,0.0
42.45,21.9,1.55,1.0,20.4,0.0,87.49,0.0,0.0,0.0,1007.1,0.0,24.23,2019-03-03T16:35:03.243Z,0.0,20.25,0.0,0.0,0.0,1.0,1.5,20.4,0.0,0.0,0.0,0.0,0.0,0.0
42.6,22.0,1.53,1.0,20.5,0.0,86.48,0.0,0.0,0.0,1010.3,0.0,24.62,2019-03-03T15:21:02.236Z,0.0,20.34,0.0,0.0,0.0,1.0,1.5,20.6,0.0,0.0,0.0,0.0,0.0,0.0
43.4,22.2,1.5,1.0,20.8,0.0,85.05,0.0,0.0,0.0,1013.7,0.0,25.09,2019-03-03T14:07:00.802Z,0.0,20.63,0.0,0.0,0.0,1.0,1.51,20.8,0.0,0.0,0.0,0.0,0.0,0.0
44.05,23.15,1.52,1.0,21.8,0.0,83.62,0.0,0.0,0.0,1017.0,0.0,25.52,2019-03-03T12:52:58.610Z,0.0,21.71,0.0,0.0,0.0,1.0,1.53,21.9,0.0,0.0,0.0,0.0,0.0,0.0
45.05,23.55,1.51,1.0,22.4,0.0,81.24,0.0,0.0,0.0,1019.5,0.0,25.98,2019-03-03T11:38:57.526Z,0.0,22.27,0.0,0.0,0.0,1.0,1.55,22.5,0.0,0.0,0.0,0.0,0.0,0.0
44.45,25.05,1.53,1.0,23.6,0.0,73.31,0.0,0.0,0.0,1021.4,0.0,26.47,2019-03-03T10:24:56.398Z,0.0,23.48,0.0,0.0,0.0,2.0,1.56,23.6,0.0,0.0,0.0,0.0,0.0,0.0
44.6,26.1,1.54,1.0,24.3,0.0,68.9,0.0,0.0,0.0,1021.4,0.0,26.93,2019-03-03T09:10:55.290Z,0.0,24.3,0.0,0.0,0.0,1.0,1.57,24.3,0.0,0.0,0.0,0.0,0.0,0.0
42.8,28.9,1.58,2.0,26.1,0.0,59.09,0.0,0.0,0.0,1020.4,0.0,27.41,2019-03-03T07:56:54.318Z,0.0,26.58,0.0,0.0,0.0,2.0,1.57,26.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1,32.3,1.66,1.0,28.4,0.0,50.26,0.0,0.0,0.0,1018.6,0.0,27.82,2019-03-03T06:42:52.950Z,0.0,30.17,0.0,0.0,0.0,1.0,1.62,28.3,0.0,0.0,0.0,0.0,0.0,0.0
36.4,36.1,1.72,1.0,31.5,0.0,38.29,0.0,0.0,0.0,1014.7,0.0,27.6,2019-03-03T05:28:51.640Z,0.0,34.75,0.0,0.0,0.0,1.0,1.71,31.6,0.0,0.0,0.0,0.0,0.0,0.0
34.9,37.5,1.74,1.0,38.4,0.0,35.01,0.0,0.0,0.0,1012.1,0.0,27.34,2019-03-03T04:14:50.062Z,0.0,37.48,0.0,0.0,0.0,1.0,1.72,38.6,0.0,0.0,0.0,0.0,0.0,0.0
36.0,35.5,1.77,1.0,40.4,0.0,44.42,0.0,0.0,0.0,1011.7,0.0,26.03,2019-03-03T03:00:48.710Z,0.0,33.23,0.0,0.0,0.0,1.0,1.78,40.6,0.0,0.0,0.0,0.0,0.0,0.0
41.95,30.4,1.76,1.0,32.7,0.0,60.26,0.0,0.0,0.0,1009.9,0.0,24.78,2019-03-03T01:46:47.354Z,0.0,28.66,0.0,0.0,0.0,1.0,1.76,32.7,0.0,0.0,0.0,0.0,0.0,0.0
41.75,30.1,1.7,1.0,30.3,0.0,66.04,0.0,0.0,0.0,1009.5,0.0,24.59,2019-03-03T01:21:01.174Z,0.0,28.66,0.0,0.0,0.0,1.0,1.75,30.3,0.0,0.0,0.0,0.0,0.0,0.0
42.3,28.4,1.72,1.0,30.3,0.0,79.16,0.0,0.0,0.0,1006.5,0.0,23.51,2019-03-03T00:06:59.917Z,0.0,28.13,0.0,0.0,0.0,1.0,1.75,30.3,0.0,0.0,0.0,0.0,0.0,0.0
43.75,25.25,1.62,1.0,25.3,0.0,85.77,0.0,0.0,0.0,1005.0,0.0,22.95,2019-03-02T22:52:58.911Z,0.0,25.61,0.0,0.0,0.0,1.0,1.59,25.3,0.0,0.0,0.0,0.0,0.0,0.0
42.75,20.5,1.5,1.0,18.9,0.0,92.89,0.0,0.0,0.0,1001.1,0.0,22.51,2019-03-02T18:44:06.103Z,0.0,18.84,0.0,0.0,0.0,1.0,1.52,18.9,0.0,0.0,0.0,0.0,0.0,0.0
42.55,20.95,1.53,1.0,19.2,0.0,91.94,0.0,0.0,0.0,1002.0,0.0,22.87,2019-03-02T17:30:05.135Z,0.0,19.34,0.0,0.0,0.0,1.0,1.52,19.2,0.0,0.0,0.0,0.0,0.0,0.0
44.0,21.6,1.56,1.0,19.8,0.0,91.71,0.0,0.0,0.0,1003.7,0.0,23.2,2019-03-02T16:16:04.021Z,0.0,19.98,0.0,0.0,0.0,1.0,1.54,19.8,0.0,0.0,0.0,0.0,0.0,0.0
43.35,21.55,1.54,1.0,19.8,0.0,91.29,0.0,0.0,0.0,1006.5,0.0,23.48,2019-03-02T15:02:03.134Z,0.0,19.98,0.0,0.0,0.0,1.0,1.55,19.8,0.0,0.0,0.0,0.0,0.0,0.0
42.4,21.8,1.58,1.0,19.9,0.0,90.63,0.0,0.0,0.0,1009.9,0.0,23.82,2019-03-02T13:48:01.812Z,0.0,20.21,0.0,0.0,0.0,1.0,1.61,19.9,0.0,0.0,0.0,0.0,0.0,0.0
43.4,21.6,1.63,1.0,19.8,0.0,89.1,0.0,0.0,0.0,1013.1,0.0,24.26,2019-03-02T12:34:00.576Z,0.0,19.98,0.0,0.0,0.0,1.0,1.59,19.8,0.0,0.0,0.0,0.0,0.0,0.0
44.0,22.8,1.61,1.0,21.2,0.0,84.36,0.0,0.0,0.0,1018.3,0.0,24.81,2019-03-02T11:19:59.760Z,0.0,21.32,0.0,0.0,0.0,1.0,1.61,21.1,0.0,0.0,0.0,0.0,0.0,0.0
44.2,24.0,1.53,1.0,22.6,0.0,76.77,0.0,0.0,0.0,1017.8,0.0,25.24,2019-03-02T10:05:58.720Z,0.0,22.47,0.0,0.0,0.0,1.0,1.53,22.6,0.0,0.0,0.0,0.0,0.0,0.0
44.45,24.8,1.52,1.0,23.2,0.0,72.81,0.0,0.0,0.0,1018.7,0.0,25.66,2019-03-02T08:51:57.574Z,0.0,23.14,0.0,0.0,0.0,1.0,1.53,23.2,0.0,0.0,0.0,0.0,0.0,0.0
44.55,26.2,1.53,1.0,24.3,0.0,69.7,0.0,0.0,0.0,1018.1,0.0,26.21,2019-03-02T07:37:56.529Z,0.0,24.83,0.0,0.0,0.0,1.0,1.56,24.4,0.0,0.0,0.0,0.0,0.0,0.0
42.75,28.6,1.61,1.0,27.3,0.0,58.11,0.0,0.0,0.0,1017.0,0.0,26.53,2019-03-02T06:23:55.382Z,0.0,27.55,0.0,0.0,0.0,1.0,1.6,27.3,0.0,0.0,0.0,0.0,0.0,0.0
41.25,30.6,1.69,1.0,29.7,0.0,51.5,0.0,0.0,0.0,1014.3,0.0,26.56,2019-03-02T05:09:54.035Z,0.0,29.95,0.0,0.0,0.0,1.0,1.69,29.7,0.0,0.0,0.0,0.0,0.0,0.0
37.0,34.2,1.75,1.0,33.7,0.0,43.48,0.0,0.0,0.0,1011.8,0.0,26.14,2019-03-02T03:55:52.667Z,0.0,32.57,0.0,0.0,0.0,1.0,1.76,33.6,0.0,0.0,0.0,0.0,0.0,0.0
38.55,32.6,1.74,1.0,31.8,0.0,51.52,0.0,0.0,0.0,1010.3,0.0,25.69,2019-03-02T03:00:48.380Z,0.0,30.38,0.0,0.0,0.0,1.0,1.72,31.6,0.0,0.0,0.0,0.0,0.0,0.0
37.05,33.2,1.78,1.0,37.7,0.0,56.05,0.0,0.0,0.0,1007.9,0.0,24.46,2019-03-02T01:46:46.762Z,0.0,31.42,0.0,0.0,0.0,1.0,1.8,37.4,0.0,0.0,0.0,0.0,0.0,0.0
41.55,28.2,1.65,1.0,27.8,0.0,73.99,0.0,0.0,0.0,1006.2,0.0,23.71,2019-03-02T00:56:20.473Z,0.0,27.15,0.0,0.0,0.0,1.0,1.65,27.9,0.0,0.0,0.0,0.0,0.0,0.0
44.2,24.9,1.59,1.0,24.5,0.0,84.48,0.0,0.0,0.0,1004.6,0.0,22.94,2019-03-01T23:42:19.429Z,0.0,24.94,0.0,0.0,0.0,1.0,1.57,24.6,0.0,0.0,0.0,0.0,0.0,0.0
42.9,22.2,1.52,1.0,20.1,0.0,90.78,0.0,0.0,0.0,1009.7,0.0,24.3,2019-03-01T14:06:59.834Z,0.0,20.32,0.0,0.0,0.0,1.0,1.54,20.1,0.0,0.0,0.0,0.0,0.0,0.0
43.0,22.35,1.55,1.0,20.4,0.0,90.97,0.0,0.0,0.0,1013.5,0.0,24.72,2019-03-01T12:52:58.510Z,0.0,20.62,0.0,0.0,0.0,1.0,1.53,20.4,0.0,0.0,0.0,0.0,0.0,0.0
44.85,22.4,1.51,1.0,20.4,0.0,90.27,0.0,0.0,0.0,1017.0,0.0,25.22,2019-03-01T11:38:57.145Z,0.0,20.66,0.0,0.0,0.0,1.0,1.54,20.4,0.0,0.0,0.0,0.0,0.0,0.0
44.85,23.4,1.58,1.0,20.9,0.0,84.03,0.0,0.0,0.0,1019.9,0.0,26.21,2019-03-01T10:24:55.534Z,0.0,21.79,0.0,0.0,0.0,1.0,1.58,20.9,0.0,0.0,0.0,0.0,0.0,0.0
41.95,25.85,1.54,1.0,24.5,0.0,65.1,0.0,0.0,0.0,1021.3,0.0,26.76,2019-03-01T09:10:54.498Z,0.0,24.38,0.0,0.0,0.0,2.0,1.53,24.5,0.0,0.0,0.0,0.0,0.0,0.0
42.0,26.7,1.55,1.0,25.1,0.0,61.59,0.0,0.0,0.0,1021.4,0.0,27.18,2019-03-01T07:56:53.296Z,0.0,25.24,0.0,0.0,0.0,1.0,1.51,25.1,0.0,0.0,0.0,0.0,0.0,0.0
40.35,28.6,1.55,1.0,26.4,0.0,51.92,0.0,0.0,0.0,1020.1,0.0,27.72,2019-03-01T06:42:52.065Z,0.0,27.07,0.0,0.0,0.0,1.0,1.56,26.4,0.0,0.0,0.0,0.0,0.0,0.0
37.6,32.0,1.63,1.0,29.9,0.0,40.83,0.0,0.0,0.0,1018.8,0.0,28.04,2019-03-01T05:28:50.949Z,0.0,31.12,0.0,0.0,0.0,1.0,1.68,29.9,0.0,0.0,0.0,0.0,0.0,0.0
35.65,34.25,1.72,1.0,33.2,0.0,35.94,0.0,0.0,0.0,1015.7,0.0,27.69,2019-03-01T04:14:49.515Z,0.0,33.57,0.0,0.0,0.0,1.0,1.74,33.1,0.0,0.0,0.0,0.0,0.0,0.0
35.5,34.1,1.74,1.0,35.4,0.0,36.77,0.0,0.0,0.0,1014.2,0.0,26.84,2019-03-01T03:00:47.812Z,0.0,33.95,0.0,0.0,0.0,1.0,1.76,35.4,0.0,0.0,0.0,0.0,0.0,0.0
36.0,32.8,1.75,1.0,35.0,0.0,40.28,0.0,0.0,0.0,1013.3,0.0,25.86,2019-03-01T01:46:46.711Z,0.0,32.18,0.0,0.0,0.0,1.0,1.75,34.9,0.0,0.0,0.0,0.0,0.0,0.0
38.1,31.0,1.71,1.0,31.4,0.0,45.79,0.0,0.0,0.0,1012.4,0.0,25.41,2019-03-01T01:13:10.740Z,0.0,30.22,0.0,0.0,0.0,1.0,1.67,31.5,0.0,0.0,0.0,0.0,0.0,0.0
37.5,30.5,1.74,1.0,33.1,0.0,53.6,0.0,0.0,0.0,1013.4,0.0,24.5,2019-02-28T23:59:09.120Z,0.0,30.88,0.0,0.0,0.0,1.0,1.75,33.1,0.0,0.0,0.0,0.0,0.0,0.0
39.0,26.9,1.59,1.0,27.4,0.0,66.18,0.0,0.0,0.0,1007.7,0.0,23.64,2019-02-28T22:45:07.809Z,0.0,26.7,0.0,0.0,0.0,1.0,1.61,27.4,0.0,0.0,0.0,0.0,0.0,0.0
40.3,23.4,1.54,1.0,23.5,0.0,81.5,0.0,0.0,0.0,1004.5,0.0,22.9,2019-02-28T21:31:06.520Z,0.0,22.85,0.0,0.0,0.0,2.0,1.54,23.5,0.0,0.0,0.0,0.0,0.0,0.0
40.6,21.6,1.51,1.0,20.2,0.0,87.43,0.0,0.0,0.0,1002.8,0.0,22.82,2019-02-28T20:17:05.157Z,0.0,20.02,0.0,0.0,0.0,1.0,1.52,20.2,0.0,0.0,0.0,0.0,0.0,0.0
40.2,21.4,1.52,1.0,19.3,0.0,86.85,0.0,0.0,0.0,1002.9,0.0,23.09,2019-02-28T19:03:04.196Z,0.0,19.59,0.0,0.0,0.0,1.0,1.52,19.3,0.0,0.0,0.0,0.0,0.0,0.0
40.2,21.7,1.5,1.0,19.7,0.0,85.35,0.0,0.0,0.0,1003.7,0.0,23.41,2019-02-28T17:49:02.739Z,0.0,20.03,0.0,0.0,0.0,1.0,1.56,19.7,0.0,0.0,0.0,0.0,0.0,0.0
40.1,21.8,1.5,1.0,20.4,0.0,81.57,0.0,0.0,0.0,1004.9,0.0,23.77,2019-02-28T16:35:01.413Z,0.0,20.21,0.0,0.0,0.0,1.0,1.51,20.4,0.0,0.0,0.0,0.0,0.0,0.0
40.15,22.55,1.47,1.0,21.2,0.0,79.52,0.0,0.0,0.0,1007.1,0.0,24.04,2019-02-28T15:21:00.382Z,0.0,21.01,0.0,0.0,0.0,1.0,1.5,21.2,0.0,0.0,0.0,0.0,0.0,0.0
40.4,22.8,1.52,2.0,21.4,0.0,77.75,0.0,0.0,0.0,1009.8,0.0,24.33,2019-02-28T14:06:59.224Z,0.0,21.19,0.0,0.0,0.0,1.0,1.48,21.4,0.0,0.0,0.0,0.0,0.0,0.0
41.0,23.15,1.5,1.0,21.8,0.0,75.91,0.0,0.0,0.0,1012.7,0.0,24.55,2019-02-28T12:52:57.976Z,0.0,21.49,0.0,0.0,0.0,1.0,1.48,21.8,0.0,0.0,0.0,0.0,0.0,0.0
41.4,23.2,1.48,1.0,22.0,0.0,76.05,0.0,0.0,0.0,1014.9,0.0,24.79,2019-02-28T11:38:56.587Z,0.0,21.64,0.0,0.0,0.0,1.0,1.49,22.0,0.0,0.0,0.0,0.0,0.0,0.0
42.8,23.1,1.49,1.0,21.8,0.0,77.88,0.0,0.0,0.0,1016.9,0.0,25.14,2019-02-28T10:24:55.465Z,0.0,21.7,0.0,0.0,0.0,1.0,1.53,21.8,0.0,0.0,0.0,0.0,0.0,0.0
42.75,25.2,1.51,1.0,23.7,0.0,67.7,0.0,0.0,0.0,1017.9,0.0,25.79,2019-02-28T09:10:54.225Z,0.0,23.72,0.0,0.0,0.0,1.0,1.52,23.7,0.0,0.0,0.0,0.0,0.0,0.0
40.0,27.4,1.56,1.0,25.5,0.0,54.51,0.0,0.0,0.0,1017.7,0.0,26.21,2019-02-28T07:56:52.955Z,0.0,25.8,0.0,0.0,0.0,1.0,1.56,25.4,0.0,0.0,0.0,0.0,0.0,0.0
38.15,29.5,1.57,1.0,28.0,0.0,46.1,0.0,0.0,0.0,1016.2,0.0,26.26,2019-02-28T06:42:51.854Z,0.0,28.75,0.0,0.0,0.0,1.0,1.62,28.0,0.0,0.0,0.0,0.0,0.0,0.0
38.7,29.3,1.61,1.0,28.5,0.0,46.46,0.0,0.0,0.0,1013.4,0.0,25.99,2019-02-28T05:28:50.783Z,0.0,28.45,0.0,0.0,0.0,1.0,1.61,28.5,0.0,0.0,0.0,0.0,0.0,0.0
38.1,29.65,1.66,1.0,28.6,0.0,45.24,0.0,0.0,0.0,1011.3,0.0,25.62,2019-02-28T04:14:49.577Z,0.0,28.62,0.0,0.0,0.0,1.0,1.66,28.6,0.0,0.0,0.0,0.0,0.0,0.0
35.9,31.0,1.67,1.0,31.5,0.0,43.36,0.0,0.0,0.0,1010.1,0.0,24.82,2019-02-28T03:00:48.177Z,0.0,30.74,0.0,0.0,0.0,1.0,1.7,31.4,0.0,0.0,0.0,0.0,0.0,0.0
38.45,29.1,1.61,1.0,27.6,0.0,56.04,0.0,0.0,0.0,1009.1,0.0,24.35,2019-02-28T01:46:46.773Z,0.0,27.34,0.0,0.0,0.0,1.0,1.62,27.5,0.0,0.0,0.0,0.0,0.0,0.0
40.9,27.3,1.58,2.0,27.1,0.0,65.17,0.0,0.0,0.0,1007.9,0.0,24.07,2019-02-28T01:14:13.349Z,0.0,27.21,0.0,0.0,0.0,1.0,1.58,27.3,0.0,0.0,0.0,0.0,0.0,0.0
39.75,26.4,1.58,1.0,26.0,0.0,73.32,0.0,0.0,0.0,1006.9,0.0,23.53,2019-02-28T00:00:11.702Z,0.0,26.52,0.0,0.0,0.0,1.0,1.56,26.1,0.0,0.0,0.0,0.0,0.0,0.0
40.1,24.4,1.53,1.0,23.1,0.0,79.67,0.0,0.0,0.0,1005.5,0.0,23.23,2019-02-27T22:45:40.031Z,0.0,24.04,0.0,0.0,0.0,1.0,1.54,23.2,0.0,0.0,0.0,0.0,0.0,0.0
39.3,23.1,1.49,1.0,22.9,0.0,79.74,0.0,0.0,0.0,1004.5,0.0,23.05,2019-02-27T21:31:07.034Z,0.0,22.61,0.0,0.0,0.0,2.0,1.51,23.0,0.0,0.0,0.0,0.0,0.0,0.0
39.75,21.3,1.49,1.0,20.0,0.0,85.0,0.0,0.0,0.0,1003.4,0.0,22.99,2019-02-27T20:17:05.969Z,0.0,19.83,0.0,0.0,0.0,1.0,1.49,20.1,0.0,0.0,0.0,0.0,0.0,0.0
38.6,21.1,1.47,1.0,19.0,0.0,84.54,0.0,0.0,0.0,1003.7,0.0,23.29,2019-02-27T19:03:04.812Z,0.0,19.34,0.0,0.0,0.0,1.0,1.49,19.0,0.0,0.0,0.0,0.0,0.0,0.0
39.1,21.2,1.5,1.0,19.1,0.0,83.07,0.0,0.0,0.0,1004.8,0.0,23.69,2019-02-27T17:49:04.100Z,0.0,19.57,0.0,0.0,0.0,1.0,1.52,19.0,0.0,0.0,0.0,0.0,0.0,0.0
38.65,22.0,1.5,1.0,20.6,0.0,77.78,0.0,0.0,0.0,1007.2,0.0,24.12,2019-02-27T16:35:02.731Z,0.0,20.33,0.0,0.0,0.0,1.0,1.46,20.6,0.0,0.0,0.0,0.0,0.0,0.0
38.85,21.8,1.49,1.0,20.3,0.0,77.17,0.0,0.0,0.0,1008.7,0.0,24.5,2019-02-27T15:21:01.785Z,0.0,20.15,0.0,0.0,0.0,1.0,1.51,20.2,0.0,0.0,0.0,0.0,0.0,0.0
39.7,21.9,1.52,1.0,20.6,0.0,76.96,0.0,0.0,0.0,1011.7,0.0,24.92,2019-02-27T14:07:00.515Z,0.0,20.47,0.0,0.0,0.0,1.0,1.48,20.6,0.0,0.0,0.0,0.0,0.0,0.0
40.05,23.35,1.48,1.0,22.1,0.0,72.33,0.0,0.0,0.0,1014.9,0.0,25.36,2019-02-27T12:52:59.341Z,0.0,21.93,0.0,0.0,0.0,2.0,1.47,22.1,0.0,0.0,0.0,0.0,0.0,0.0
40.35,23.55,1.48,1.0,22.1,0.0,70.92,0.0,0.0,0.0,1017.8,0.0,25.81,2019-02-27T11:38:58.170Z,0.0,21.97,0.0,0.0,0.0,1.0,1.52,22.2,0.0,0.0,0.0,0.0,0.0,0.0
40.1,24.6,1.5,1.0,23.1,0.0,63.04,0.0,0.0,0.0,1019.8,0.0,26.25,2019-02-27T10:24:56.720Z,0.0,22.94,0.0,0.0,0.0,1.0,1.48,23.1,0.0,0.0,0.0,0.0,0.0,0.0
40.35,25.25,1.47,1.0,23.7,0.0,59.31,0.0,0.0,0.0,1020.5,0.0,26.7,2019-02-27T09:10:55.598Z,0.0,23.63,0.0,0.0,0.0,1.0,1.51,23.7,0.0,0.0,0.0,0.0,0.0,0.0
39.25,27.4,1.52,1.0,25.4,0.0,53.87,0.0,0.0,0.0,1020.6,0.0,27.23,2019-02-27T07:56:54.175Z,0.0,25.72,0.0,0.0,0.0,2.0,1.53,25.4,0.0,0.0,0.0,0.0,0.0,0.0
37.55,30.5,1.62,1.0,28.8,0.0,47.17,0.0,0.0,0.0,1020.1,0.0,27.53,2019-02-27T06:42:52.620Z,0.0,29.85,0.0,0.0,0.0,1.0,1.6,28.8,0.0,0.0,0.0,0.0,0.0,0.0
36.0,32.35,1.72,1.0,31.8,0.0,38.14,0.0,0.0,0.0,1018.0,0.0,27.52,2019-02-27T05:28:51.174Z,0.0,32.36,0.0,0.0,0.0,1.0,1.7,31.7,0.0,0.0,0.0,0.0,0.0,0.0
37.6,31.6,1.71,1.0,30.7,0.0,43.56,0.0,0.0,0.0,1015.5,0.0,27.49,2019-02-27T04:14:49.993Z,0.0,30.91,0.0,0.0,0.0,1.0,1.7,30.7,0.0,0.0,0.0,0.0,0.0,0.0
35.2,34.7,1.73,1.0,34.3,0.0,36.11,0.0,0.0,0.0,1013.0,0.0,27.4,2019-02-27T03:00:48.365Z,0.0,34.17,0.0,0.0,0.0,1.0,1.74,34.2,0.0,0.0,0.0,0.0,0.0,0.0
34.1,34.9,1.72,1.0,36.7,0.0,34.73,0.0,0.0,0.0,1012.0,0.0,26.57,2019-02-27T01:46:46.989Z,0.0,34.71,0.0,0.0,0.0,1.0,1.72,36.6,0.0,0.0,0.0,0.0,0.0,0.0
33.9,34.3,1.74,1.0,35.6,0.0,35.01,0.0,0.0,0.0,1011.4,0.0,25.88,2019-02-27T01:15:12.474Z,0.0,35.01,0.0,0.0,0.0,1.0,1.74,35.9,0.0,0.0,0.0,0.0,0.0,0.0
37.9,29.0,1.67,1.0,31.3,0.0,51.62,0.0,0.0,0.0,1009.0,0.0,24.54,2019-02-26T23:59:40.234Z,0.0,29.57,0.0,0.0,0.0,1.0,1.7,31.3,0.0,0.0,0.0,0.0,0.0,0.0
36.6,28.8,1.65,1.0,29.4,0.0,49.46,0.0,0.0,0.0,1006.2,0.0,23.86,2019-02-26T22:45:39.026Z,0.0,29.3,0.0,0.0,0.0,1.0,1.66,29.4,0.0,0.0,0.0,0.0,0.0,0.0
39.0,23.6,1.53,1.0,23.7,0.0,71.39,0.0,0.0,0.0,1003.1,0.0,22.61,2019-02-26T21:31:37.628Z,0.0,23.15,0.0,0.0,0.0,1.0,1.5,23.8,0.0,0.0,0.0,0.0,0.0,0.0
39.25,20.1,1.47,1.0,18.6,0.0,82.46,0.0,0.0,0.0,1000.6,0.0,22.37,2019-02-26T20:17:36.352Z,0.0,18.3,0.0,0.0,0.0,1.0,1.49,18.7,0.0,0.0,0.0,0.0,0.0,0.0
38.95,20.6,1.47,1.0,19.2,0.0,81.55,0.0,0.0,0.0,1000.5,0.0,22.68,2019-02-26T19:03:35.299Z,0.0,18.9,0.0,0.0,0.0,1.0,1.47,19.1,0.0,0.0,0.0,0.0,0.0,0.0
38.8,20.35,1.5,1.0,18.9,0.0,82.33,0.0,0.0,0.0,1001.2,0.0,22.98,2019-02-26T17:49:34.206Z,0.0,18.7,0.0,0.0,0.0,1.0,1.51,18.9,0.0,0.0,0.0,0.0,0.0,0.0
38.6,20.9,1.48,1.0,19.4,0.0,81.18,0.0,0.0,0.0,1003.2,0.0,23.34,2019-02-26T16:35:33.254Z,0.0,19.15,0.0,0.0,0.0,1.0,1.49,19.4,0.0,0.0,0.0,0.0,0.0,0.0
38.8,20.6,1.49,1.0,19.0,0.0,81.0,0.0,0.0,0.0,1005.6,0.0,23.76,2019-02-26T15:21:31.946Z,0.0,18.75,0.0,0.0,0.0,1.0,1.49,19.0,0.0,0.0,0.0,0.0,0.0,0.0
38.95,21.0,1.47,1.0,19.4,0.0,79.56,0.0,0.0,0.0,1009.7,0.0,24.23,2019-02-26T14:07:31.120Z,0.0,19.23,0.0,0.0,0.0,1.0,1.49,19.4,0.0,0.0,0.0,0.0,0.0,0.0
39.6,21.6,1.49,1.0,19.8,0.0,75.62,0.0,0.0,0.0,1013.0,0.0,24.74,2019-02-26T12:53:30.446Z,0.0,19.78,0.0,0.0,0.0,1.0,1.5,19.8,0.0,0.0,0.0,0.0,0.0,0.0
40.05,22.8,1.51,1.0,21.3,0.0,72.64,0.0,0.0,0.0,1014.9,0.0,25.2,2019-02-26T11:39:28.801Z,0.0,21.06,0.0,0.0,0.0,1.0,1.48,21.2,0.0,0.0,0.0,0.0,0.0,0.0
40.6,23.85,1.49,1.0,22.4,0.0,69.95,0.0,0.0,0.0,1017.4,0.0,25.62,2019-02-26T10:25:27.647Z,0.0,22.2,0.0,0.0,0.0,1.0,1.5,22.4,0.0,0.0,0.0,0.0,0.0,0.0
41.2,24.8,1.49,1.0,23.2,0.0,65.14,0.0,0.0,0.0,1018.5,0.0,26.16,2019-02-26T09:11:26.296Z,0.0,23.2,0.0,0.0,0.0,1.0,1.53,23.2,0.0,0.0,0.0,0.0,0.0,0.0
38.7,28.1,1.53,1.0,26.3,0.0,51.56,0.0,0.0,0.0,1018.8,0.0,26.57,2019-02-26T07:56:54.676Z,0.0,26.67,0.0,0.0,0.0,1.0,1.55,26.3,0.0,0.0,0.0,0.0,0.0,0.0
37.3,30.4,1.57,1.0,28.2,0.0,46.13,0.0,0.0,0.0,1018.1,0.0,26.73,2019-02-26T06:42:53.337Z,0.0,29.08,0.0,0.0,0.0,1.0,1.62,28.2,0.0,0.0,0.0,0.0,0.0,0.0
37.35,31.0,1.66,1.0,30.2,0.0,42.9,0.0,0.0,0.0,1016.4,0.0,26.53,2019-02-26T05:28:51.943Z,0.0,30.67,0.0,0.0,0.0,1.0,1.67,30.3,0.0,0.0,0.0,0.0,0.0,0.0
36.7,31.05,1.69,1.0,30.8,0.0,42.97,0.0,0.0,0.0,1014.9,0.0,26.04,2019-02-26T04:14:50.544Z,0.0,30.69,0.0,0.0,0.0,1.0,1.7,30.7,0.0,0.0,0.0,0.0,0.0,0.0
40.0,28.6,1.61,1.0,27.5,0.0,55.85,0.0,0.0,0.0,1012.8,0.0,25.67,2019-02-26T03:00:49.078Z,0.0,28.2,0.0,0.0,0.0,1.0,1.62,27.6,0.0,0.0,0.0,0.0,0.0,0.0
34.85,32.7,1.75,1.0,34.1,0.0,44.8,0.0,0.0,0.0,1010.8,0.0,25.44,2019-02-26T01:46:47.836Z,0.0,31.64,0.0,0.0,0.0,1.0,1.74,33.8,0.0,0.0,0.0,0.0,0.0,0.0
